,0,1
0,대비,Contrast
1,나타나다,To appear
2,화자,Narrator
3,단편,Short story
4,중편,Novella
5,장편,Full length novel
6,대하소설,A saga
7,홀가분하다,To be carefree
8,싫증이 나다,To be bored
9,섭섭하다,To be disappointed
10,속상하다,To be upset
11,세차를 하다,To wash the car
12,칭찬하다,To compliment
13,보고서,Report
14,제출하다,To report
15,꾸러미,"Pack, bunch"
16,오리다,To cut out
17,정성을 들이다,To take care of oneself
18,가슴이 부풀다,One's heart swells
19,잔뜩,Heavily
20,장만하다,To prepare
21,용돈,Pocket money
22,구석,Internal corner
23,찌꺼기,"Residue, sediment"
24,한숨을 쉬다,To sigh
25,동창,School colleagues
26,얼굴을 들고 다닐 수가 없다,To be unable to return holding one's face
27,막내,Youngest (person)
28,남부러울 게 없다,There is nothing to be ashamed of
29,의심하다,To doubt
30,내려다보다,To look down
31,멎다,"To stop, die down"
32,광장,Square
33,대낮,Light of day
34,비추다,To shine
35,야외,Outdoor
36,양복,Western clothing
37,단추,Button
38,바람을 타다,"To be swayed by the wind, be in fashion"
39,싹이 트다,To sprout
40,허겁지겁,"Hurriedly, hastily"
41,뿌리를 내리다,To put down roots
42,눈물겹다,To be moved to tears
43,눈치,Sense
44,희망의 상징,A symbol of hope
45,용기를 얻다,To gain courage
46,백수,All kinds of animals
47,자신감(이) 없다,To have no confidence
48,필자,Writer
49,화상을 입다,To get scalded
50,흉하다,"To be unlucky, ugly"
51,변하다,"To change, be changed"
52,색종이,Colored paper
53,신통해하다,"To be wonderful, surprising"
54,군더더기,Unnecessity
55,끼고 돌다,To favor
56,개미,Ant
57,옥상,Roof
58,민들레꽃,Dandelion
59,시멘트로 포장하다,To pave with cement
60,빤빤하다,To be flat
61,씨앗,Seed
62,옹색하다,To be needy
63,한 줌의 먼지,A handful of dust
64,베란다,Veranda
65,쇠창살,Grating
66,돌아가시다,To pass away
67,떨어지다,To fall
68,자살하다,To commit suicide
69,고급,Advanced level
70,입을 열다,To open one's mouth
71,똥값이 되다,To be a cheap price
72,입 밖에 내다,To let slip
73,안전하다,To be safe
74,달다,"To hang, be sweet"
75,가득 차다,To be full
76,불만이다,To be dissatisfied with
77,손자,Grandson
78,업다,To carry something on someone's back
0,가정하다,To assume
1,강대국,Powerful nation
2,건국,Establishment of a country
3,고구려,One of Three Kingdoms
4,고려,Korea dynasty after Unified Silla
5,고조선,First Korean dynasty
6,곡창 지대,Bread basket
7,공용어,Official language
8,공통점,Common point
9,과거 제도,Testing system to select government officials
10,관문,Gateway
11,교류하다,To exchange
12,국력,National power
13,급속히,Rapidly
14,기름지다,To be fertile
15,남진,Southward advance
16,다툼을 벌이다,To dispute
17,대동강,River located near Pyeongyang
18,대항하다,To resist
19,독자성,Individuality
20,만주,Northeast region of China
21,멸망,"Collapse, downfall"
22,문명,Civilization
23,발달하다,"To progress, develop"
24,백제,Baekche
25,불과,"Just, merely"
