,0,1
0,교수님,professor
1,동안,during; for (a time period)
2,문화,culture
3,밖,outside
4,시드니,Sydney
5,연구실,professor's office
6,택시,taxi
7,호주,Australia
8,놀다,to play; to not work
9,싶다,to want to
10,죄송하다,to be sorry
11,그냥,just; without any special reason
12,굉장히,extremely
13,일찍,early
14,~(으)ㄴ데/는데,clausal connective (background information)
15,~(으)ㄴ데요/는데요,a polite sentence ending for background information
16,시작하다,to begin
17,가수,singer
18,교통,transportation; traffic
19,날,day
20,머리,head; hair
21,일,event
22,다음부터(는),from next time
23,무척,very
24,직접,directly
25,~어서/아서,clausal connective (cause)
26,~는,noun modifying form (verb)
27,늦다,to be late
28,들어오다,to come in
29,이사하다,to move
30,막히다,to be blocked; congested
31,복잡하다,to be crowded
32,불편하다,to be uncomfortable; inconvenient
33,빠르다,to be fast
34,아프다,to be sick
35,편하다,to be comfortable; convenient
36,그렇지만,but; however
0,갈비,kalbi (barbecued spareribs)
1,물,water
2,바닷가,beach
3,밴쿠버,Vancouver
4,불고기,bulgogi (roast meat)
5,생활,daily life; living
6,어젯밤,last night
7,차,tea
8,청바지,blue jeans
9,캐나다,Canada
10,잔,glass; cup
11,어떤,which; what kind of
12,되다,to become; get; turn into
13,눈(이) 오다,to snow
14,만들다,to make
15,사귀다,to make friends
16,쓰다,to use; to write; bitter
17,착하다,to be good-natured; kind-hearted
18,친절하다,to be kind; considerate
19,~(으)ㄹ 래요,intention; will
20,~고 있다,continuing action
21,골프,golf
22,기차,train
23,연극,play
24,인터넷,Internet
25,입구,entrance
26,끝나다,to be over; finished
27,쉬다,to rest
28,알아보다,to find out; check out
29,찾다,to find; look for
30,춤(을) 추다,to dance
31,힘(이) 들다,to be hard
32,다,all
33,벌써,already
34,까지,to; until; through (time)
35,밖에,nothing but; only
36,부터,from (time)
37,(이)나,as much; many as
38,~(으)ㄹ 까요?,shall we; I wonder
39,글쎄요,well; it's hard to say
0,도시,city
1,몸조리,care of health
2,엄마,mom
3,감기에 걸리다,to have/catch a cold
4,돕다,to help
5,바꾸다,"to change, switch"
6,빨래하다,to do the laundry
7,부치다,"to mail (a letter, parcel)"
8,비(가) 오다,to rain
9,빌리다,to borrow
10,빌려주다,To lend
11,실례하다,to be excused
12,배(가) 고프다,to be hungry
13,나중에,later
14,다시,again
15,여보세요,hello (on the phone)
16,이따가,A little later
17,이젠,As for now
18,~(으)ㄹ 게요,I will (volition or promise)
19,~어/아 주다,do something for another's benefit
20,~어/아야 되다,"must (obligation or necessity, passive)"
21,그동안,meantime
22,뉴스,news
23,메시지,message
24,반,"half (e.g., 30 min)"
25,비,rain
26,사모님 (honorific),someone's wife
27,신발,shoes
28,여보,"honey, dear"
29,인터뷰,interview
30,새,new
31,시끄럽다,to be noisy
32,남기다,to leave (a message)
33,돈이 들다,to cost money
34,들어가다,to enter
35,부탁하다,to ask a favor
36,그만,Without doing anything further
37,때문에,because of
38,잠깐만,for a short time (3 syllables)
39,~겠,would (intention)
40,물가,cost of living
41,발,Foot
0,데,place
1,동부,east coast
2,막내,youngest child
3,바지,pants
4,밤,night
5,부엌,kitchen
6,셔츠,shirt
7,형제,sibling(s)
8,첫,first
9,다르다,to be different
10,피곤하다,to be tired
11,결혼하다,to get married
12,기다리다,to wait
13,자라다,to grow up
