발길을 옮기다	for people to move to
입소문이 퍼지다	for a rumor to spread
우후죽순으로 들어서다	to spring or pop up everywhere
속속	one after another
삼삼오오	by twos and threes, in groups
열풍이 불다	for a fad or fever to be spreading
안성맞춤	just the thing, the best thing
병행하다	to run parallel with
판매율	rate of sales
소음	noise, sound
훼손하다	to damage, harm
시간에 구애받지 않다	to be unrestricted by time
밀집되다	to be concentrated in (one area)
식민지	colony
천도	transfer of the capital, moving the seat of government
뿐더러	뿐만 아니라
근교	suburbs, outskirts
오르랑내리랑	going up and down (ie a mountain)
일대	1) the whole area, district (2) great, remarkable
인근	vicinity, neighboring
자유로이	자유롭게
가성비	cost effectiveness, cost to benefit ratio
