,ko,en,word_count,source,filepath,zipf,word,frequency,level
399,을,the weaker person in a contract,1,hanyang,한양 고급2,7.35,,,advanced
953,고,put in front of someone's name to show they've died - 'the late...' 故,1,kiip,KIIP Level 5 (new book 2016),7.17,,,advanced
641,들,Field,1,SNU,서울대 한국어 6A 교과서,6.96,들,2243.0,advanced
413,한,resentment[sorrow regret],1,ewha,Ewha Korean 5,6.91,한,2922.0,advanced
973,한,"deep resentment, sorrow",1,hanyang,한양대 고급1,6.91,한,2922.0,advanced
471,요,A sleeping mat,1,SNU,서울대 5B 한국어 교과서,6.74,요,4546.0,advanced
1468,로,Road,1,sungkyunkwan,성균관 어학 5급,6.71,,,advanced
627,다하다,"to finish, to fulfill",1,topik,TOPIK Advanced Vocabulary,6.69,다하다,1191.0,advanced
243,다하다,"to do, make",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,6.69,다하다,1191.0,advanced
379,면,"face, side, facet, aspect",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,6.64,면,3867.0,advanced
1357,면,"side, face",1,hanyang,한양대 고급1,6.64,면,3867.0,advanced
171,나들이,Trip,1,SNU,서울대 5B 한국어 교과서,6.57,나들이,4412.0,advanced
706,가면,mask,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,6.53,,,advanced
145,해로,Sea route,1,SNU,서울대 5B 한국어 교과서,6.46,,,advanced
359,면하다,"avoid, escape, get rid of",1,hanyang,한양대 고급1,6.45,면하다,2795.0,advanced
409,면하다,avoid/escape from (피하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,6.45,면하다,2795.0,advanced
550,만,"full(year, month etc.)",1,SNU,서울대 한국어 5A,6.43,만,4835.0,advanced
1069,만,bay (coastal area) 灣,1,kiip,KIIP Level 5 (new book 2016),6.43,만,4835.0,advanced
2454,보고,Report,1,sungkyunkwan,성균관 어학 5급,6.42,보고,2341.0,advanced
161,기하다,"to aim for, to arrange a date",1,other,Korean Vocabulary Practice for Foreigners Advanced,6.39,,,advanced
652,인,Phosphorus,1,SNU,서울대 한국어 6A 교과서,6.32,인,2302.0,advanced
1140,잘다,To be small,1,SNU,서울대 5B 한국어 교과서,6.32,,,advanced
445,저가,"低價; low price, cheap price",1,other,토픽 어휘로 잡아라! [고급],6.31,,,advanced
1929,알,Egg,1,sungkyunkwan,성균관 어학 5급,6.31,알,1738.0,advanced
747,알,an egg (animal's egg),1,kiip,KIIP Level 5 (new book 2016),6.31,알,1738.0,advanced
635,112,법죄신고를 위한 전화번호,1,kiip,KIIP Level 5 (new book 2016),6.3,,,advanced
120,하자,"a flaw, a defect",1,topik,TOPIK Advanced Vocabulary,6.29,,,advanced
650,하자,flaw (결점/결함/단점),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,6.29,,,advanced
305,하자,__ 없는 물건으로 보내 주세요.,1,topik,TOPIK Advanced Vocabulary,6.29,,,advanced
2239,여,Around,1,sungkyunkwan,성균관 어학 5급,6.28,여,3438.0,advanced
382,때,Dirt,1,SNU,서울대 5B 한국어 교과서,6.28,때,3944.0,advanced
848,어이가 없다,To be absured,2,SNU,서울대 5B 한국어 교과서,6.26,,,advanced
428,어이가 없다,"absurd, dumbfounded",2,hanyang,한양대 고급1,6.26,,,advanced
1466,시,City,1,sungkyunkwan,성균관 어학 5급,6.26,시,2129.0,advanced
930,중,buddhist monk (2),1,hanyang,한양대 고급1,6.19,중,39.0,advanced
278,들어주다,"to grant, acede to, comply with",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,6.17,들어주다,5172.0,advanced
1195,전,Korean Pancake,1,SNU,서울대 5B 한국어 교과서,6.14,전,548.0,advanced
513,주되다,"to be the main one, primary PASSIVE 主",1,kiip,KIIP Level 5 (new book 2016),6.13,,,advanced
404,주되다,"to be main, chief, principal",1,topik,TOPIK Advanced Vocabulary,6.13,,,advanced
1931,더하기,Addition,1,sungkyunkwan,성균관 어학 5급,6.12,,,advanced
642,더해지다,To be added,1,SNU,서울대 한국어 6A 교과서,6.1,,,advanced
634,전하다,"To convey, communicate",1,sungkyunkwan,성균관 어학 5급,6.07,전하다,615.0,advanced
1370,개다,to fold,1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,6.05,개다,4821.0,advanced
337,들이받다,"To run into, collide with",1,SNU,서울대 5B 한국어 교과서,6.05,,,advanced
145,개다,to fold,1,other,Korean Vocabulary Practice for Foreigners Advanced,6.05,개다,4821.0,advanced
146,개다,to mix,1,other,Korean Vocabulary Practice for Foreigners Advanced,6.05,개다,4821.0,advanced
182,애,child; anxiety,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,6.03,애,3285.0,advanced
909,날,"Blade, edge",1,sungkyunkwan,성균관 어학 5급,5.99,날,91.0,advanced
752,맞다,"To greet, welcome",1,sungkyunkwan,성균관 어학 5급,5.97,맞다,1227.0,advanced
847,맞다,To be right 2,1,SNU,서울대 5B 한국어 교과서,5.97,맞다,1227.0,advanced
640,걸다,"To wager, risk",1,sungkyunkwan,성균관 어학 5급,5.97,걸다,551.0,advanced
1095,줄다,Decrease,1,SNU,서울대 한국어 6A 교과서,5.97,줄다,2256.0,advanced
214,날다,to fly,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.96,날다,1765.0,advanced
1230,대,versus,1,hanyang,한양대 고급1,5.95,대,4983.0,advanced
272,애로,difficulty,1,topik,TOPIK Advanced Vocabulary,5.95,,,advanced
458,대,:,1,sungkyunkwan,성균관 어학 5급,5.95,대,4983.0,advanced
1237,애도하다,To mourn,1,sungkyunkwan,성균관 어학 5급,5.93,,,advanced
963,(-었/았)다 하면,"if you say this happened, then this happened as well without exception",2,hanyang,한양 고급2,5.93,,,advanced
307,대다,"to apply, to supply, to park or anchor, to compare, to indicate, to be on time for",1,other,Korean Vocabulary Practice for Foreigners Advanced,5.92,대다,556.0,advanced
46,대다,1) to lean (against) (2) to make an excuse (3) to pull up (to) (4) to pay,1,other,토픽 어휘로 잡아라! [고급],5.92,대다,556.0,advanced
311,대다,"put, set up, touch",1,hanyang,한양대 고급1,5.92,대다,556.0,advanced
1469,길,Street,1,sungkyunkwan,성균관 어학 5급,5.92,길,115.0,advanced
664,제3자,a third party (in law) 第3者,1,kiip,KIIP Level 5 (new book 2016),5.89,,,advanced
545,집다,To take up,1,sungkyunkwan,성균관 어학 5급,5.89,집다,1394.0,advanced
1104,후하다,"to be generous (to/with), liberal with",1,hanyang,한양 고급2,5.85,,,advanced
1515,길이 있다,To have a way,2,sungkyunkwan,성균관 어학 5급,5.85,,,advanced
136,말을 걸다,To start a conversation,2,SNU,서울대 한국어 6A 교과서,5.85,,,advanced
66,여가 시간,free time,2,SNU,서울대 한국어 5A,5.84,,,advanced
532,집을 지다,To build a house,2,SNU,서울대 5B 한국어 교과서,5.84,,,advanced
161,30여 개,30+,2,SNU,서울대 5B 한국어 교과서,5.83,,,advanced
904,게임,Game,1,sungkyunkwan,성균관 어학 5급,5.81,게임,682.0,advanced
994,이 분의 일,1/2 (one half) ,3,kiip,KIIP Level 5 (new book 2016),5.81,,,advanced
1063,5월 말,End of May,2,SNU,서울대 5B 한국어 교과서,5.79,,,advanced
1461,10위 안에 들다,Be ranked among the top 10,3,SNU,서울대 5B 한국어 교과서,5.79,,,advanced
258,근데,"by the way, but",1,hanyang,한양대 고급1,5.78,근데,426.0,advanced
59,이상,More than,1,SNU,서울대 한국어 6A 교과서,5.78,이상,2159.0,advanced
573,말끝,an opening of the mouth; an end of a word,1,topik,TOPIK Advanced Vocabulary,5.77,,,advanced
503,당신,you,1,hanyang,한양대 고급1,5.77,당신,148.0,advanced
2585,말끝,End of speech,1,sungkyunkwan,성균관 어학 5급,5.77,,,advanced
697,음,Yin,1,SNU,서울대 한국어 6A 교과서,5.76,음,1174.0,advanced
2424,기가 죽다,To be depressed,2,sungkyunkwan,성균관 어학 5급,5.75,,,advanced
387,세를 들다,to rent (a house) 貰를...,2,kiip,KIIP Level 5 (new book 2016),5.74,,,advanced
869,신,god,1,hanyang,한양대 고급1,5.74,신,1864.0,advanced
370,차로,"Roadway, driveway",1,SNU,서울대 5B 한국어 교과서,5.74,,,advanced
1748,하나일 수 있다,To be capable of doing,3,sungkyunkwan,성균관 어학 5급,5.73,,,advanced
901,사실,"fact, truth",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.73,사실,513.0,advanced
586,만원,"full, no vacancy",1,ewha,Ewha Korean 5,5.72,,,advanced
289,함,a box of wedding gifts,1,hanyang,한양대 고급1,5.71,,,advanced
689,성,Sex,1,SNU,서울대 5B 한국어 교과서,5.71,성,4104.0,advanced
700,손이 가다,to need a lot of care and maintenance,2,hanyang,한양 고급2,5.7,,,advanced
1467,구,District,1,sungkyunkwan,성균관 어학 5급,5.7,구,5268.0,advanced
665,남,other people; another person,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.69,남,4826.0,advanced
148,감사,formal inspection / audit 監査,1,kiip,KIIP Level 5 (new book 2016),5.68,감사,4369.0,advanced
1000,화하다,To be transformed into,1,sungkyunkwan,성균관 어학 5급,5.68,,,advanced
1252,성하다,intact (온전하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.68,,,advanced
216,남다,"to remain, have left over",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.67,남다,210.0,advanced
623,말이 씨가 되다,be careful what you wish for,3,ewha,Ewha Korean 5,5.66,,,advanced
1184,이상적이다,"ideal, perfect",1,hanyang,한양대 고급1,5.65,,,advanced
825,여기다,"regard, consider",1,hanyang,한양대 고급1,5.65,여기다,827.0,advanced
1235,이상적이다,"ideal, perfect",1,hanyang,한양대 고급1,5.65,,,advanced
411,여기다,"To think, consider",1,sungkyunkwan,성균관 어학 5급,5.65,여기다,827.0,advanced
144,여기다,regard (간주하다/생각하다/인정하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.65,여기다,827.0,advanced
354,애를 먹다,"to have a hard time, to have trouble",2,ewha,Ewha Korean 5,5.65,,,advanced
1156,가장,head of the household,1,hanyang,한양대 고급1,5.64,가장,2745.0,advanced
570,세상,world,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.64,세상,184.0,advanced
251,가장,head of a family,1,SNU,서울대 한국어 5A,5.64,가장,2745.0,advanced
305,달다,"to hang, to install, to add to, to record",1,other,Korean Vocabulary Practice for Foreigners Advanced,5.62,달다,5170.0,advanced
1296,참하다,"Gentle, pretty",1,SNU,서울대 5B 한국어 교과서,5.62,,,advanced
666,속하다,"belong to, be affiliated to",1,hanyang,한양대 고급1,5.62,속하다,1127.0,advanced
74,달다,"To hang, be sweet",1,SNU,서울대 5B 한국어 교과서,5.62,달다,5170.0,advanced
11,달다,"to put up, hoist up (커튼, 깃발 등)",1,kiip,KIIP Level 5 (new book 2016),5.62,달다,5170.0,advanced
1918,잡아주다,To hold,1,sungkyunkwan,성균관 어학 5급,5.62,,,advanced
69,달다,"1) to put on (2) to title, give a title (3) to install",1,other,토픽 어휘로 잡아라! [고급],5.62,달다,5170.0,advanced
839,속하다,"to belong to, be affiliated with 屬 (not 소...)",1,kiip,KIIP Level 5 (new book 2016),5.62,속하다,1127.0,advanced
930,달다,"To attach, hoist",1,SNU,서울대 5B 한국어 교과서,5.62,달다,5170.0,advanced
314,너와집,a wooden-roof house (middle class),1,kiip,KIIP Level 5 (new book 2016),5.62,,,advanced
306,달다,to weigh,1,other,Korean Vocabulary Practice for Foreigners Advanced,5.62,달다,5170.0,advanced
198,달하다,to reach (다다르다/이르다/도달하다/닿다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.61,,,advanced
1144,참들다,To listen,1,sungkyunkwan,성균관 어학 5급,5.61,,,advanced
197,달이다,to boil (a liquid) down (졸이다/조리다/졸다/졸아들다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.61,,,advanced
1238,으로 여기다,"regard, consider",2,hanyang,한양대 고급1,5.61,,,advanced
511,달하다,to reach,1,SNU,서울대 한국어 5A,5.61,,,advanced
72,달하다,"達―; to reach, amount to",1,other,토픽 어휘로 잡아라! [고급],5.61,,,advanced
493,차를 받다,bump into a car,2,hanyang,한양대 고급1,5.61,,,advanced
597,달하다,"to reach, to come to (ex. a level)",1,ewha,Ewha Korean 5,5.61,,,advanced
149,내보이다,display,1,ewha,Ewha Korean 5,5.61,,,advanced
806,내다보이다,To look out,1,SNU,서울대 한국어 6A 교과서,5.6,,,advanced
415,당,a (political) party,1,topik,TOPIK Advanced Vocabulary,5.6,,,advanced
1546,에 달하다,"reach, come to",2,hanyang,한양대 고급1,5.6,,,advanced
908,권,"counter for documents, tickets, bills (money) 券",1,kiip,KIIP Level 5 (new book 2016),5.59,권,1327.0,advanced
659,예를 들어,For example,2,SNU,서울대 5B 한국어 교과서,5.58,,,advanced
771,권하다,To recommend,1,SNU,서울대 5B 한국어 교과서,5.57,권하다,1855.0,advanced
489,권하다,to ask for,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.57,권하다,1855.0,advanced
577,한동안,For a while,1,SNU,서울대 5B 한국어 교과서,5.57,한동안,2010.0,advanced
697,타고나다,"to be born with, be gifted with",1,other,토픽 어휘로 잡아라! [고급],5.57,타고나다,3346.0,advanced
852,타고나다,be gifted/born with (지니다/종용하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.57,타고나다,3346.0,advanced
204,타고나다,to be born with,1,other,Korean Vocabulary Practice for Foreigners Advanced,5.57,타고나다,3346.0,advanced
389,권하다,"advise, suggest, recommend",1,hanyang,한양대 고급1,5.57,권하다,1855.0,advanced
1111,타고 나다,"be born with, be gifted, be endowed",2,hanyang,한양대 고급1,5.57,,,advanced
936,타고나다,To be born with,1,SNU,서울대 5B 한국어 교과서,5.57,타고나다,3346.0,advanced
665,그밖에,Besides,1,SNU,서울대 5B 한국어 교과서,5.56,,,advanced
402,다시 말해서,Saying it again,2,SNU,서울대 5B 한국어 교과서,5.55,,,advanced
175,둘도 없다,have no equal,2,ewha,Ewha Korean 5,5.55,,,advanced
126,조,article (e.g. 헌법의) 條,1,kiip,KIIP Level 5 (new book 2016),5.54,조,4448.0,advanced
577,조,team,1,SNU,서울대 한국어 5A,5.54,조,4448.0,advanced
1836,조,10^11,1,sungkyunkwan,성균관 어학 5급,5.54,조,4448.0,advanced
294,막다,to prevent,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.53,막다,538.0,advanced
883,간,Liver,1,sungkyunkwan,성균관 어학 5급,5.53,간,3051.0,advanced
2191,간,Liver,1,sungkyunkwan,성균관 어학 5급,5.53,간,3051.0,advanced
1179,간,Season with salt,1,SNU,서울대 5B 한국어 교과서,5.53,간,3051.0,advanced
722,막다,To keep out,1,SNU,서울대 5B 한국어 교과서,5.53,막다,538.0,advanced
1183,단,Bunch,1,SNU,서울대 5B 한국어 교과서,5.52,단,4157.0,advanced
122,앨범,"photo album, CD",1,other,Korean Vocabulary Practice for Foreigners Advanced,5.52,앨범,4718.0,advanced
419,새다,"to leak, to escape",1,topik,TOPIK Advanced Vocabulary,5.52,새다,2676.0,advanced
206,첫사랑,first love,1,SNU,서울대 한국어 5A,5.51,,,advanced
652,선하다,"to be vivid, good or nice",1,hanyang,한양 고급2,5.5,,,advanced
867,선하다,"good-natured, good-hearted",1,hanyang,한양대 고급1,5.5,,,advanced
399,손 없는 날,"days in the month when Koreans believe there are no bad spirits - now popular for weddings, moving day etc",3,kiip,KIIP Level 5 (new book 2016),5.5,,,advanced
1024,계,traditional private fund whose members chip in a modest amount of money and take turns in receiving a lump fund,1,hanyang,한양 고급2,5.5,,,advanced
2234,된소리,Last sound,1,sungkyunkwan,성균관 어학 5급,5.49,,,advanced
123,총,Total,1,sungkyunkwan,성균관 어학 5급,5.49,총,3840.0,advanced
17,온,"all, whole, entire",1,hanyang,한양대 고급1,5.49,온,1154.0,advanced
1256,법하다,To be lawful,1,SNU,서울대 5B 한국어 교과서,5.49,,,advanced
582,총,total,1,SNU,서울대 한국어 5A,5.49,총,3840.0,advanced
639,애(를) 쓰다,To make an effort,2,SNU,서울대 한국어 6A 교과서,5.48,,,advanced
322,반하다,"to go against, to rebel against",1,other,Korean Vocabulary Practice for Foreigners Advanced,5.48,반하다,2369.0,advanced
559,비를 맞다,To get rained on,2,SNU,서울대 5B 한국어 교과서,5.48,,,advanced
1636,반하다,To fall for,1,sungkyunkwan,성균관 어학 5급,5.48,반하다,2369.0,advanced
1238,애를 쓰다,To work hard,2,SNU,서울대 5B 한국어 교과서,5.48,,,advanced
567,죽기 살기로 하다,do-or-die attitude,3,other,토픽 어휘로 잡아라! [고급],5.48,,,advanced
648,시간 가는 줄 모르다,To not notice time moving,4,SNU,서울대 한국어 6A 교과서,5.48,,,advanced
180,반하다,to fall in love,1,SNU,서울대 한국어 5A,5.48,반하다,2369.0,advanced
313,뜻하다,to mean,1,SNU,서울대 한국어 5A,5.47,뜻하다,1438.0,advanced
383,최고,the highest; the maximum,1,ewha,Ewha Korean 5,5.47,최고,444.0,advanced
709,가몸,drought,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.47,,,advanced
707,빨리다,to be sucked into,1,other,토픽 어휘로 잡아라! [고급],5.47,,,advanced
332,되도록,"as much as possible, more than can be helped",1,topik,TOPIK Advanced Vocabulary,5.46,,,advanced
587,불다,To blow,1,SNU,서울대 한국어 6A 교과서,5.46,불다,985.0,advanced
112,애(가) 타다,To give birth,2,SNU,서울대 한국어 6A 교과서,5.46,,,advanced
962,선을 보다,To meet a potential marriage partner,2,SNU,서울대 5B 한국어 교과서,5.46,,,advanced
514,애가 타다,be agonized,2,hanyang,한양대 고급1,5.46,,,advanced
863,살이 타다,To have fat burnt,2,sungkyunkwan,성균관 어학 5급,5.45,,,advanced
646,소님을 맞다,To welcome someone,2,sungkyunkwan,성균관 어학 5급,5.45,,,advanced
732,법적,Legally,1,sungkyunkwan,성균관 어학 5급,5.45,법적,4420.0,advanced
586,치다,"To hit, strike",1,SNU,서울대 한국어 6A 교과서,5.44,치다,4554.0,advanced
1209,대통령,President,1,SNU,서울대 한국어 6A 교과서,5.44,대통령,79.0,advanced
337,치다,"hit, strike, knock / clap, applaud",1,hanyang,한양대 고급1,5.44,치다,4554.0,advanced
795,입에서 입으로,from mouth to mouth,2,hanyang,한양대 고급1,5.43,,,advanced
1039,마음(을) 먹다,To make up one's mind,2,SNU,서울대 한국어 6A 교과서,5.43,,,advanced
890,마음을 먹다,To be really determined,2,sungkyunkwan,성균관 어학 5급,5.43,,,advanced
674,이점,Benefits,1,SNU,서울대 한국어 6A 교과서,5.43,,,advanced
122,이점,Advantage,1,SNU,서울대 5B 한국어 교과서,5.43,,,advanced
685,-상,"from the point of view of, in terms of (particle) 上",1,kiip,KIIP Level 5 (new book 2016),5.42,,,advanced
116,참여하다,to participate,1,SNU,서울대 한국어 5A,5.42,참여하다,958.0,advanced
519,상,"prize, award",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.42,상,4102.0,advanced
1425,참여하다,To participate,1,sungkyunkwan,성균관 어학 5급,5.42,참여하다,958.0,advanced
425,인지하다,"認知-; to recognize, perceive",1,other,토픽 어휘로 잡아라! [고급],5.42,,,advanced
482,손을 잡다,to work together,2,ewha,Ewha Korean 5,5.42,,,advanced
274,상,mourning,1,SNU,서울대 한국어 5A,5.42,상,4102.0,advanced
521,상,image of a role model,1,SNU,서울대 한국어 5A,5.42,상,4102.0,advanced
924,참여하다,To participate,1,SNU,서울대 한국어 6A 교과서,5.42,참여하다,958.0,advanced
73,안전하다,To be safe,1,SNU,서울대 5B 한국어 교과서,5.41,안전하다,2275.0,advanced
1548,피고,Defendant,1,sungkyunkwan,성균관 어학 5급,5.41,,,advanced
321,말을 놓다,put words into a persons's mouth,2,hanyang,한양대 고급1,5.41,,,advanced
773,천,Woven cloth,1,sungkyunkwan,성균관 어학 5급,5.41,천,5427.0,advanced
397,한국화,a Korean painting,1,topik,TOPIK Advanced Vocabulary,5.41,,,advanced
1304,실,loss,1,hanyang,한양대 고급1,5.41,실,4345.0,advanced
534,상태,condition,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.41,상태,193.0,advanced
1429,한국화,Korean drawing,1,sungkyunkwan,성균관 어학 5급,5.41,,,advanced
319,말을 놓다,To talk down,2,SNU,서울대 한국어 6A 교과서,5.41,,,advanced
106,사이트,site,1,other,Korean Vocabulary Practice for Foreigners Advanced,5.41,,,advanced
810,수를 놓다,To embroider,2,SNU,서울대 한국어 6A 교과서,5.4,,,advanced
6,결정,decision,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.4,결정,852.0,advanced
505,놈,"guy, jerk",1,hanyang,한양대 고급1,5.4,놈,661.0,advanced
829,잘못,Fault,1,SNU,서울대 5B 한국어 교과서,5.4,잘못,1409.0,advanced
408,계획적,"premeditated, planned, deliberate",1,topik,TOPIK Advanced Vocabulary,5.39,,,advanced
813,불을 때다,To heat a fire,2,SNU,서울대 한국어 6A 교과서,5.39,,,advanced
461,달이 차다,for the moon to wax,2,hanyang,한양 고급2,5.39,,,advanced
460,결정하다,to make a decision,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.39,결정하다,803.0,advanced
425,눈에 안 차다,To not see something you like,3,SNU,서울대 5B 한국어 교과서,5.38,,,advanced
591,점을 보다,To see the future,2,sungkyunkwan,성균관 어학 5급,5.38,,,advanced
764,재,Ashes,1,SNU,서울대 5B 한국어 교과서,5.38,,,advanced
323,배다,"to permeate, to become a habit, to become accustomed to",1,other,Korean Vocabulary Practice for Foreigners Advanced,5.38,배다,2673.0,advanced
324,배다,"to conceive, to become pregnant, to become compact",1,other,Korean Vocabulary Practice for Foreigners Advanced,5.38,배다,2673.0,advanced
1189,배다,To soak,1,SNU,서울대 5B 한국어 교과서,5.38,배다,2673.0,advanced
1484,바로잡다,straighten/rectify (개수하다/개정하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.38,바로잡다,2246.0,advanced
1497,배다,become accustomed to/permeate,1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.38,배다,2673.0,advanced
1335,손을 쓰다,"take measures, take action",2,hanyang,한양대 고급1,5.38,,,advanced
634,가능성,Likelihood,1,SNU,서울대 5B 한국어 교과서,5.37,가능성,359.0,advanced
388,짓다,"To make, build",1,SNU,서울대 5B 한국어 교과서,5.37,짓다,173.0,advanced
679,버리다,To throw away,1,SNU,서울대 5B 한국어 교과서,5.37,버리다,541.0,advanced
85,알다가도 모르다,to not really know,2,ewha,Ewha Korean 5,5.37,,,advanced
935,얻다,To gain,1,SNU,서울대 5B 한국어 교과서,5.37,얻다,245.0,advanced
417,짓다,"To make, build",1,sungkyunkwan,성균관 어학 5급,5.37,짓다,173.0,advanced
1169,재다,measure (측정하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.37,재다,4290.0,advanced
716,인간적이다,To be human,1,SNU,서울대 5B 한국어 교과서,5.37,,,advanced
188,잘잘못,right and wrong,1,other,토픽 어휘로 잡아라! [고급],5.36,,,advanced
689,잘잘못,right and wrong,1,kiip,KIIP Level 5 (new book 2016),5.36,,,advanced
1008,잘잘못,right or wrong,1,hanyang,한양 고급2,5.36,,,advanced
529,삼면,"three sides, three faces",1,hanyang,한양대 고급1,5.35,,,advanced
52,결정적,"decisive, crucial, conclusive",1,topik,TOPIK Advanced Vocabulary,5.35,,,advanced
70,입을 열다,To open one's mouth,2,SNU,서울대 5B 한국어 교과서,5.34,,,advanced
979,으로 삼다,"take in, win over, accept",2,hanyang,한양대 고급1,5.34,,,advanced
697,초,Candle,1,sungkyunkwan,성균관 어학 5급,5.34,초,1601.0,advanced
1205,놓아 두다,leave behind,2,hanyang,한양대 고급1,5.34,,,advanced
626,바,"a reason, a truth",1,topik,TOPIK Advanced Vocabulary,5.34,바,3566.0,advanced
607,인간애,humanity,1,SNU,서울대 한국어 5A,5.34,,,advanced
1253,발견,Discovery,1,SNU,서울대 5B 한국어 교과서,5.34,발견,2340.0,advanced
55,곡,"song, a piece of music",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.33,곡,2746.0,advanced
1806,제발,Please,1,sungkyunkwan,성균관 어학 5급,5.32,제발,2809.0,advanced
592,속마음,mind,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.32,속마음,5099.0,advanced
581,속마음,"one's real intention, the bottom of one's heart",1,ewha,Ewha Korean 5,5.32,속마음,5099.0,advanced
1363,편을 들다,take a side,2,hanyang,한양대 고급1,5.32,,,advanced
551,식,"a kind, a type, a way",1,topik,TOPIK Advanced Vocabulary,5.32,식,557.0,advanced
616,정치,politics,1,topik,TOPIK Advanced Vocabulary,5.31,정치,160.0,advanced
1907,제3세계,Third world,1,sungkyunkwan,성균관 어학 5급,5.31,,,advanced
280,중요시하다,To be very important,1,sungkyunkwan,성균관 어학 5급,5.31,중요시하다,3991.0,advanced
526,식다,To cool down,1,SNU,서울대 5B 한국어 교과서,5.31,식다,3029.0,advanced
1306,질,quality/nature of person (질적/품질),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.31,질,2138.0,advanced
1246,중요시하다,attach importance to,1,hanyang,한양대 고급1,5.31,중요시하다,3991.0,advanced
1920,내 편이다,To be on my side,2,sungkyunkwan,성균관 어학 5급,5.31,,,advanced
569,진행하다,To procede,1,SNU,서울대 한국어 6A 교과서,5.3,진행하다,2066.0,advanced
82,순간,moment (찰나/일순/촌각),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,5.3,순간,402.0,advanced
65,국민,"a nation, a people, a public",1,topik,TOPIK Advanced Vocabulary,5.3,국민,161.0,advanced
1001,방과 후,after school,2,hanyang,한양대 고급1,5.3,,,advanced
113,순간,a moment,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.3,순간,402.0,advanced
874,순간,Moment,1,sungkyunkwan,성균관 어학 5급,5.3,순간,402.0,advanced
346,뭐니 뭐니 해도,"all things taken together, when all is said and done",3,ewha,Ewha Korean 5,5.3,,,advanced
638,사진전,Photo exhibition,1,SNU,서울대 5B 한국어 교과서,5.29,,,advanced
107,상황,situation,1,other,Korean Vocabulary Practice for Foreigners Advanced,5.29,상황,188.0,advanced
386,공개되다,disclosed to the public,1,ewha,Ewha Korean 5,5.29,,,advanced
1159,맡다,"take charge of, take care of",1,hanyang,한양대 고급1,5.29,맡다,3368.0,advanced
625,맡다,"to take care of, to take on",1,topik,TOPIK Advanced Vocabulary,5.29,맡다,3368.0,advanced
66,공격,"attack, offense",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.29,공격,1570.0,advanced
476,공개되다,To go public,1,SNU,서울대 한국어 6A 교과서,5.29,,,advanced
366,상황,만일의 __에 대비해 준비를 철저히 하자.,1,topik,TOPIK Advanced Vocabulary,5.29,상황,188.0,advanced
498,상황,a situation,1,topik,TOPIK Advanced Vocabulary,5.29,상황,188.0,advanced
144,상황,"Condition, situation",1,sungkyunkwan,성균관 어학 5급,5.29,상황,188.0,advanced
594,인가,"(official) permission, approval 認可",1,kiip,KIIP Level 5 (new book 2016),5.29,,,advanced
299,맡다,"to smell (a scent); to take care of, handle, manage",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,5.29,맡다,3368.0,advanced
