,ko,en,word_count,source,filepath,zipf,word,frequency,level
147,전형,screening,1,SNU,서울대 한국어 5A,4.04,,,advanced
385,인쇄본,books in print,1,ewha,Ewha Korean 5,4.04,,,advanced
169,점검하다,"to inspect, to check",1,ewha,Ewha Korean 5,4.04,,,advanced
267,신중하다,to be cautious,1,other,Korean Vocabulary Practice for Foreigners Advanced,4.04,신중하다,4189.0,advanced
1196,애정 표현,expressions of love and affection,2,hanyang,한양 고급2,4.04,,,advanced
398,대량,"Mass, large amount",1,SNU,서울대 5B 한국어 교과서,4.04,대량,2241.0,advanced
62,대량,in quantity,1,hanyang,한양대 고급1,4.04,대량,2241.0,advanced
116,거듭하다,To repeat,1,sungkyunkwan,성균관 어학 5급,4.04,,,advanced
449,열매를 맺다,bear fruit,2,ewha,Ewha Korean 5,4.04,,,advanced
480,거듭하다,"to repeat, to do several times (not 되풀이하다)",1,kiip,KIIP Level 5 (new book 2016),4.04,,,advanced
47,자신감(이) 없다,To have no confidence,2,SNU,서울대 5B 한국어 교과서,4.04,,,advanced
1534,사유,Reason,1,sungkyunkwan,성균관 어학 5급,4.04,,,advanced
2249,인재를 잃음,Lose talent,2,sungkyunkwan,성균관 어학 5급,4.04,,,advanced
190,약점,weakness,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.04,약점,3433.0,advanced
522,거듭되다,"to repeat, to be repeated",1,topik,TOPIK Advanced Vocabulary,4.04,,,advanced
97,몰리다,"be cornered, be driven to",1,hanyang,한양대 고급1,4.04,,,advanced
2387,생생하다,"To be vivid, graphic",1,sungkyunkwan,성균관 어학 5급,4.04,,,advanced
455,열매를 맺다,To bear fruit,2,SNU,서울대 한국어 6A 교과서,4.04,,,advanced
415,몰리다,be cornered/be driven[pushed] (into a corner) (한쪽으로 밀리다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.04,,,advanced
1052,자신감,confidence,1,hanyang,한양대 고급1,4.04,자신감,3076.0,advanced
508,수다를 떨다,"chat, chatter",2,hanyang,한양대 고급1,4.04,,,advanced
47,기호,"taste, liking, preference",1,hanyang,한양대 고급1,4.04,기호,3778.0,advanced
711,비윤리적이다,To be unethical,1,SNU,서울대 5B 한국어 교과서,4.04,,,advanced
1231,훔치다,To steal,1,sungkyunkwan,성균관 어학 5급,4.04,훔치다,2192.0,advanced
440,거듭하다,to repeat,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.04,,,advanced
381,거듭하다,repeat,1,ewha,Ewha Korean 5,4.04,,,advanced
29,전형적,typical,1,SNU,서울대 한국어 5A,4.04,,,advanced
95,몰리다,"1) to be concentrated (in one area) (2) to congregate, converge (3) to crowd (4) to be cornered, pushed",1,other,토픽 어휘로 잡아라! [고급],4.04,,,advanced
542,구축되다,"be built, constructed",1,ewha,Ewha Korean 5,4.04,,,advanced
97,대항하다,To resist,1,SNU,서울대 5B 한국어 교과서,4.04,,,advanced
905,거듭,again/once again/once more/repeatedly (끊임없이/재차/자꾸/연거푸),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.04,거듭,2633.0,advanced
703,고수하다,"to stick to, adhere to, cling or hold fast to",1,hanyang,한양 고급2,4.04,,,advanced
515,기호,"a liking, preference",1,ewha,Ewha Korean 5,4.04,기호,3778.0,advanced
658,기호,"sign, symbol",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.04,기호,3778.0,advanced
599,생생하다,to be vivid,1,SNU,서울대 한국어 5A,4.04,,,advanced
1206,신중하다,prudent/careful/cautious (진중하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.04,신중하다,4189.0,advanced
12,점검하다,make an inspection (검사하다/검열하다/점사하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.04,,,advanced
1079,생생하다,to be vivid 生生,1,kiip,KIIP Level 5 (new book 2016),4.04,,,advanced
470,고수하다,"to stick to (belief, plan)",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.04,,,advanced
64,칼럼,column,1,other,Korean Vocabulary Practice for Foreigners Advanced,4.04,,,advanced
1155,대량,Large quantity,1,sungkyunkwan,성균관 어학 5급,4.04,대량,2241.0,advanced
382,열매를 맺다,Fruit formed,2,sungkyunkwan,성균관 어학 5급,4.04,,,advanced
754,질환,"疾患; disease, illness, sickness",1,other,토픽 어휘로 잡아라! [고급],4.04,,,advanced
507,전형,"銓衡; screening, selection",1,other,토픽 어휘로 잡아라! [고급],4.04,,,advanced
611,거듭하다,to repeat,1,other,토픽 어휘로 잡아라! [고급],4.04,,,advanced
1120,전형적,"typical, stereotypical, representative",1,hanyang,한양 고급2,4.04,,,advanced
579,파리 날리다,"be slack, dead calm",2,hanyang,한양대 고급1,4.04,,,advanced
199,행정구역,administrative district,1,hanyang,한양 고급2,4.04,,,advanced
551,결함,flaw (결점/단점/약점),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.04,,,advanced
900,전형적,typical,1,hanyang,한양대 고급1,4.04,,,advanced
1066,고수하다,"stick to, adhere to",1,hanyang,한양대 고급1,4.04,,,advanced
81,건국,Establishment of a country,1,SNU,서울대 5B 한국어 교과서,4.04,,,advanced
692,건국되다,to be established (as a country) PASSIVE 建國,1,kiip,KIIP Level 5 (new book 2016),4.04,,,advanced
76,수위,water level,1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.04,,,advanced
686,수위,水位; water level,1,other,토픽 어휘로 잡아라! [고급],4.04,,,advanced
1826,미 운 놈 떡 하나 더 주기,Kill your enemy with kindness,7,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
761,민감하다,"to be sensitive (to), susceptible",1,hanyang,한양 고급2,4.03,,,advanced
232,솟다,"To rise, gush out",1,SNU,서울대 5B 한국어 교과서,4.03,솟다,2581.0,advanced
176,솟다,"to soar, to rise, to gush, to surge out",1,other,Korean Vocabulary Practice for Foreigners Advanced,4.03,솟다,2581.0,advanced
1091,민감하다,"sensitive, susceptible",1,hanyang,한양대 고급1,4.03,,,advanced
839,은혜,Grace,1,SNU,서울대 5B 한국어 교과서,4.03,,,advanced
712,비치되다,be furnished/equipped,1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,,,advanced
802,고전소설,classic novel,1,hanyang,한양대 고급1,4.03,,,advanced
253,당기다,to make earlier,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,당기다,2503.0,advanced
4,간섭,interference,1,other,Korean Vocabulary Practice for Foreigners Advanced,4.03,간섭,3464.0,advanced
222,좌절하다,To get frustrated,1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
1427,충실하다,To be rich in contents,1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
292,비전형적,untypical,1,topik,TOPIK Advanced Vocabulary,4.03,,,advanced
154,솟다,soar (연기와 같은 물질이나 비행기와 같은 물체가 아래에서 위로,1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,솟다,2581.0,advanced
265,충실하다,To be faithful,1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
406,꼽다,"to count, to pin (as), to point out",1,topik,TOPIK Advanced Vocabulary,4.03,,,advanced
1336,관여하다,be involved in(관계하다/참여하다/휘말리다/연루되/관련되다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,,,advanced
677,의문을 제기하다,To raise a question,2,SNU,서울대 한국어 6A 교과서,4.03,,,advanced
208,꾸미다,to decorate,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,꾸미다,1298.0,advanced
2703,시선을 고정하다,To maintain eye contact,2,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
235,예술가,an artist,1,topik,TOPIK Advanced Vocabulary,4.03,예술가,1350.0,advanced
245,좌절되다,To suffer a setback,1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
106,가라앉다,1) to sink 2) to settle down,1,other,토픽 어휘로 잡아라! [고급],4.03,가라앉다,2529.0,advanced
1403,개설되다,To be established,1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
1358,간섭하다,to interfere (거들다/개입하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,,,advanced
584,소비자,consumer,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,소비자,597.0,advanced
193,침해하다,"invade, violate, infringe",1,ewha,Ewha Korean 5,4.03,,,advanced
540,개설하다,to establish,1,SNU,서울대 한국어 5A,4.03,,,advanced
1518,고아,orphan,1,hanyang,한양대 고급1,4.03,,,advanced
124,가라앉다,To calm down,1,sungkyunkwan,성균관 어학 5급,4.03,가라앉다,2529.0,advanced
99,회피하다,To evade,1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
53,찾아내다,"to find, to discover, to locate",1,topik,TOPIK Advanced Vocabulary,4.03,찾아내다,1852.0,advanced
1089,소비자,Consumer,1,SNU,서울대 한국어 6A 교과서,4.03,소비자,597.0,advanced
1277,정장,Suit,1,SNU,서울대 5B 한국어 교과서,4.03,정장,4796.0,advanced
407,가라앉다,"to sink, submerge; to calm down, subside",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,가라앉다,2529.0,advanced
115,수명,"life expectancy, lifespan",1,other,Korean Vocabulary Practice for Foreigners Advanced,4.03,수명,3071.0,advanced
1027,손톱,Finger nail,1,SNU,서울대 한국어 6A 교과서,4.03,손톱,3522.0,advanced
57,옥상,Roof,1,SNU,서울대 5B 한국어 교과서,4.03,옥상,4722.0,advanced
558,꾸미다,To decorate,1,SNU,서울대 한국어 6A 교과서,4.03,꾸미다,1298.0,advanced
207,꼽다,to count,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,,,advanced
1271,침해,"Infringement, violation",1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
478,관여하다,"to be involved with, participate",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,,,advanced
1035,솟다,"to soar, rise up",1,kiip,KIIP Level 5 (new book 2016),4.03,솟다,2581.0,advanced
1253,간섭,Interference,1,SNU,서울대 한국어 6A 교과서,4.03,간섭,3464.0,advanced
427,은혜,"favor, kindness, grace",1,hanyang,한양대 고급1,4.03,,,advanced
310,사설,Editorial Article,1,SNU,서울대 5B 한국어 교과서,4.03,사설,2201.0,advanced
983,동반,"accompany, go in company with",1,hanyang,한양 고급2,4.03,,,advanced
7,결제,payment,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,,,advanced
608,개설하다,"開設-; to open, set up",1,other,토픽 어휘로 잡아라! [고급],4.03,,,advanced
580,습관,"a habit, a custom",1,topik,TOPIK Advanced Vocabulary,4.03,습관,1381.0,advanced
888,청구하다,charge/[make a] claim (요구하다/신청하다/청하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,,,advanced
1333,꼽다,"To count, point out",1,SNU,서울대 5B 한국어 교과서,4.03,,,advanced
266,민간인,civilian 民間人,1,kiip,KIIP Level 5 (new book 2016),4.03,,,advanced
1648,솟다,"To soar, rise",1,sungkyunkwan,성균관 어학 5급,4.03,솟다,2581.0,advanced
357,충실하다,"To be faithful, substantial",1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
203,동반하다,"同伴-; to accompany, be accompanied by",1,other,토픽 어휘로 잡아라! [고급],4.03,,,advanced
913,바치다,"to dedicate, devote (e.g. 사랑, 일생) / to offer, present, give (an object)",1,kiip,KIIP Level 5 (new book 2016),4.03,바치다,2368.0,advanced
52,좌절,frustration,1,other,Korean Vocabulary Practice for Foreigners Advanced,4.03,,,advanced
348,동반으로,accompanied by,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,,,advanced
850,침해하다,invade (침범하다/유린하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,,,advanced
2017,육체적 장애,Physical disability,2,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
1380,소비 경향,Consumer tendancy,2,SNU,서울대 5B 한국어 교과서,4.03,,,advanced
600,수명,life expectancy,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,수명,3071.0,advanced
2026,쓰러지다,"To collapse, faint",1,sungkyunkwan,성균관 어학 5급,4.03,쓰러지다,2059.0,advanced
151,소비자,a consumer,1,topik,TOPIK Advanced Vocabulary,4.03,소비자,597.0,advanced
499,관여하다,"關與-; to participate, come in",1,other,토픽 어휘로 잡아라! [고급],4.03,,,advanced
1207,실현시키다,"To fulfill, realize",1,SNU,서울대 한국어 6A 교과서,4.03,,,advanced
1025,육상,athletics 陸上,1,kiip,KIIP Level 5 (new book 2016),4.03,육상,4117.0,advanced
222,꼽다,to point out (지적하다/언급하다/지목하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,,,advanced
229,성취,accomplishment,1,SNU,서울대 한국어 5A,4.03,,,advanced
1165,잠재하다,be latent (은연하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,,,advanced
695,침해하다,"侵害-; to invade, violate",1,other,토픽 어휘로 잡아라! [고급],4.03,,,advanced
1002,마당놀이,traditional Korean outdoor performances,1,hanyang,한양 고급2,4.03,,,advanced
214,동반하다,"to accompany, go (in company with) (일을 하거나 길을 가는 따위의 행동을 할 때 함께 짝을 하다) 同伴",1,kiip,KIIP Level 5 (new book 2016),4.03,,,advanced
416,좌절하다,"frustrated, discouraged",1,hanyang,한양대 고급1,4.03,,,advanced
225,민감하다,to be sensitive,1,SNU,서울대 한국어 5A,4.03,,,advanced
376,운영 주체,Operating principal,2,SNU,서울대 한국어 5A,4.03,,,advanced
567,성취,"achievement, fulfillment, success",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,,,advanced
433,개설하다,"to open up, set up (an account)",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.03,,,advanced
931,성취,"achievement, accomplishment",1,hanyang,한양 고급2,4.03,,,advanced
415,서명 운동을 벌이다,To conduct a signature campaign,3,SNU,서울대 5B 한국어 교과서,4.03,,,advanced
1532,수신,Recipient,1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
955,헤어나오다,"To be trapped, addicted",1,SNU,서울대 5B 한국어 교과서,4.03,,,advanced
481,좌절하다,"frustrated, discouraged",1,hanyang,한양대 고급1,4.03,,,advanced
464,침해하다,To infringe,1,SNU,서울대 한국어 6A 교과서,4.03,,,advanced
116,간섭하다,"干涉-; to interfere (in), to meddle (in)",1,other,토픽 어휘로 잡아라! [고급],4.03,,,advanced
841,미인,Beauty,1,sungkyunkwan,성균관 어학 5급,4.03,미인,4246.0,advanced
630,소비자,consumer,1,hanyang,한양대 고급1,4.03,소비자,597.0,advanced
137,가라앉다,to sink,1,other,Korean Vocabulary Practice for Foreigners Advanced,4.03,가라앉다,2529.0,advanced
35,좌절하다,get[be] discouraged/disheartened/baffled (꺾이다/낙심하다/낙담하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,,,advanced
613,어/아야 직성이 풀리다,you have to do something (more than a regular person) in order to feel satisfied,3,hanyang,한양 고급2,4.03,,,advanced
1297,지면,ground (땅/땅바닥),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.03,,,advanced
2410,정장,Suit,1,sungkyunkwan,성균관 어학 5급,4.03,정장,4796.0,advanced
152,고통을 감수하다,To endure hardships,2,SNU,서울대 한국어 6A 교과서,4.03,,,advanced
486,성취하다,"achieve, accomplish",1,hanyang,한양대 고급1,4.03,,,advanced
342,충실하다,To be rich in contents,1,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
424,비치다,to be reflected,1,SNU,서울대 한국어 5A,4.03,비치다,1676.0,advanced
2421,결제 시,Payment time,2,sungkyunkwan,성균관 어학 5급,4.03,,,advanced
102,파리만 날리다,To not have a lot of business,2,SNU,서울대 한국어 6A 교과서,4.03,,,advanced
92,비전형적,노인 우울증은 젊은이와는 다르게 증세가 __으로 나타난다.,1,topik,TOPIK Advanced Vocabulary,4.03,,,advanced
641,금융기관,"financial institution, financial company",1,hanyang,한양 고급2,4.03,,,advanced
977,고아,orphan,1,hanyang,한양대 고급1,4.03,,,advanced
402,초월하다,be superior,1,ewha,Ewha Korean 5,4.02,,,advanced
824,버릇,[bad] habit (습성/습관),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.02,버릇,1896.0,advanced
418,양궁,archery (sport) 洋弓,1,kiip,KIIP Level 5 (new book 2016),4.02,,,advanced
836,독서,Reading,1,SNU,서울대 5B 한국어 교과서,4.02,독서,3229.0,advanced
353,몹시,"very much, exceedingly, immensely",1,ewha,Ewha Korean 5,4.02,몹시,1340.0,advanced
548,관람 등급,Age rating,2,SNU,서울대 5B 한국어 교과서,4.02,,,advanced
539,원격,remote,1,ewha,Ewha Korean 5,4.02,,,advanced
1114,예산을 낭비하다,to waste the budget,2,hanyang,한양 고급2,4.02,,,advanced
570,항로,"航路; sea route, seaway",1,other,토픽 어휘로 잡아라! [고급],4.02,,,advanced
2698,고정 게스트,Fixed guest,2,sungkyunkwan,성균관 어학 5급,4.02,,,advanced
24,제정하다,enact (입법화하다/규정하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.02,,,advanced
232,단단하다,"to be solid, to be firm, to be tight",1,other,Korean Vocabulary Practice for Foreigners Advanced,4.02,단단하다,3665.0,advanced
601,혼인,marriage (남자와 여자가 부부가 되는 일) (not 결...) 婚姻,1,kiip,KIIP Level 5 (new book 2016),4.02,,,advanced
1224,몹시,Terribly,1,SNU,서울대 5B 한국어 교과서,4.02,몹시,1340.0,advanced
556,스트레스를 해소하다,To relieve stress,2,SNU,서울대 한국어 6A 교과서,4.02,,,advanced
2707,시야에 들어오다,To come into view,2,sungkyunkwan,성균관 어학 5급,4.02,,,advanced
1409,대기 오염,Air pollution,2,SNU,서울대 5B 한국어 교과서,4.02,,,advanced
1493,발휘하다,demonstrate (드러내다/나타내다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.02,발휘하다,1607.0,advanced
904,어려움,difficulty,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.02,어려움,1144.0,advanced
1065,발휘하다,"demonstrate, display",1,hanyang,한양대 고급1,4.02,발휘하다,1607.0,advanced
200,입양,Adoption,1,SNU,서울대 한국어 6A 교과서,4.02,,,advanced
1201,대기 오염,Air pollution,2,sungkyunkwan,성균관 어학 5급,4.02,,,advanced
181,관광안내센터,Tourist information centre,1,SNU,서울대 5B 한국어 교과서,4.02,,,advanced
184,액체,liquid,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.02,,,advanced
295,원격,remote (from a distance) 遠隔,1,kiip,KIIP Level 5 (new book 2016),4.02,,,advanced
1241,제정되다,"To enact, establish",1,SNU,서울대 한국어 6A 교과서,4.02,,,advanced
113,액체,"liquid, fluid 液體",1,kiip,KIIP Level 5 (new book 2016),4.02,,,advanced
721,질리다,"overwhelmed, sick of sth, frightened",1,hanyang,한양대 고급1,4.02,,,advanced
270,추첨 ,a lottery (random selection) 抽籤,2,kiip,KIIP Level 5 (new book 2016),4.02,,,advanced
155,유전적,"hereditary, genetic",1,topik,TOPIK Advanced Vocabulary,4.02,,,advanced
1445,입양,adoption,1,hanyang,한양대 고급1,4.02,,,advanced
792,초월하다,"transcend, be beyond",1,hanyang,한양대 고급1,4.02,,,advanced
384,제정하다,to establish,1,SNU,서울대 한국어 5A,4.02,,,advanced
136,제정하다,"to establish, enact (a law) (제도나 법률 따위를 만들어서 정하다) 制定",1,kiip,KIIP Level 5 (new book 2016),4.02,,,advanced
105,가공,"加工; manufacture, process(ing)",1,other,토픽 어휘로 잡아라! [고급],4.02,,,advanced
893,초월하다,transcend,1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.02,,,advanced
1055,제대,Discharge from military service,1,sungkyunkwan,성균관 어학 5급,4.02,,,advanced
269,혼인,"marriage, matrimony",1,hanyang,한양대 고급1,4.02,,,advanced
582,정신 질환,Psychiatric disorders,2,SNU,서울대 한국어 6A 교과서,4.02,,,advanced
686,헌법소원,Constitutional complaint 憲法訴願,1,kiip,KIIP Level 5 (new book 2016),4.02,,,advanced
463,갈등을 빚다,to cause a conflict,2,hanyang,한양 고급2,4.02,,,advanced
235,늘리다,"to extend, increase",1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.02,늘리다,1299.0,advanced
92,명심하다,"銘心―; to keep in mind, bear in mind",1,other,토픽 어휘로 잡아라! [고급],4.02,,,advanced
284,입양하다,to adopt,1,SNU,서울대 한국어 5A,4.02,,,advanced
2308,발휘,Exercise,1,sungkyunkwan,성균관 어학 5급,4.02,,,advanced
266,구현하다,"具現-; to realize, implement",1,other,토픽 어휘로 잡아라! [고급],4.02,,,advanced
411,명심하다,keep (sth) in mind/bear (sth) in mind/be sure to remember (유념하다/새기다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.02,,,advanced
1940,입양되다,To be adopted,1,sungkyunkwan,성균관 어학 5급,4.02,,,advanced
404,가공되다,to be processed,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.02,,,advanced
187,제정하다,"establish, enact, legislate",1,ewha,Ewha Korean 5,4.02,,,advanced
1502,행복 추구권,right to pursue happiness,2,hanyang,한양대 고급1,4.02,,,advanced
565,제정,"enactment, establishment",1,topik,TOPIK Advanced Vocabulary,4.02,,,advanced
338,정작,"actually, really",1,other,토픽 어휘로 잡아라! [고급],4.02,,,advanced
2510,정작,"Actually, really",1,sungkyunkwan,성균관 어학 5급,4.02,,,advanced
254,이득이 되다,"to become a profit, become a profitable benefit",2,hanyang,한양 고급2,4.02,,,advanced
787,생일을 쇠다,To celebrate a birthday,2,sungkyunkwan,성균관 어학 5급,4.02,,,advanced
98,발휘하다,to sow one’s ability,1,SNU,서울대 한국어 5A,4.02,발휘하다,1607.0,advanced
211,버릇,아이의 나쁜 __은 빨리 고치도록 유도해야 한다.,1,topik,TOPIK Advanced Vocabulary,4.02,버릇,1896.0,advanced
887,위안부,comfort women (for Japanese soldiers) 慰安婦,1,kiip,KIIP Level 5 (new book 2016),4.02,,,advanced
1266,충동,impulse (순간력/충격량),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.02,,,advanced
491,버릇,a habit,1,topik,TOPIK Advanced Vocabulary,4.02,버릇,1896.0,advanced
1085,유전적,hereditary,1,hanyang,한양대 고급1,4.02,,,advanced
666,심정,"心情; feelings, heart",1,other,토픽 어휘로 잡아라! [고급],4.02,심정,1925.0,advanced
1343,구현하다,realize/materialize (구체화하다/실현하다/현실화하다/가시화를 시키다/형상화하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.02,,,advanced
107,무단 침입,trespass,2,hanyang,한양대 고급1,4.02,,,advanced
1042,울음소리,Crying sound,1,SNU,서울대 한국어 6A 교과서,4.02,울음소리,3441.0,advanced
677,충동적,impulsive,1,hanyang,한양대 고급1,4.02,,,advanced
40,발휘하다,"發揮―; to demonstrate, display",1,other,토픽 어휘로 잡아라! [고급],4.02,발휘하다,1607.0,advanced
1276,탈락,elimination/dropping out (퇴회),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.02,,,advanced
739,금융위기,financial crisis,1,hanyang,한양대 고급1,4.02,,,advanced
1127,손에 꼽다,to be so rare you can count it on one hand,2,hanyang,한양 고급2,4.02,,,advanced
1123,심정,one's feelings (마음씨/간장),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.02,심정,1925.0,advanced
1902,몸이 열개라도 모자라다,To be so busy not even 10 people would be enough to get it done,3,sungkyunkwan,성균관 어학 5급,4.02,,,advanced
1,구현,embodiment,1,ewha,Ewha Korean 5,4.02,,,advanced
237,유전적,hereditary,1,SNU,서울대 한국어 5A,4.02,,,advanced
406,늘리다,To expland,1,SNU,서울대 5B 한국어 교과서,4.02,늘리다,1299.0,advanced
601,심정,One’s feeling,1,SNU,서울대 한국어 5A,4.02,심정,1925.0,advanced
551,햇빛을 보다,"to be know to the general public, spread widely, see the light of day",2,other,토픽 어휘로 잡아라! [고급],4.02,,,advanced
302,말투,Manner of speech,1,sungkyunkwan,성균관 어학 5급,4.02,말투,4090.0,advanced
134,유전,heredity,1,other,Korean Vocabulary Practice for Foreigners Advanced,4.02,,,advanced
0,가상,imagination,1,other,Korean Vocabulary Practice for Foreigners Advanced,4.01,가상,2962.0,advanced
1290,인성,"character, personality",1,hanyang,한양대 고급1,4.01,,,advanced
1739,지체장애,Crippling disability,1,sungkyunkwan,성균관 어학 5급,4.01,,,advanced
1264,출판,publication (상재/발행/게재),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.01,출판,4136.0,advanced
349,동참,participation,1,topik,New TOPIK II 필수어휘 Vocabulary for Levels 5 & 6,4.01,,,advanced
758,모순,Contradiction,1,SNU,서울대 한국어 6A 교과서,4.01,,,advanced
294,우아하다,to be elegant,1,other,Korean Vocabulary Practice for Foreigners Advanced,4.01,우아하다,4042.0,advanced
150,의뢰,"依賴; request, commission",1,other,토픽 어휘로 잡아라! [고급],4.01,,,advanced
2405,우아하다,To be graceful,1,sungkyunkwan,성균관 어학 5급,4.01,우아하다,4042.0,advanced
407,유기하다,"to abandon, neglect",1,hanyang,한양 고급2,4.01,,,advanced
401,헌신하다,to commit to something,1,ewha,Ewha Korean 5,4.01,,,advanced
829,별도,special/separate (다른 방면. 다른 용도),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.01,별도,1860.0,advanced
1381,손녀,granddaughter,1,hanyang,한양대 고급1,4.01,손녀,5291.0,advanced
1291,중반,middle stage,1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.01,중반,2307.0,advanced
626,갈수록,As days go on,1,sungkyunkwan,성균관 어학 5급,4.01,갈수록,2923.0,advanced
905,인성,character personality,1,hanyang,한양 고급2,4.01,,,advanced
435,우아하다,elegant (고상하다/단아하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.01,우아하다,4042.0,advanced
735,혐오,"hatred, disgust, loathing",1,hanyang,한양 고급2,4.01,,,advanced
55,지향하다,aim (기하다/목표하다/목적하다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.01,,,advanced
2141,연말,End of the year,1,sungkyunkwan,성균관 어학 5급,4.01,연말,2492.0,advanced
751,지향하다,志向-; to aim,1,other,토픽 어휘로 잡아라! [고급],4.01,,,advanced
83,모순,그 회사는 경영의 구조적 __으로 적자에 시달리고 있다.,1,topik,TOPIK Advanced Vocabulary,4.01,,,advanced
240,점령하다,"to occupy, capture (a territory with an army) (무력으로 어떤 장소나 공간을 빼앗아 차지하다) 占領",1,kiip,KIIP Level 5 (new book 2016),4.01,,,advanced
211,헌신적이다,to be devoted,1,SNU,서울대 한국어 5A,4.01,,,advanced
153,집권,concentration of (political) power 執權,1,kiip,KIIP Level 5 (new book 2016),4.01,,,advanced
1200,수수하다,unpretentious (가식없다),1,topik,한국어 TOPIK 어휘 고급 (50 days) advanced TOPIK vocab,4.01,,,advanced
179,집행하다,"(법을) to enforce, carry out (law enforcement) 執行",1,kiip,KIIP Level 5 (new book 2016),4.01,,,advanced
