,0,1
0,떨어지다,to be out
1,건너편,across
2,얼른,quickly
3,곤란하다,to be difficult
4,할 수 없이,inevitably
5,곱하다,to multiply
6,원작,original work
7,과로하다,to overwork
8,결석,absense
9,진찰하다,to examine
10,혈압,blood pressure
11,위,stomache
0,자매,sister
1,꼬박꼬박,all the time
2,남,others
3,친척,relative
4,호칭,appellation
5,알아보다,to look for/search
6,결서하다,to be absent from school
7,미혼,single
8,결근하다,to be absent from work
9,편찮다,to be unwell
10,안색,complexion
11,형편,circumstance
12,논의하다,to discuss
13,안건,matter
14,상태,condition
15,깜짝,with surprise
16,놀라다,to be surprised
17,휴직,leave of absence
18,심각하다,to be severe
19,병세,condition
20,감동적,moving
21,체엄하다,to experience
22,필기시험,written test
23,칭찬,compliment
24,중얼거리다,to whisper
25,기술,technique
26,연수생,trainee
27,고층건물,skyscraper
28,정신없다,to be out of one's mind
29,오해하다,to misunderstand
30,오해를 받다,to be misunderstood
31,오해가 생기다,for a misunderstanding to arise
32,오해를 풀리다,to clear up a misunderstanding
33,걸음,step/pace
34,무용,dance
35,대회,competition
36,상을 받다,to receive a prize
0,심부름센터,detective agency
1,잔심부름,little errand
2,관공서,public office
3,떼다,to get a copy of
4,적응하다,to get used to
5,상상하다,to imagine
6,비극,tragedy
7,성적,grades
8,사이,relationship 2
9,봉사 활동,voluntary service
10,성묘,visiting family member's grave
11,친지,relative
12,찾아뵈다,to pay a visit
13,기르다,to raise
14,도대체,at all; ever
15,대체로,"overall, generally, mostly"
16,표지,"cover, binding"
17,상표,trademark 
18,상표를 떼다,take off trademark
19,서류를 떼다,issue a document
20,눈을 떼다,avert eyes
21,함부로,"thoughtlessly, carelessly"
22,다루다,to handle smth; operate/work smth
23,작곡하다,to compose (a tune/song)
0,(상을) 차리다,To set (the table)
1,끌이다,to boil
2,밤색,brown
3,도전하다,to challenge
4,전기면도기,electric razor
5,용돈,allowance
6,참다,to endure
0,붙박이 옷장,built-in closet
1,세면도구,toiletry
2,수건,towel
3,현관,porch
4,신발장,shoe rack
5,수납하다,to store
6,평소에,daily
7,치우다,to clean
8,맞추다,to fit
9,글씨,handwriting
10,해결되다,to get solved
11,자유롭다,to be free
12,독립하다,to go independent
0,간편하다,to be convenient
1,그렇지 않아도,as a matter of fact
2,대다,to touch
3,지문,fingerprint
4,신체,body
5,불일,chores
6,걸래,mop
7,민박,bed and breakfast
8,숙박하다,to lodge
9,빠른우편,express delivery
10,차이,difference
11,문지르다,to rub (cream/lotion)
12,쓰다듬다,to pet/stroke
13,핑계,excuse
14,청진기,stethoscope
15,학비를 대다,to pay school expenses
16,핑계를 대다,to make/give an excuse
17,차를 대다,to park a car
18,청진기를 대다,to put a stethoscope (on chest)
19,밟다,to step on
0,낭비하다,to waste
1,부족하다,to run short of
2,얻다,to find
3,해결하다,to help out
4,구급약,emergency kit
5,약통,medicine box
6,저금하다,to save
7,창고,storage
8,연애편지,love letter
9,일기장,diary
10,기록하다,to write/record
11,사춘기,adolescence
12,시절,years
13,건강검진,checkup
14,골고루,evenly
15,지도하다,to guide ᄌ
16,건망증,forgetfulness
0,휴대용,portable
1,충분히,fully
2,내성적인,introverted
3,외향적인,extroverted
4,평판,reputation
5,한산하다,"to be dull, empty, slow"
6,예능,artistic talent
7,소질,talent
8,휘발유,gasoline
9,승용차,car
10,줄다,to decrease
11,안정되다,to be steady
12,성장률,growth rate
13,꾸미다,to decorate
14,생필품,necessities
15,빚,debt
16,당첨되다,to win
17,지구온난화,global warming
18,빙하,glacier
19,되돌아오다,to return
20,가능성,possibility
21,더 이상,any more
22,사라지다,to disapear
23,수많다,to be numerous
24,설레다,to flutter
25,아쉽다,to miss
26,길가,roadside
27,안부,regards
28,유선 전화,wire telephone
