,0,1
0,미용실,Hair dresser
1,코트,Coat
2,가운,Robe
3,자르다,To cut
4,우산,Umbrella
5,다듬다,To trim one's hair
6,손님,Customer
7,아까,A while ago
8,어리다,To be young
9,염색,A dye
10,잡지,Magazine
11,파마,Perm
12,면도하다,To shave
13,머리를 감다,To wash one's hair
14,머리를 말리다,To dry hair
15,드라이하다,To style
16,머리를 자르다,To cut one's hair
17,머리를 다듬다,To trim
18,염색하다,To dye
19,파마를 하다,To perm
20,기다리다,To wait
21,심심하다,To be bored
22,직장 생활,Life at work
23,이력서,Resume
24,취직하다,To get a job
25,드디오,Finally
26,장점,Advantage
27,단점,Disadvantage
0,회식,Business gathering
1,허둥지둥,Hastily
2,밀리다,To be moved back
3,정류장,"Station, depot"
4,내리다,To go down
5,(이)나,Or
6,안내 반송,Announcement
7,갔다 오다,To go and come
8,출장,Business trip
0,날씨,Weather
1,어젯밤,Last night
2,공향,Hometown
3,마중 나오다,To see off
4,반갑다,To be pleased
5,시내,Downtown
6,구경하다,To look around
7,거리,Distance
8,멋있다,To be handsome
9,화가,Anger
10,예술,Arts
11,도시,City
12,건물,Building
13,분위기,Atmosphere
14,벌써,Already
15,혹시,By chance
16,달팽이,Snail
17,에펠탑,Eiffel Tower
18,감상하다,To appreciate
19,포도주,Wine
20,즐겁다,To be delightful or pleased
21,연락하다,To contact
0,바꾸다,To change
1,현금,Cash
2,수표,Check
3,환전,Exchange money
4,신청서,Application form
5,신청하다,To apply
6,여권,Passport
7,학생중,Student card
8,가져오다,To bring with
9,한턱내다,To treat
10,학비,Tuition fee
11,용돈,Pocket money
12,환전(을) 하다,To exchange money
13,가져가다,To take with
14,계좌번호,Account number
15,도장,"Seal, stamp"
16,사인하다,To sign something
17,서명하다,To sign something 2
18,입금하다,To deposit
19,출금하다,To withdraw
20,송금하다,To wire transfer
21,우체국,Post office
22,포장하다,To package
23,부치다,To post
24,편지봉투,Envelope
25,무게를 재다,To weigh something
26,기타,Extra
27,돈이 들다,To cost money
0,더워지다,To become hot
1,여름,Summer
2,겨울,Winter
3,춥다,To be cold
4,지난,Last
5,눈,Snow
6,경사,Slant or slope
7,쳐다보다,To stare or look at
8,화가 나다,To become angry
9,찢어지다,To become torn
0,영원히,For good or forever
1,드디오,Finally
2,직장,Work
3,구하다,To look around
4,축하하다,To congratualte
5,힘들다,To be tough
6,처음,First
7,불편하다,To be uncomfortable
8,일상생활,Daily life or routine
9,앞으로,In the future
10,발음,Pronunciation
11,정확하다,To be precise
12,알아듣다,To understand or comprehend
13,취직,Finding employment
14,인기,Popularity
15,의미,Meaning
16,점,Point
17,쓰다,"To use, write"
0,소포,Parcel
1,뉴욕,New York
2,며칠,A few days
3,정도,Around
4,걸리다,To take time
5,항공 우편,Air mail
6,특금 우편,Express mail
7,봉투,Envelope
8,성함,Name (hon)
9,주소,Address
10,내용물,Contents
11,정확하다,To be precise
12,적다,To write important information
13,무게,Weight
14,유학하다,To go on a year abroad
15,이메일,Email
16,포장하다,To package
17,멀다,To be far
18,거리,Distance
0,조카,Niece or nephew
1,흥미롭다,To be interesting
2,데려가다,To take with
3,돌,First birthday
4,생일,Birthday
5,자라다,To grow up
6,잔치,Party or feast
7,장난감,Toy
8,선물,Present
9,금반지,Gold ring
0,포장마차,A covered cart bar
1,바늘,Needle
2,토하다,To throw up
3,배탈,Stomach ache
4,여러 가지,Various things
5,낫다,To get better
6,죽,Porridge
7,수프,Soup
8,약사,Pharmacist
9,찌르다,To prick
10,어지럽다,To be disorderly
11,음식,Food
12,노래방,Karaoke
13,아랫배,The underbelly
0,싱글벙글,Smilingly
1,기분,Emotion
2,초대하다,To invite
3,예약하다,To make a reservation
4,(으)로 해서,Via
5,알아보다,To find out
6,부럽다,To be jealous
7,기회,Chance or opportunity
8,유럽,Europe
9,여행,Travel
10,도착하다,To arrive
11,엽서,Postcard
12,살이 찌다,To gain weight
13,세계 지도,Map of the world
14,초청하다,To invite 2
15,조사하다,To investigate
16,출발하다,To depart
17,떠나다,To leave
18,마중 나오다,To come to meet
