꾼만 같다	to seem like a dream
믿기지 않다	to be unbelievable
숨이 멎는 줄 알았다	to take one's breath away
심장이 터질 것 같다	to feel like one's heart will burst
실감이 안 나다	to not realize
얼떨떨하다	to be dazed; puzzled
인기가 있다	to have popularity
좋은 반응을 얻다	to receive a good response
주목을 받다	to receive attention
작품에 출연하다	to appear in a production
역할을 맡다	to assume a role
급히	urgently; hastily
당연히	naturally; of course
솔직히	honestly; frankly
우연히	accidentally; by chance
은근히	quietly; inwardly
흔히	commonly; ordinarly
방송	broadcasting
분위기가 달아오르다	to have the atmosphere become hot
환호성을 지르다	to cheer; yell out a cheer
시사회	preview
실제로	actually; in reality
기립박수	standing ovation
팬 미팅	fan meeting
진지하다	to be serious; earnest
열띠다	to be lively; enthusiastic
벌이다	to be open; spread out
안개가 끼다	to be foggy
발생하다	to break out; happen
비결	secret; know-how
솔직하다	to be honest; frank
적극적이다	to be active; aggressive
애교가 많다	to do a lot of cute-talk
입대하다	to enlist in the army
시나리오	scenario
막내딸	youngest daughter
귀하다	to be precious
번역	translation; rendering
장사	business; trade
야간 대학교	night school
어쩔 수 없다	to can't be helped
놓치다	to lose; miss
애를 쓰다	to make efforts
절대로	absolutely; never
험하다	to be rugged; perilous
눈치를 채다	to get a sense of; become aware
오해	misunderstanding
화해하다	to reconcile
질투심	jealousy; envy
모습	reflection
떠오르다	to rise; emerge
밝혀내다	to unearth
실감하다	to feel; realize
연광하다	to go wild
야단을 맞다	to be scolded
아무래도	somehow
악역	villian
어르신	father; elder
데뷔하다	to debut
동기	motive
그리	so; that
추천하다	to recommend
역	station
차지하다	to win over; take possesion
면	face; side
멜로드라마	melodrama
주인공	hero
대표 곡	musical masterpiece
소감	impression
절정	peak; climax
출연작	cast; actor/actress
연예 활동	part of the entertainment business
예는 프로그램	artistic program
일상	everyday life
노부부	old couple
대	level; line
사소하다	to be trivial; minor
갈등	conflict; discord
상금	prize; money
효도	filial duty
승부를 펼치다	victory
출연자	cast; contestants
원작	atom
깨닫다	to realize; grasp
혜택	benefit
가창력	singing ability
경쾌하다	to be light; cheerful
리듬	rythmn
