,word,frequency
1519,국수,4226
1520,생산하다,1348
1521,왼쪽,1443
1522,배부르다,4916
1523,큰일,1778
1524,기도하다,4005
1525,진실,1614
1526,영하,3697
1527,토론하다,4363
1528,떨어뜨리다,2098
1529,미리,972
1530,수학,4533
1531,본성,2272
1532,까닭,738
1533,식사,720
1534,시일,4185
1535,질문하다,4673
1536,스무,3158
1537,첫날,2884
1538,티셔츠,5143
1539,참외,3836
1540,장미,5313
1541,달리다,1419
1542,바퀴,4021
1543,둘째,2148
1544,부모님,905
1545,꼬마,3355
1546,뺏다,4584
1547,이렇다,66
1548,전체적,1904
1549,핸드백,4366
1550,가늘다,2210
1551,더,22
1552,전달되다,2918
1553,감소되다,5055
1554,연인,3973
1555,자세,477
1556,연결,3334
1557,저런,5036
1558,주로,486
1559,중식,5454
1560,개발되다,2048
1561,변화하다,1558
1562,일치,3495
1563,상하다,2110
1564,안경,2131
1565,맘대로,5079
1566,시외버스,5391
1567,깔끔하다,3938
1568,더위,2573
1569,일생,3033
1570,옥상,4722
1571,뱀,3619
1572,심정,1925
1573,분야,390
1574,국왕,3184
1575,뜻밖,3366
1576,내후년,5431
1577,수단,993
1578,부정하다,2371
1579,끊어지다,2971
1580,당황하다,2096
1581,태아,1630
1582,실컷,3745
1583,거짓말,1779
1584,건지다,2238
1585,무게,1949
1586,이해되다,3386
1587,방문,3372
1588,그릇,1242
1589,냄비,3609
1590,태우다,3347
1591,쓸데없이,4934
1592,국내외,4003
1593,별일,4702
1594,체하다,3837
1595,예선,3976
1596,제공하다,1131
1597,짜증스럽다,5042
1598,온몸,1800
1599,바뀌다,585
1600,불행하다,2644
1601,울음소리,3441
1602,대하다,10
1603,안정되다,2906
1604,올려다보다,4280
1605,색연필,5412
1606,소설,457
1607,용서하다,3336
1608,경영,804
1609,변하다,529
1610,줄어들다,1353
1611,번개,4022
1612,비디오,1487
1613,손잡다,5100
1614,면하다,2795
1615,요즘,297
1616,충격,1267
1617,잔디,4551
1618,점심때,5037
1619,약속,940
1620,웬일,2728
1621,피로,2499
1622,땅속,3233
1623,증권사,2416
1624,돌아오다,278
1625,고향,447
1626,산책,3571
1627,이데올로기,623
1628,활동,228
1629,냄새,825
1630,완전하다,2005
1631,수도꼭지,4590
1632,자존심,2414
1633,이어서,3704
1634,큰딸,5364
1635,희망하다,5242
1636,시즌,3072
1637,법적,4420
1638,효과,429
1639,웃다,239
1640,무관심하다,5180
1641,과일,1178
1642,직접적,1613
1643,반말,5287
1644,선택,1844
1645,답하다,2571
1646,대신,498
1647,주문,5219
1648,상,4102
1649,일식,5462
1650,자르다,908
1651,응답하다,4865
1652,밀접하다,2829
1653,상반기,3802
1654,지각,3834
1655,이놈,3442
1656,종이컵,5218
1657,순식간,3429
1658,마음가짐,4018
1659,아무튼,2376
1660,조사,249
1661,바지,2104
1662,해수욕장,5236
1663,골고루,3267
1664,익다,4661
1665,시디롬,4341
1666,씻다,733
1667,지,527
1668,신인,3239
1669,발바닥,4994
1670,회복되다,4218
1671,반짝이다,4577
1672,중학교,1577
1673,한여름,4309
1674,자네,1278
1675,고르다,3772
1676,온갖,1294
1677,글쓰기,1912
1678,늦가을,5270
1679,간격,3219
1680,총장,1427
1681,다행히,3058
1682,두렵다,2428
1683,아들,215
1684,엔진,3747
1685,중단하다,3448
1686,진로,4294
1687,직장인,4671
1688,분석하다,1235
1689,바르다,1183
1690,넉넉하다,3416
1691,떨리다,2053
1692,표현,397
1693,지내다,454
1694,허락하다,3926
1695,전공하다,3639
1696,이상,2159
1697,차림,2775
1698,신청서,4714
1699,죄인,3077
1700,기원,3469
1701,인형,3494
1702,그전,4229
1703,후반,1429
1704,신문지,3744
1705,대규모,1484
1706,별로,618
1707,비롯하다,672
1708,공식적,3307
1709,어찌나,4596
1710,탈출하다,4140
1711,감동적,4562
1712,팔월,1209
1713,한복,2091
1714,약혼자,5448
1715,논쟁,2171
1716,성당,5098
1717,뛰어나가다,5175
1718,장가,4354
1719,운전자,3527
1720,결론,1197
1721,장점,2227
1722,주년,3447
1723,쏟아지다,1497
1724,근데,426
1725,칼국수,5345
1726,존재하다,616
1727,세대,1028
1728,결정되다,1568
1729,강도,3656
1730,알다,16
1731,차이점,3533
1732,굶다,2599
1733,전화하다,3392
1734,구별하다,2927
1735,꾸리다,3779
1736,삼다,516
1737,신고,2154
1738,반복하다,3319
1739,건네다,3546
1740,연출,2115
1741,노랗다,2485
1742,백,5352
1743,더더욱,4569
1744,가슴속,3050
1745,다시,51
1746,떼,2244
1747,장인,5331
1748,닭고기,4636
1749,강하다,441
1750,기다리다,218
1751,졸리다,5216
1752,빌다,2322
1753,등록,2610
1754,차이,421
1755,공포,1695
1756,현금,1831
1757,파란색,5316
1758,전통문화,5128
1759,자유롭다,994
1760,비행장,4648
1761,정거장,5129
1762,수입하다,3028
1763,인삼,4868
1764,가만있다,4560
1765,보편적,2754
1766,갈아입다,3134
1767,고생하다,2453
1768,크기,819
1769,서늘하다,4028
1770,귀국하다,2634
1771,너무나,900
1772,품,2474
1773,거의,225
1774,이래서,5118
1775,결심하다,2855
1776,위대하다,1536
1777,꽉,2703
1778,경치,3935
1779,중단,4054
1780,찢어지다,3498
1781,어깨,755
1782,아래쪽,4537
1783,바다,364
1784,땀,1096
1785,죄송하다,2185
1786,조기,3829
1787,약품,5015
1788,미역,5286
1789,자동차,614
1790,지나가다,744
1791,그럼,2197
1792,상추,5002
1793,한잔하다,4402
1794,무역,938
1795,고기,820
1796,하,4961
1797,딸아이,4639
1798,나중,791
1799,만,4835
1800,오르다,293
1801,팔,5365
1802,하나,168
1803,밥솥,4842
1804,치즈,1602
1805,본,4253
1806,야간,4037
1807,감정적,5152
1808,감소하다,3407
1809,소화,3574
1810,안되다,4594
1811,보존,3478
1812,라켓,5073
1813,가능성,359
1814,새기다,2983
1815,구경,2168
1816,덮다,1731
1817,꾸미다,1298
1818,사,5289
1819,건조,3006
1820,고생,1509
1821,아니하다,1458
1822,달다,5170
1823,줄기,1851
1824,고요하다,3007
1825,안내,3241
1826,사슴,3735
1827,건너,4749
1828,등록금,4570
1829,화나다,4964
1830,검은색,2452
1831,큰아들,5230
1832,방안,739
1833,구별되다,4074
1834,잠그다,4494
1835,볶다,1347
1836,가까이,2816
1837,헬기,3132
1838,언론,800
1839,울다,450
1840,기업인,4974
1841,중요성,2186
1842,묘사,3681
1843,절약,4731
1844,연락처,5355
1845,기독교,3309
1846,재능,3176
1847,용어,1500
1848,내다,122
1849,국제,683
1850,제법,2520
1851,아저씨,466
1852,주한,3757
1853,빨간색,5089
1854,반짝거리다,5085
1855,걸어오다,3139
1856,날리다,2636
1857,까다,5163
1858,희생하다,4219
1859,비서,3960
1860,습관,1381
1861,어제,1784
1862,바로,81
1863,이런,53
1864,울리다,4116
1865,어쩌다가,4936
1866,비기다,5188
1867,더럽다,2606
1868,사기,4336
1869,재다,4290
1870,제한,1758
1871,안기다,3578
1872,설날,3519
1873,잊혀지다,4352
1874,주무시다,4128
1875,애초,2722
1876,도서관,1372
1877,월급,2806
1878,어머,2463
1879,당분간,4236
1880,국민적,5348
1881,부잣집,4998
1882,널리,1179
1883,점검,3826
1884,통과,4302
1885,국회의원,2032
1886,어디,1459
1887,의자,1821
1888,되다,3
1889,지위,1501
1890,아파트,663
1891,약수,5014
1892,수천,3157
1893,그것,24
1894,퇴원하다,5299
1895,동부,3017
1896,사정,903
1897,바보,2149
1898,메일,5422
1899,연휴,3584
1900,말없이,2507
1901,힘들다,365
1902,동료,1408
1903,건강,490
1904,도둑,3145
1905,이미지,860
1906,느낌,299
1907,치과,4955
1908,강남,2665
1909,그,907
1910,해결하다,896
1911,함께하다,4403
1912,느끼다,152
1913,주문하다,3904
1914,들르다,1544
1915,뼈,1752
1916,가득,934
1917,클래식,5382
1918,데이트,4012
1919,붉다,1531
1920,해당하다,1726
1921,거액,3087
1922,호,1225
1923,옥수수,3977
1924,끓다,2287
1925,뚜껑,3316
1926,등등,2668
1927,목요일,5272
1928,변동,2403
1929,잇다,569
1930,나름,855
1931,계곡,2031
1932,전시장,4730
1933,계산기,2699
1934,예상하다,2583
1935,휴가,2029
1936,메뉴,3679
1937,진통,4803
1938,벤치,4421
1939,명령,1839
1940,대낮,3725
1941,합격,4454
1942,이혼하다,5211
1943,치르다,1074
1944,학교생활,5146
1945,후,96
1946,도움,550
1947,나가다,272
1948,번역하다,5184
1949,깔다,2535
1950,핑계,3460
1951,재산,504
1952,필수적,2659
1953,민간,1485
1954,풀어지다,5233
1955,만화가,5078
1956,소망,3965
1957,거꾸로,2391
1958,교육비,5159
1959,두드리다,2320
1960,부동산,1249
1961,뛰어들다,1811
1962,혜택,3263
1963,육십,5442
1964,그래야,3468
1965,아랫사람,4716
1966,소용,3426
1967,만큼,326
1968,무사하다,5181
1969,최후,3711
1970,따로따로,5174
1971,관객,1436
1972,아니야,3629
1973,오락,4040
1974,방식,338
1975,고등학교,1047
1976,층,717
1977,그녀,42
1978,연락,1799
1979,월세,5358
1980,수고,4710
1981,읽히다,5033
1982,국회,881
1983,뱉다,3568
1984,기념품,5318
1985,유행,2807
1986,무어,1215
1987,간접적,4456
1988,문학적,5323
1989,늦다,2860
1990,관계없이,3720
1991,공통적,4370
1992,깨끗해지다,4976
1993,통합,1446
1994,매달다,4521
1995,마음,95
1996,침대,1326
1997,교사,352
1998,열기,3490
1999,부족,1477
2000,깨뜨리다,4007
2001,갖다,2786
2002,신청,1878
2003,석,3621
2004,국내선,5385
2005,세,3485
2006,어찌하다,3287
2007,명단,4329
2008,지나다,61
2009,터뜨리다,2046
2010,남편,181
2011,평화롭다,3919
2012,카레,5137
2013,맞이하다,2643
2014,제비,3121
2015,인사하다,3173
2016,생활환경,4479
2017,어린이,619
2018,동전,3417
2019,경고하다,4070
2020,육체적,4601
2021,매년,2218
2022,잘,41
2023,요리사,4485
2024,밑바닥,3420
2025,반성하다,3320
2026,기록하다,983
2027,신선하다,2130
2028,연구소,1535
2029,답장,4692
2030,두르다,1637
2031,치료법,5225
2032,상징하다,2903
2033,빠져나가다,1560
2034,영어,850
2035,식물,1135
2036,유머,4349
2037,신고하다,2645
2038,상태,193
2039,바깥,2103
2040,일찍이,2518
2041,머리말,5080
2042,역사가,1845
2043,공장,524
2044,음식점,3339
2045,돌아보다,1717
2046,비용,912
2047,식초,4268
2048,흔들다,965
2049,절대로,1978
2050,제한되다,2843
2051,나아가다,636
2052,서점,3803
2053,다만,549
2054,현상,240
2055,간호,4747
2056,서명하다,4530
2057,한문,3179
2058,욕하다,5113
2059,한정되다,2692
2060,생선,2249
2061,판,3917
2062,대학생,1529
2063,이슬,4044
2064,잊다,722
2065,운전,2914
2066,일회용,4604
2067,강의하다,5244
2068,예,2620
2069,간,3051
2070,여건,1740
2071,양,4719
2072,없어지다,808
2073,부럽다,1920
2074,복사,4769
2075,교내,4686
2076,캄캄하다,4616
2077,파다,2524
2078,앞쪽,4717
2079,아래층,5293
2080,것,0
2081,충고,4740
2082,기성세대,4150
2083,특정하다,1961
2084,광경,2822
2085,촬영,1669
2086,그루,4228
2087,콜라,3994
2088,상품,745
2089,상류,3620
2090,둥지,1996
2091,바꾸다,321
2092,소금,955
2093,되풀이되다,4160
2094,용감하다,4658
2095,인도,5261
2096,유능하다,4862
2097,지속적,2065
2098,평범하다,2233
2099,농장,4011
2100,제일,565
2101,전반적,2688
2102,적절하다,1517
2103,커피,283
2104,납득하다,4156
2105,다투다,2033
2106,연상하다,4276
2107,소유하다,3324
2108,말리다,3062
2109,보라색,5372
2110,얻어먹다,4272
2111,새,2490
2112,자라나다,3753
2113,다듬다,2706
2114,상점,3280
2115,소나무,1642
2116,책,146
2117,취직,3597
2118,저번,4729
2119,약혼녀,5436
2120,치다,4554
2121,친정,3299
2122,중앙,678
2123,의류,4350
2124,표현하다,562
2125,대응하다,1916
2126,불어오다,3323
2127,빨갛다,1898
2128,보자기,3871
2129,행사,3348
2130,기침,4633
2131,언어,507
2132,만세,5077
2133,모색하다,2796
2134,집안일,3396
2135,양배추,5016
2136,살아나다,3153
2137,소녀,743
2138,손해,2408
2139,열,5026
2140,되게,2398
2141,으응,3703
2142,신혼부부,4932
2143,우려,1295
2144,바닥,1038
2145,사업가,4707
2146,그늘,1943
2147,구하다,4319
2148,뒤집다,2365
2149,밥상,2577
2150,장르,2466
2151,고객,1363
2152,경향,853
2153,박다,2271
2154,가령,1540
2155,예의,3169
2156,차마,3343
2157,내밀다,1226
2158,자살,3591
2159,그룹,684
2160,감사,4369
2161,가정,3352
2162,이빨,4283
2163,적당하다,2063
2164,저쪽,1598
2165,내려가다,810
2166,넘다,354
2167,두뇌,2711
2168,수면,3156
2169,제출,4609
2170,실례,4591
2171,문서,2509
2172,수상,2058
2173,포함되다,1692
2174,일상적,3637
2175,오래되다,2439
2176,믿음,2339
2177,우편,4792
2178,보험,1919
2179,위층,5359
2180,보충하다,4475
2181,여인,1644
2182,펴다,714
2183,식구,1236
2184,가리키다,1070
2185,다짐하다,2536
2186,그나마,1835
2187,절반,1905
2188,하도,2849
2189,남녀,829
2190,웃기다,2586
2191,금하다,3659
2192,외갓집,4860
2193,외할머니,4861
2194,지우다,5132
2195,끝없이,3356
2196,시중,2760
2197,생각,45
2198,발표,963
2199,근본적,1260
2200,연기자,1847
2201,임금,3174
2202,분노,2074
2203,얻다,245
2204,자부심,3980
2205,거실,2145
2206,창문,1600
2207,품목,2143
2208,구석,1993
2209,흐려지다,5241
2210,햄,4816
2211,손길,4105
2212,중부,2442
2213,물질,710
2214,공중,2891
2215,아까,3328
2216,반성,2978
2217,웃어른,4944
2218,당근,2639
2219,무료,2900
2220,비판적,4583
2221,두세,3943
2222,물기,1950
2223,우체국,4115
2224,상당하다,1512
2225,어쨌든,1166
2226,이모,3590
2227,신제품,4188
2228,미팅,3565
2229,물질적,4245
2230,데리다,909
2231,묘사하다,2937
2232,뭐,252
2233,대문,1858
2234,코드,1777
2235,예약하다,5311
2236,선풍기,5190
2237,제안하다,3123
2238,특급,5231
2239,곧바로,2560
2240,엽서,4654
2241,그리로,5061
2242,판사,4141
2243,작용하다,1239
2244,효과적,1345
2245,이뤄지다,1516
2246,올라서다,4436
2247,나들이,4412
2248,업종,2114
2249,짐,2026
2250,가톨릭,4893
2251,갈아타다,4968
2252,이대로,3750
2253,다가서다,3859
2254,기구,2534
2255,가상,2962
2256,표면,1987
2257,끝없다,3224
2258,떨다,991
2259,창,3298
2260,모여들다,4168
2261,실로,1879
2262,빌딩,4258
2263,노동자,610
2264,옛날,467
2265,물다,1594
2266,위반,1723
2267,팝송,5383
2268,상상력,2617
2269,말다,3864
2270,논,2146
2271,교훈,3092
2272,그러므로,882
2273,도달하다,2607
2274,킬로그램,2232
2275,찾아보다,872
2276,밉다,2901
2277,자신,1687
2278,인분,3341
2279,떠들썩하다,4162
2280,반대하다,1606
2281,대접하다,4378
2282,겉,2212
2283,겨우,1309
2284,한참,1282
2285,선명하다,3622
2286,조정하다,4205
2287,불꽃,3375
2288,젊다,399
2289,엷다,4039
2290,남성,573
2291,다음,70
2292,허가,2743
2293,사귀다,2579
2294,후회,4681
2295,최고급,4807
2296,놓치다,1714
2297,성별,4771
2298,봉투,2199
2299,팬,4214
2300,모범,3615
2301,낭비,3780
2302,두,36
2303,뺨,2799
2304,무대,559
2305,관련되다,1003
2306,괴로움,3055
2307,시작되다,434
2308,면담,3948
2309,혼나다,5150
2310,때,3944
2311,소중히,4588
2312,현재,639
2313,놓다,307
2314,승리하다,4267
2315,고춧가루,5156
2316,두리번거리다,3863
2317,기계,708
2318,유발하다,3822
2319,총리,2355
2320,되돌리다,3512
2321,재학,4664
2322,무용,1082
2323,심리,1924
2324,진단하다,3993
2325,접시,3250
2326,담,4086
2327,요구하다,508
2328,빛나다,1583
2329,배치,4251
2330,활기,3998
2331,간식,4819
2332,식욕,4853
2333,머리,209
2334,공급,1407
2335,발달하다,762
2336,운동복,5394
2337,도장,5303
2338,교직,3550
2339,피아노,3459
2340,오전,931
2341,재밌다,4123
2342,사망하다,4337
2343,늘어놓다,3359
2344,해석하다,2631
2345,몸짓,2864
2346,주먹,2162
2347,근원,2334
2348,화,1360
2349,세계,75
2350,겁,2121
2351,형성되다,1187
2352,한동안,2010
2353,동그랗다,4987
2354,공개,1048
2355,튀어나오다,3128
2356,문제,28
2357,고급,1508
2358,태권도,4362
2359,성함,5389
2360,골목,2262
2361,출연하다,1804
2362,취업,3913
2363,소비하다,5193
2364,따뜻하다,1024
2365,이해하다,388
2366,무시하다,1623
2367,일반,534
2368,속,33
2369,임시,2254
2370,신중하다,4189
2371,술,666
2372,외출,3819
2373,맑다,838
2374,싶어지다,4035
2375,혈액,3214
2376,발생하다,577
2377,견해,1159
2378,향상,2527
2379,실시하다,595
2380,운전기사,4659
2381,환경오염,2450
2382,아내,305
2383,연결되다,1755
2384,협력,1616
2385,경영하다,4458
2386,새해,2835
2387,국가적,4901
2388,형부,2595
2389,환하다,2662
2390,중반,2307
2391,출발점,4135
2392,숙소,4390
2393,낳다,322
2394,연합,2133
2395,참여하다,958
2396,따라가다,1969
2397,투표,2811
2398,벌리다,2105
2399,좋아지다,2774
2400,딱딱하다,3232
2401,소나기,4587
2402,날씨,1006
2403,찬성,5133
2404,호남,3767
2405,기혼,5302
2406,내달,4321
2407,전국,546
2408,극,1872
2409,잘되다,1099
2410,단,4157
2411,강북,5153
2412,부문,1228
2413,하늘,256
2414,직후,1591
2415,요,4546
2416,추다,1933
2417,등산로,4833
2418,짜증,2883
2419,출산,1593
2420,라디오,1248
2421,조명,4051
2422,접다,2879
2423,멋,3866
2424,깨다,2702
2425,타오르다,3915
2426,외모,3204
2427,콘서트,5228
2428,한평생,5235
2429,앞길,3884
2430,자연적,5121
2431,트이다,2117
2432,운행,3749
2433,역사,141
2434,씩씩하다,4346
2435,배꼽,4645
2436,일흔,5330
2437,물러나다,2828
2438,지루하다,3211
2439,부피,5187
2440,마누라,2642
2441,교통,976
2442,전개,2024
2443,사무실,1413
2444,사들이다,3875
2445,주스,3988
2446,단맛,4981
2447,쾌감,3081
2448,개개인,3850
2449,배,3793
2450,뽑히다,2756
2451,최근,200
2452,따로,1025
2453,코너,1935
2454,공항버스,5404
2455,영원하다,2349
2456,축구공,5363
2457,잘하다,356
2458,상대적,1367
2459,초점,1691
2460,계절,2012
2461,모래,2295
2462,덜,1697
2463,잠자리,5396
2464,유물,2650
2465,갖가지,2924
2466,폭넓다,2739
2467,결혼,455
2468,발길,3102
2469,쓰레기,813
2470,자다,409
2471,보안,4172
2472,끊임없이,1453
2473,가르침,2311
2474,지구,2257
2475,대륙,2397
2476,사실,513
2477,설립하다,3805
2478,알려지다,374
2479,흐르다,341
2480,장모,5276
2481,무용가,4839
2482,목숨,1556
2483,감동,1939
2484,차,2498
2485,초원,2418
2486,확인되다,2476
2487,아기,465
2488,현실적,1566
2489,인간적,3172
2490,사용되다,1114
2491,곱다,1037
2492,붙잡다,2797
2493,근교,4904
2494,국제화,2123
2495,점,1251
2496,특히,129
2497,숨기다,2544
2498,줍다,2229
2499,부모,506
2500,세탁,4772
2501,구름,1992
2502,구성,665
2503,독립,1716
2504,부분적,2942
2505,삼국,700
2506,특징,645
2507,보장되다,2940
2508,장기적,3898
2509,뒷모습,3018
2510,밀리다,3370
2511,가슴,284
2512,생기,3572
2513,밀가루,2102
2514,초등학생,5465
2515,소규모,3625
2516,등장하다,767
2517,공연되다,5057
2518,수영장,5292
2519,단점,3314
2520,주인공,1022
2521,지출,2497
2522,어기다,3579
2523,음료수,4549
2524,금년,2600
2525,서부,2758
2526,놀다,308
2527,수준,395
2528,자매,4728
2529,개선,1241
2530,전철,3497
2531,절차,1123
2532,백색,4334
2533,녹음하다,4829
2534,가져다주다,4066
2535,캐릭터,4212
2536,실감,3811
2537,해외,1086
2538,전문가,1080
2539,일쑤,2874
2540,수,4531
2541,쉬다,1901
2542,한국말,4509
2543,농민,451
2544,수술,1368
2545,죄,1426
2546,밤새다,4997
2547,운전하다,4724
2548,큰길,4882
2549,낮추다,2824
2550,총,3840
2551,제사,1518
2552,대합실,2537
2553,인식하다,1325
2554,긁다,3553
2555,밤새우다,5086
2556,밝다,4913
2557,취하다,1760
2558,괜히,1632
2559,고려하다,1177
2560,웨이터,3821
2561,초청하다,4134
2562,외로움,3525
2563,농부,2604
2564,장애인,4442
2565,부러지다,3374
2566,헤어지다,1763
2567,신세대,3577
2568,불다,985
2569,경제력,3658
2570,그제서야,3269
2571,늘,544
2572,큰절,4679
2573,외할아버지,5338
2574,기사,3555
2575,진행,1826
2576,앉다,123
2577,매달,4167
2578,민족,248
2579,유치원,2765
2580,그러나,15
2581,노력,369
2582,예방,2621
2583,변신,4095
2584,화제,1567
2585,귀가하다,4567
2586,아니다,8
2587,글씨,3094
2588,끊임없다,3415
2589,의외로,3589
2590,학비,5051
2591,엄격하다,2003
2592,공업,845
2593,아무래도,1534
2594,창조하다,2776
2595,특수,2259
2596,목적,571
2597,내보내다,4085
2598,아아,3199
2599,먼저,204
2600,실수하다,5106
2601,에너지,945
2602,상당수,3737
2603,중간,1334
2604,앞날,4111
2605,수명,3071
2606,상표,1456
2607,왼손,4437
2608,유학,3385
2609,헤아리다,2557
2610,작품,187
2611,실현,2802
2612,자체,207
2613,국민,161
2614,이것저것,4043
2615,칭찬하다,3841
2616,찍다,926
2617,적응하다,3248
2618,희망,1211
2619,살피다,1467
2620,모으다,382
2621,사나이,4177
2622,이해관계,4197
2623,아니요,1953
2624,우리말,2178
2625,세워지다,1899
2626,인간,65
2627,초대,4879
2628,바늘,2015
2629,소문나다,4773
2630,엿보다,3030
2631,관계자,748
2632,주일,5038
2633,방향,360
2634,가스,1617
2635,비,4847
2636,출판,4136
2637,학급,3047
2638,복습,5387
2639,검정색,5458
2640,드물다,1543
2641,여유,1575
2642,아주,198
2643,이거,231
2644,대로,432
2645,운동하다,3586
2646,새로,749
2647,운반,4943
2648,실패,2582
2649,얼마,300
2650,감상,4408
2651,댁,1475
2652,어머니,67
2653,많다,20
2654,자극,2351
2655,개인,425
2656,건물,492
2657,하숙집,3046
2658,삼가다,3689
2659,하하,2594
2660,실망,3812
2661,솜,4340
2662,테이블,2116
2663,플라스틱,3996
2664,당시,195
2665,효도,4623
2666,건,1355
2667,손실,3741
2668,관광버스,5405
2669,마련되다,1947
2670,웃음소리,4547
2671,잠기다,2160
2672,통로,3257
2673,해소하다,3925
2674,흥미,2422
2675,답답하다,2095
2676,얼마나,206
2677,나란히,1873
2678,파도,1579
2679,곧장,3549
2680,묵다,4698
2681,확장,3004
2682,위로하다,3492
2683,졸음,5217
2684,대화하다,4759
2685,모양,709
2686,활발하다,1833
2687,그쪽,2424
2688,사생활,5091
2689,기기,2601
2690,병실,4646
2691,긴급,2455
2692,산부인과,4528
2693,모퉁이,3950
2694,총각,3536
2695,킬로미터,1578
2696,강변,5056
2697,직원,925
2698,창작,3040
2699,교양,3183
2700,가운데,189
2701,펼쳐지다,1710
2702,전기,4666
2703,집중,1776
2704,치료,1223
2705,즐기다,526
2706,인제,5212
2707,체계적,3397
2708,기념,3509
2709,절대적,2588
2710,행운,3462
2711,우산,1296
2712,십일월,1653
2713,선,643
2714,한눈,3539
2715,방금,2248
2716,결정하다,803
2717,그리하여,922
2718,냉장고,2638
2719,한잔,3715
2720,통과하다,2885
2721,돌아다니다,2667
2722,넘어지다,3312
2723,튀김,5280
2724,많이,62
2725,거듭,2633
2726,함께,60
2727,박사,1079
2728,인상,4869
2729,진출하다,2882
2730,성장하다,1753
2731,대중교통,5068
2732,한하다,3923
2733,남다,210
2734,지우개,5278
2735,부대,1998
2736,향,2500
2737,오래도록,4279
2738,거칠다,1834
2739,닿다,1125
2740,갈증,3465
2741,발달,1072
2742,수입품,4781
2743,김치,1745
2744,저녁,480
2745,지급하다,3003
2746,시장,3969
2747,장소,1036
2748,흔하다,1316
2749,시각,2948
2750,잠옷,5296
2751,단독,3561
2752,양심,3114
2753,축하하다,3500
2754,체조,1564
2755,탑,2090
2756,하다,1
2757,소파,3154
2758,상쾌하다,4103
2759,한창,2850
2760,자살하다,5120
2761,이자,3116
2762,선진국,1595
2763,햇빛,2358
2764,자원,1146
2765,부담,939
2766,적어지다,4950
2767,전문점,5127
2768,욕심,2379
2769,경찰관,1854
2770,맞은편,3865
2771,수표,2459
2772,상자,2834
2773,공식,1964
2774,흐리다,4511
2775,여고생,5023
2776,근본,1891
2777,소리치다,2128
2778,요청,2411
2779,어째서,3435
2780,희곡,1938
2781,독하다,4325
2782,안과,5354
2783,철학,1257
2784,후배,2028
2785,대학교,3362
2786,다양하다,449
2787,순수하다,1771
2788,인원,3290
2789,입장,335
2790,확대하다,1793
2791,볼일,4423
2792,식품,1369
2793,연속,2646
2794,아이디어,2020
2795,유난히,2081
2796,디스크,2611
2797,개월,617
2798,활발해지다,4217
2799,지하철,1393
2800,날,91
2801,관계,98
2802,오랫동안,1115
2803,생활수준,5095
2804,괴롭히다,3410
2805,만들다,34
2806,사랑하다,589
2807,보호,732
2808,충돌,3256
2809,감상하다,3305
2810,변경,3733
2811,특성,862
2812,기획,2264
2813,칭찬,2356
2814,왼발,4723
2815,악수,3284
2816,이마,1977
2817,암컷,4191
2818,빼앗다,2867
2819,아이고,1610
2820,전체,244
2821,창피하다,4359
2822,축하,4210
2823,꾸중,4231
2824,장수,4288
2825,사투리,4850
2826,선언하다,3026
2827,다가가다,1810
2828,진찰,5361
2829,너,63
2830,센터,3194
2831,같이,137
2832,막상,2933
2833,싶다,59
2834,적극,1708
2835,실제,2871
2836,생신,5307
2837,음,1174
2838,떡,1134
2839,밤,4250
2840,보수,4422
2841,공항,1940
2842,불,380
2843,들어주다,5172
2844,털다,2164
2845,잘못,1409
2846,대도시,3144
2847,소문,1201
2848,발견하다,642
2849,관심,229
2850,늘다,1122
2851,슬그머니,3968
2852,작년,809
2853,대중,625
2854,햇살,1988
2855,시금치,4713
2856,기억하다,1504
2857,결심,3548
2858,스트레스,1173
2859,보내오다,4703
2860,제작,1757
2861,생산되다,2543
2862,외국인,1281
2863,심부름,4269
2864,지붕,1979
2865,눈병,5408
2866,향기,2208
2867,공무원,1473
2868,간편하다,4561
2869,확정,2961
2870,교문,4515
2871,비추다,1736
2872,방해,3276
2873,단편,3096
2874,기록,854
2875,소득,1323
2876,뇌,2198
2877,이용자,4395
2878,막걸리,3367
2879,뛰어오르다,4470
2880,드러나다,452
2881,닫다,1542
2882,굽히다,2213
2883,프린터,3845
2884,신호등,4343
2885,볶음,5253
2886,도망치다,3228
2887,회화,4064
2888,잠시,1688
2889,위하다,14
2890,침,2444
2891,지속되다,2844
2892,섹시하다,5192
2893,권하다,1855
2894,수염,3195
2895,확보,2449
2896,맛보다,2612
2897,이러다,1424
2898,세기,303
2899,지저분하다,4802
2900,다방,1874
2901,최고,444
2902,적용하다,1956
2903,엄마,166
2904,확인하다,704
2905,당연하다,1023
2906,곳곳,2068
2907,레저,4989
2908,물론,1126
2909,그러면,481
2910,감히,2818
2911,끄다,1994
2912,예외,2584
2913,있다,2
2914,앞,37
2915,휴지통,5240
2916,날아다니다,4568
2917,구두,2562
2918,병,1559
2919,도와주다,1732
2920,예상되다,1588
2921,확실히,1909
2922,종합,987
2923,기타,4373
2924,결혼식,2698
2925,멈추다,1113
2926,실패하다,2348
2927,정식,2086
2928,흔히,779
2929,시점,1773
2930,형식,647
2931,선원,3878
2932,도망,4415
2933,비빔밥,5326
2934,나흘,5269
2935,갑,4748
2936,의미,157
2937,결코,579
2938,장래,2183
2939,차다,3039
2940,박,3868
2941,감독,511
2942,연하다,4598
2943,발전되다,3685
2944,들이켜다,4015
2945,코끼리,5227
2946,스타일,1772
2947,급하다,1944
2948,그래서,4973
