,word,frequency
2949,블라우스,4706
2950,신화,1250
2951,세탁기,4925
2952,레이저,4911
2953,사탕,5411
2954,자꾸만,2876
2955,환자,528
2956,천국,4677
2957,이념,1068
2958,수필,3807
2959,습기,4652
2960,뒷골목,5171
2961,장갑,5297
2962,속삭이다,4184
2963,소용없다,4774
2964,중심지,3450
2965,우수하다,3633
2966,거품,3138
2967,기업,212
2968,밭,1234
2969,음반,5115
2970,얼핏,2438
2971,아무것,1153
2972,성명,2174
2973,퇴원,5315
2974,더욱,197
2975,부끄러움,4424
2976,이하,1548
2977,현관문,4216
2978,학부모,2629
2979,넷,4519
2980,응,870
2981,어렵다,153
2982,위,4725
2983,해안,2851
2984,검토,2284
2985,요금,1817
2986,곳,73
2987,막내,3273
2988,시어머니,2989
2989,왕비,4941
2990,적용되다,2064
2991,리,2793
2992,흥분,3929
2993,의문,1576
2994,괜찮다,629
2995,은은하다,4196
2996,벌이다,475
2997,한자,2120
2998,쓰다듬다,3813
2999,대학,186
3000,만하다,336
3001,분량,2831
3002,관광,1365
3003,방,234
3004,소시지,5004
3005,숙녀,5101
3006,논의하다,2361
3007,연간,2990
3008,년도,2316
3009,몇몇,1662
3010,앞문,5260
3011,진단,2553
3012,내주다,2825
3013,내려다보다,2425
3014,피우다,970
3015,대량,2241
3016,달아나다,2172
3017,다양해지다,5067
3018,공휴일,5058
3019,접하다,2468
3020,보장하다,2578
3021,양력,5414
3022,눈감다,4756
3023,종일,2773
3024,딸,473
3025,오징어,1816
3026,불이익,4526
3027,꽂다,2748
3028,내려지다,3188
3029,문법,5252
3030,예습하다,5441
3031,사회적,1399
3032,책임자,2140
3033,국립,5160
3034,준비,835
3035,잡수시다,4495
3036,포장,3258
3037,고등학생,4627
3038,숟가락,4650
3039,가치,415
3040,떠나가다,4161
3041,가방,1212
3042,죽음,765
3043,눈빛,1635
3044,그야말로,1836
3045,이사장,3115
3046,성실하다,2869
3047,식탁,2347
3048,다툼,3723
3049,전개하다,2686
3050,비누,4425
3051,신호,2299
3052,동행,2242
3053,연구,165
3054,생산,439
3055,밤낮,5182
3056,콩나물,3127
3057,유적지,4863
3058,따르다,2505
3059,깊이,2568
3060,수박,3325
3061,암,3330
3062,부회장,2866
3063,또다시,1718
3064,착각,3297
3065,벌금,3234
3066,짝,1287
3067,단추,5283
3068,아홉,5310
3069,신부,4534
3070,목욕,2977
3071,며느리,2338
3072,슬쩍,3742
3073,섞다,1513
3074,청소하다,3645
3075,수많다,1073
3076,가르치다,536
3077,미용실,5459
3078,멀다,552
3079,기본적,1412
3080,걸치다,651
3081,단계,349
3082,포장마차,4303
3083,창조적,2522
3084,이윽고,2684
3085,월드컵,4348
3086,서너,2580
3087,채점,4614
3088,차라리,1481
3089,피다,1406
3090,찌꺼기,3760
3091,나누다,223
3092,사랑스럽다,4649
3093,대다수,2897
3094,기록되다,3223
3095,추가되다,5224
3096,고개,4146
3097,내내,1914
3098,선호하다,3623
3099,곡,2746
3100,근육,2124
3101,뜨다,4694
3102,잦다,2877
3103,점차,1001
3104,절약하다,4446
3105,위험하다,1686
3106,주름살,4875
3107,기초적,4905
3108,액세서리,4541
3109,교환,2483
3110,좀,58
3111,군인,1941
3112,향상되다,4890
3113,최대한,2591
3114,기도,4462
3115,아버지,99
3116,덕분,2318
3117,바위,1895
3118,열흘,3975
3119,평가,693
3120,실내,1865
3121,고추장,4222
3122,얘기,163
3123,돕다,869
3124,불법,4705
3125,연장,3974
3126,제과점,5453
3127,시스템,1303
3128,남학생,4009
3129,청춘,2735
3130,깊다,342
3131,사업,393
3132,교류,1911
3133,부서,3237
3134,계속,302
3135,안내하다,3695
3136,윗몸,4195
3137,건설하다,1795
3138,잠,485
3139,비롯되다,1813
3140,섬,1547
3141,만족스럽다,4641
3142,처리,916
3143,노랫소리,4634
3144,꼼짝,4008
3145,어려워지다,4434
3146,연극,410
3147,연필,2911
3148,안전,1665
3149,야구장,5392
3150,그저,935
3151,예술적,5275
3152,빨다,4099
3153,상대편,3963
3154,횟수,4510
3155,편리하다,1829
3156,첫째,3345
3157,위쪽,4548
3158,애,3285
3159,동시,400
3160,출근하다,3911
3161,화장품,1522
3162,청년,1791
3163,합리적,2630
3164,강력하다,1377
3165,밥맛,4767
3166,문득,1341
3167,피디,3846
3168,나서다,340
3169,가득히,4746
3170,비극,1861
3171,검다,1258
3172,페인트,5144
3173,논리적,3858
3174,인류,644
3175,타자기,4617
3176,사립,5090
3177,즉석,4736
3178,오다,43
3179,자세히,1787
3180,성질,2298
3181,인간관계,4045
3182,깡패,5064
3183,여보,2328
3184,넷째,5248
3185,학교,78
3186,존중하다,2732
3187,부근,1843
3188,대부분,290
3189,곧잘,3090
3190,결국,262
3191,달라지다,698
3192,단어,1730
3193,회,592
3194,정하다,620
3195,싫다,598
3196,지점,3992
3197,놈,661
3198,미니,4418
3199,소비,1608
3200,육체,1705
3201,육상,4117
3202,끼어들다,3225
3203,늘어지다,3560
3204,이다음,5031
3205,예보,4655
3206,분,373
3207,높이다,901
3208,소풍,3738
3209,놀라다,448
3210,발달되다,3953
3211,청바지,5223
3212,일으키다,519
3213,조개,4127
3214,낚시,1809
3215,위법,4600
3216,운전사,2061
3217,엘리베이터,3581
3218,문밖,4473
3219,예약,5027
3220,머리칼,4019
3221,집다,1394
3222,작성,3388
3223,도입,1733
3224,안방,1683
3225,인구,1015
3226,소홀히,3692
3227,비밀,1062
3228,왕,891
3229,요약하다,3585
3230,취미,2141
3231,빨리,433
3232,서구,1218
3233,실시,1478
3234,실질적,2949
3235,대여섯,4831
3236,석사,5097
3237,본부,3423
3238,메우다,2975
3239,제시,3592
3240,사위,3518
3241,약하다,1469
3242,설치하다,1652
3243,걸음,1308
3244,경기장,2856
3245,의욕,2766
3246,병들다,3373
3247,눈,1190
3248,전부,2919
3249,별다르다,2753
3250,개미,2820
3251,금지하다,3554
3252,기억,660
3253,세금,1702
3254,만족,3677
3255,뱃사람,1972
3256,사무소,3023
3257,시도하다,1952
3258,사회주의,2344
3259,우승하다,4942
3260,코스,2628
3261,붙잡히다,4097
3262,막다,538
3263,눈가,4414
3264,무리,2751
3265,갚다,2696
3266,취소하다,3912
3267,동일하다,2097
3268,교복,4565
3269,시끄럽다,3576
3270,여행사,4435
3271,의논,5116
3272,대중적,5284
3273,식사하다,4107
3274,최악,4809
3275,마주,1782
3276,라운드,4017
3277,확산되다,2887
3278,사용자,2343
3279,오이,4544
3280,공통점,4684
3281,영역,1056
3282,비치다,1676
3283,틀리다,1452
3284,시청,4034
3285,베다,2939
3286,세제,4183
3287,힘들어하다,5243
3288,돌리다,379
3289,다루다,873
3290,사람,6
3291,갈비,5301
3292,손가락,992
3293,불만,1432
3294,피시,2387
3295,외과,5452
3296,의지,787
3297,관찰,2561
3298,바이올린,3066
3299,중학생,3708
3300,삶,127
3301,야단,3331
3302,반,724
3303,옆집,4277
3304,대가,2572
3305,종류,753
3306,형수,5403
3307,기뻐하다,2635
3308,가로,4967
3309,반대,952
3310,문화적,3682
3311,체육관,5342
3312,미,796
3313,매스컴,4696
3314,라인,3786
3315,쉽다,172
3316,도움말,4237
3317,이상적,2873
3318,골,844
3319,깨달음,3310
3320,결과적,3409
3321,폐지,3649
3322,선생님,138
3323,아프다,446
3324,균형,1411
3325,부채,4704
3326,도중,2292
3327,고모,1461
3328,차별,2067
3329,지식,638
3330,축구,1029
3331,양복,3434
3332,공연장,3604
3333,학년,385
3334,내용물,5167
3335,하지만,345
3336,관습,2821
3337,금,5161
3338,편견,3995
3339,개,1247
3340,외제,5111
3341,운동화,5029
3342,집중되다,2521
3343,관련하다,1168
3344,복습하다,5373
3345,시도,3430
3346,소음,2436
3347,분리하다,3873
3348,멀어지다,2539
3349,아주머니,1382
3350,통일하다,3843
3351,짐작하다,2384
3352,논하다,3014
3353,불고기,2943
3354,옷차림,3491
3355,고프다,4147
3356,남매,3472
3357,발톱,4995
3358,공군,3140
3359,알맞다,1067
3360,느껴지다,786
3361,불확실하다,4919
3362,이중,3289
3363,종종,3037
3364,바,3566
3365,의사,1775
3366,도망가다,4324
3367,오로지,2952
3368,여전히,640
3369,방송사,3686
3370,질병,2554
3371,전국적,3208
3372,혀,1792
3373,결과,143
3374,정도,55
3375,사회생활,4386
3376,모습,108
3377,서클,2000
3378,규칙적,3185
3379,독특하다,1095
3380,지혜,1520
3381,본사,4254
3382,맛있다,792
3383,사소하다,4101
3384,피자,4814
3385,먹이다,1622
3386,바라보다,286
3387,낡다,1525
3388,쥐다,1109
3389,붓다,4846
3390,년생,3192
3391,싫어하다,2113
3392,푸다,4304
3393,고모부,4897
3394,학원,2742
3395,앞세우다,2763
3396,불과,2832
3397,영원히,2805
3398,찻잔,4877
3399,처벌,2281
3400,아버님,2300
3401,낮,923
3402,초록색,5362
3403,망치다,3678
3404,도로,3363
3405,빛,632
3406,답변,3667
3407,학위,3847
3408,퍽,3457
3409,건전하다,2697
3410,위주,1819
3411,틀,1102
3412,편안하다,1907
3413,전시,3754
3414,기술,243
3415,시집,3431
3416,야,637
3417,퍼센트,77
3418,거부하다,1472
3419,레몬,4640
3420,및,171
3421,순하다,5102
3422,보도되다,3421
3423,씨름,3882
3424,희다,1069
3425,부상,3872
3426,인공,3205
3427,주다,64
3428,된장,3672
3429,지적되다,2626
3430,성격,301
3431,캠페인,3537
3432,정류장,4202
3433,떠올리다,1388
3434,카페,2282
3435,짓다,173
3436,벌어지다,3569
3437,관념,1728
3438,여덟,5451
3439,댐,2709
3440,촌스럽다,5136
3441,구분,2069
3442,체온,4298
3443,중소기업,1612
3444,수입되다,4780
3445,발가락,3477
3446,이사,1537
3447,종이,1118
3448,살리다,849
3449,빠지다,954
3450,꿈,404
3451,과장,1871
3452,민속,3515
3453,전자,1822
3454,축소,3041
3455,이리저리,3171
3456,창가,4399
3457,마요네즈,5075
3458,책상,1314
3459,참석자,4502
3460,못생기다,5273
3461,그리워하다,4631
3462,언니,371
3463,달력,3724
3464,솟다,2581
3465,프로그램,266
3466,당기다,2503
3467,언제,783
3468,지금,130
3469,구월,837
3470,어찌,1238
3471,코피,4741
3472,각오,4067
3473,기르다,687
3474,글쎄요,3187
3475,리그,2973
3476,그리다,325
3477,평가하다,1646
3478,볼링,5254
3479,손질,3521
3480,한순간,3404
3481,대개,3191
3482,찢다,3909
3483,안녕,4593
3484,해결되다,2526
3485,짓,1207
3486,활동하다,2092
3487,행복하다,1493
3488,잘살다,4353
3489,빗방울,4921
3490,억,5450
3491,상당히,1274
3492,그리움,4459
3493,한국어,2119
3494,식생활,4342
3495,신경,794
3496,고속,4316
3497,닭,2290
3498,발,427
3499,감소,3771
3500,식빵,3523
3501,제출하다,2381
3502,저곳,5464
3503,힘없이,4966
3504,그다지,1965
3505,북쪽,1720
3506,영웅,3893
3507,모금,3680
3508,촛불,4953
3509,주소,3595
3510,만두,5370
3511,삼월,876
3512,수리하다,5194
3513,밤하늘,3869
3514,각자,2963
3515,선배,878
3516,한밤중,4622
3517,설치되다,2345
3518,입대,3529
3519,임신하다,4491
3520,젓가락,3446
3521,여전하다,4720
3522,올여름,5110
3523,졸업,2280
3524,취향,3042
3525,폭력,1120
3526,무기,1663
3527,다니다,205
3528,현실,201
3529,계층,1618
3530,주거,3987
3531,부작용,2152
3532,비키다,4176
3533,싸우다,782
3534,식당,1090
3535,모두,545
3536,탓,959
3537,일자리,4727
3538,임신,1230
3539,비우다,1651
3540,편하다,1139
3541,씹다,2375
3542,갈등,785
3543,자연스럽다,718
3544,적응,4355
3545,말투,4090
3546,감,4820
3547,자극하다,2996
3548,기대,1133
3549,끌다,431
3550,그대,3008
3551,외면하다,2494
3552,허용,3131
3553,동창,3862
3554,두통,4379
3555,잡아당기다,3825
3556,금요일,4687
3557,전시회,3391
3558,하루,268
3559,아냐,2803
3560,화장지,4405
3561,사월,781
3562,반장,1842
3563,신,1864
3564,시내버스,5309
3565,핵심,1428
3566,매체,1053
3567,젖다,1155
3568,가로막다,3463
3569,나뭇가지,2569
3570,표시,3920
3571,맥주,2294
3572,콩,1761
3573,구속하다,3551
3574,달려들다,3613
3575,작은아들,5395
3576,배추김치,5410
3577,죽,4799
3578,달걀,1945
3579,대,4983
3580,관련,310
3581,이리,2808
3582,외삼촌,4545
3583,이후,194
3584,병아리,5185
3585,꿈꾸다,2457
3586,듣다,57
3587,떡국,5386
3588,당신,148
3589,솔직히,1951
3590,승객,3197
3591,회전,4312
3592,초여름,5046
3593,비교하다,1193
3594,배우다,327
3595,암시,4110
3596,스케줄,5007
3597,내리다,169
3598,근거하다,3056
3599,완성,2622
3600,반드시,601
3601,남자,100
3602,위원장,1343
3603,유명하다,1277
3604,정치권,2043
3605,가난,3718
3606,약,5013
3607,년,11
3608,날아가다,1893
3609,시부모,5104
3610,형,5149
3611,토하다,3402
3612,나빠지다,4376
3613,왠지,2378
3614,불구하다,680
3615,육군,3338
3616,연구하다,1245
3617,필자,1615
3618,여행하다,4192
3619,바싹,3952
3620,세상,184
3621,표,2142
3622,방송,406
3623,승용차,2223
3624,의심하다,2301
3625,토마토,2778
3626,사이좋다,4708
3627,번호,3277
3628,고맙다,669
3629,여왕,5024
3630,하얀색,5466
3631,시골,1220
3632,실장,3282
3633,손톱,3522
3634,동,3230
3635,신문,386
3636,기적,4083
3637,넘치다,1713
3638,어쩜,5021
3639,동생,456
3640,코트,5049
3641,엄숙하다,4273
3642,아이스크림,5337
3643,그리고,27
3644,눈동자,2859
3645,통일,488
3646,건드리다,3053
3647,탄생하다,3045
3648,끊기다,3414
3649,급속히,3936
3650,어떻다,46
3651,공부,366
3652,캠퍼스,4555
3653,받다,23
3654,만약,886
3655,무엇,83
3656,가다,97
3657,열정,3244
3658,듯싶다,2898
3659,더러워지다,4984
3660,조정,3001
3661,효도하다,4965
3662,천천히,1336
3663,녹이다,4413
3664,산,344
3665,성인,3107
3666,기,4081
3667,날다,1765
3668,가만,5151
3669,그럴듯하다,4079
3670,끝내다,1141
3671,건너가다,3266
3672,방지하다,3687
3673,최신,4209
3674,옆방,5203
3675,부치다,3481
3676,부지런하다,5186
3677,척하다,2689
3678,사계절,4848
3679,튼튼하다,2357
3680,닫히다,3360
3681,택시,1445
3682,일본어,5294
3683,흘리다,1020
3684,에어컨,4542
3685,관광객,2926
3686,나다,233
3687,네,1017
3688,뉴스,712
3689,국기,4753
3690,몰려오다,4244
3691,듯이,769
3692,일종,1667
3693,명함,5082
3694,작은아버지,5295
3695,규모,599
3696,봉사,3236
3697,중계방송,4129
3698,상상,1322
3699,목,962
3700,선생,391
3701,알루미늄,3814
3702,보름,3956
3703,비싸다,1441
3704,섞이다,1922
3705,둥글다,1698
3706,그런대로,3308
3707,분석,742
3708,키,880
3709,미끄러지다,4093
3710,여기,92
3711,책임,584
3712,요즈음,2080
3713,미움,4642
3714,지난해,396
3715,키우다,760
3716,다치다,2486
3717,권,1327
3718,엉덩이,2547
3719,공연,828
3720,귀하다,2565
3721,지방,4737
3722,모처럼,2713
3723,극복,3186
3724,길거리,4463
3725,모임,705
3726,쏟다,1866
3727,한쪽,1196
3728,다하다,1191
3729,주머니,1869
3730,지키다,281
3731,땜,4240
3732,개국,2332
3733,물가,1571
3734,건너편,3934
3735,사무직,4338
3736,어리다,3200
3737,조심스럽다,2382
3738,삼십,5388
3739,닦다,627
3740,똑똑하다,3019
3741,진짜,1981
3742,둘러싸다,1463
3743,고구마,4752
3744,사흘,2512
3745,초콜릿,4806
3746,남북,4155
3747,마음속,1749
3748,주차하다,5397
3749,그제야,4148
3750,앉히다,3696
3751,서툴다,5096
3752,위험,1383
3753,잔치,2917
3754,차례,501
3755,달,874
3756,단골,4980
3757,위치,695
3758,국,2928
3759,화학,1832
3760,청소년,868
3761,인쇄,4550
3762,쇼,2988
3763,동포,2488
3764,향수,3349
3765,진지하다,1888
3766,손질하다,3427
3767,삼,4179
3768,뛰어가다,3475
3769,수만,4779
3770,쫓기다,2845
3771,큰소리,5229
3772,꼽히다,2896
3773,독서,3229
3774,여럿,2909
3775,애인,2721
3776,안녕하다,1561
3777,기대되다,3660
3778,초청장,5135
3779,지대,1491
3780,목소리,362
3781,수십,2176
3782,턱,4742
3783,가득하다,2817
3784,예감,3074
3785,참다,818
3786,종소리,3832
3787,주변,497
3788,정문,3296
3789,확신하다,3928
3790,항구,3130
3791,게으르다,5317
3792,편히,4619
3793,자랑,3294
3794,조금씩,1374
3795,시집가다,4033
3796,부부,757
3797,호수,3264
3798,어떡하다,2156
3799,친절하다,3043
3800,웬,2440
3801,신혼여행,4344
3802,입원,4351
3803,예비,3440
3804,온라인,4859
3805,구,5268
3806,반대편,4993
3807,선전,3804
3808,행동하다,1936
3809,밟다,1511
3810,마치,438
3811,말씀,628
3812,빼앗기다,3104
3813,뜰,4327
3814,마디,2431
3815,이제야,4490
3816,예산,1293
3817,주,2204
3818,일일이,3638
3819,평생,1725
3820,오래전,1741
3821,연구원,3582
3822,따라오다,3061
3823,초대하다,3839
3824,차남,4613
3825,복사기,5423
3826,증세,3124
3827,비닐,2433
3828,진달래,4611
3829,시청자,2001
3830,지극히,2959
3831,택하다,2385
3832,양옆,5018
3833,기둥,3011
3834,끝내,1857
3835,맞서다,2269
3836,맵다,4242
3837,골치,4318
3838,최소,5343
3839,졸다,4735
3840,소설가,3378
3841,일찍,924
3842,손쉽다,3487
3843,작업,314
3844,농사짓다,3664
3845,학기,2009
3846,흐름,1105
3847,의원,368
3848,그려지다,2314
3849,노래,363
3850,작용,842
3851,펴내다,2780
3852,짧다,668
3853,국사,4075
3854,삼촌,3736
3855,존재,384
3856,절,3901
3857,유리창,3528
3858,아무렇다,2251
3859,진료,4398
3860,공기,4971
3861,여권,3201
3862,끄덕이다,1746
3863,지난날,3125
3864,칠하다,3914
3865,할인,4745
3866,간단하다,1046
3867,외교,1868
3868,추가하다,5263
3869,이어,1401
3870,주차장,3756
3871,공중전화,4898
3872,계속되다,836
3873,수집,3806
3874,컬러,3501
3875,건강하다,1010
3876,졸업하다,1689
3877,엊그제,5022
3878,들려주다,3315
3879,통증,1828
3880,소위,2076
3881,진동,4449
3882,씨앗,4270
3883,명령어,4091
3884,꾸준하다,5165
3885,묻히다,3683
3886,비행,4426
3887,실,4345
3888,모니터,2401
3889,챔피언,4208
3890,인하다,563
3891,웬만하다,3701
3892,동그라미,4909
3893,대기하다,3860
3894,무슨,151
3895,아마,567
3896,수행하다,1877
3897,꼴,918
3898,조사하다,689
3899,종업원,2006
3900,잡히다,1231
3901,전혀,370
3902,과목,2167
3903,옳다,914
3904,덧붙이다,1660
3905,속도,833
3906,만족하다,4241
3907,쇠,4265
3908,분포하다,2017
3909,일자,2916
3910,앓다,1684
3911,점심시간,4291
3912,비하다,333
3913,조,4448
3914,세수,4430
3915,담기다,1285
3916,빌리다,1027
3917,여직원,5201
3918,늑대,3610
3919,아침,238
3920,일주일,1145
3921,글,178
3922,여대생,4857
3923,점원,4873
3924,값,606
3925,나침반,2603
3926,어린이날,4788
3927,겪다,652
3928,색깔,1275
3929,다녀가다,4691
3930,엄청나다,727
3931,파랗다,2779
3932,월,4488
3933,초기,790
3934,머물다,1970
3935,주고받다,2161
3936,오른발,4790
3937,모델,1454
3938,평일,5232
3939,지난번,2654
3940,여든,5327
3941,자기,317
3942,회색,3086
3943,테러,3713
3944,통역,4957
3945,생각하다,31
3946,기원전,2454
3947,강요하다,2819
3948,되돌아가다,4013
3949,마찰,3675
3950,포스터,3764
3951,부인,4580
3952,확립하다,3927
3953,늦어지다,4323
3954,깨닫다,889
3955,빼다,774
3956,스타,1330
3957,유교,2179
3958,달래다,3059
3959,질서,459
3960,스승,1679
3961,까맣다,2602
3962,저기,4606
3963,아예,1237
3964,학습,2047
3965,들려오다,1373
3966,흰색,1580
3967,사전,4585
3968,사과,3152
3969,두어,3418
3970,인상적,3752
3971,친하다,2556
3972,강의,2479
3973,초,1601
3974,노래방,3095
3975,빗,5424
3976,참조,3344
3977,엔,3333
3978,두다,241
3979,꼬리,1448
3980,멀리,773
3981,배다,2673
3982,경험,442
3983,떼다,831
3984,돌다,719
3985,소질,4339
3986,대비하다,2051
3987,민주화,1465
3988,더욱더,3670
3989,물체,1150
3990,걱정하다,1990
3991,줄거리,4053
3992,시키다,681
3993,불빛,1999
3994,오피스텔,5204
3995,토론회,3714
3996,오리,4484
3997,이상하다,564
3998,만만하다,3020
3999,앨범,4718
4000,유행하다,3702
4001,따님,5432
4002,현지,2209
4003,가지,1672
4004,그때,126
4005,보람,2151
4006,맞다,1227
4007,뻔하다,2833
4008,혹시,1121
4009,미디어,2056
4010,머릿속,1719
4011,실천,730
4012,북부,2716
4013,침착하다,4615
4014,그놈,3222
4015,씌우다,4036
4016,본격적,1265
4017,실망하다,3880
4018,수건,3428
4019,기관,334
4020,심장,1609
4021,이월,1414
4022,카운터,3044
4023,때때로,4693
4024,모레,5305
4025,설치,2111
4026,사이,118
4027,곤란하다,2890
4028,걱정스럽다,4144
4029,끼다,3311
4030,동서,4087
4031,일정하다,1064
4032,유지하다,622
4033,일상,2181
4034,공통되다,4410
4035,미사일,3476
4036,신념,3161
4037,객관적,1989
4038,김밥,4688
4039,자랑하다,2304
4040,뵈다,4173
4041,갇히다,2854
4042,짚다,2354
4043,바탕,780
4044,쓸다,3379
4045,열차,2079
4046,줄다,2256
4047,표현되다,2740
4048,깨우다,3412
4049,멍멍,5446
4050,내용,144
4051,근래,3606
4052,사자,5093
4053,생겨나다,1400
4054,신분,1680
4055,메다,4243
4056,비명,2946
4057,연습,1498
4058,구조,261
4059,입히다,3034
4060,사회자,4922
4061,소극적,3425
4062,대략,3782
4063,내려놓다,2637
4064,신규,3110
4065,순간,402
4066,유산,3894
4067,날짜,2396
4068,찌다,4675
4069,보다,671
4070,극복하다,1061
4071,사무,4100
4072,사표,3688
4073,이때,414
4074,중순,3833
4075,찬성하다,4804
4076,실례하다,5375
4077,공동,737
4078,퍼지다,1268
4079,정,1801
4080,식료품,5196
4081,마리,910
4082,집어넣다,2655
4083,우연히,2350
4084,질문,893
4085,교육자,4371
4086,준비하다,867
4087,현,1395
4088,즐겁다,777
4089,이롭다,4866
4090,대표,358
4091,걸리다,280
4092,필요성,1647
4093,장남,3206
4094,따라서,192
4095,제시하다,723
4096,칫솔,4881
4097,구역,1604
4098,지진,4501
4099,국제선,5349
4100,술집,1900
4101,재생,3496
4102,회사,288
4103,강사,3999
4104,의견,558
4105,고함,3220
4106,소지품,4263
4107,회복,1603
4108,굵다,1523
4109,자율,2519
4110,아르바이트,3524
4111,멸치,3789
4112,서쪽,2513
4113,마침,1797
4114,은행나무,3978
4115,모이다,461
4116,그곳,670
4117,고교,3088
4118,편의점,5456
4119,유명,3634
4120,매,3945
4121,전반,3209
4122,사냥,4385
4123,빛깔,2798
4124,헤매다,2744
4125,경찰,479
4126,녹색,3270
4127,된장찌개,5249
4128,압력,1586
4129,정확하다,789
4130,불쌍하다,2541
4131,가루,2237
4132,같다,9
4133,방울,3955
4134,잡다,136
4135,농산물,1527
4136,빚,2982
4137,이날,468
4138,늘리다,1299
4139,일월,1370
4140,광고,232
4141,스포츠,1342
4142,제대하다,4734
4143,시디,4930
4144,재미,1130
4145,싫어지다,5198
4146,다섯째,5409
4147,날카롭다,3013
4148,전세,4552
4149,피곤,5050
4150,술잔,3967
4151,서명,4480
4152,잘못되다,1222
4153,따다,1263
4154,상인,3025
4155,금지,2070
4156,늙다,1318
4157,좋아,4798
4158,양파,1666
4159,완성되다,3031
4160,수동적,3966
4161,그거,87
4162,종교적,4669
4163,거들다,3933
4164,세우다,304
4165,출근,3398
4166,사과하다,4849
4167,부딪치다,2108
4168,인연,1884
4169,산소,2126
4170,정오,4733
4171,데려가다,3726
4172,물,109
4173,여성,93
4174,진급,3126
4175,낮다,754
4176,기다,3722
4177,흥미롭다,4065
4178,정치인,2278
4179,틀림없이,3600
4180,유학생,4438
4181,동물원,5304
4182,깜짝,2215
4183,아끼다,1489
4184,사진,560
4185,멋지다,2669
4186,칠십,5400
4187,상대,930
4188,발걸음,3101
4189,이따가,5329
4190,통하다,48
4191,어린아이,3163
4192,슬픔,2250
4193,초보자,5134
4194,긍정적,2360
4195,세련되다,3486
4196,흙,1361
4197,일요일,1415
4198,살,1768
4199,좁다,1392
4200,마을,357
4201,담당자,3666
4202,밝히다,158
4203,실험,1506
4204,배추,3193
4205,증가,2007
4206,클럽,4138
4207,도마,4760
4208,편,4884
4209,전구,5126
4210,질적,3643
4211,표준,3129
4212,다가오다,984
4213,얼음,2839
4214,주방,2881
4215,얼다,3437
4216,요일,4656
4217,실태,2460
4218,들이마시다,4469
4219,시작,1143
4220,없애다,1515
4221,묶다,2173
4222,화살,3215
4223,갈비탕,5457
4224,필연적,3503
4225,꼭대기,2970
4226,중국집,5277
4227,위반하다,4194
4228,의미하다,1091
4229,인생,685
4230,근거,982
4231,조금,570
4232,꽃씨,5164
4233,옛날이야기,4937
4234,뽑다,969
4235,환경,202
4236,뜻,216
4237,야구,2155
4238,누르다,1271
4239,예습,5440
4240,게임,682
4241,도자기,3727
4242,부탁하다,2342
4243,힘차다,3005
4244,먹이,2899
4245,떠나다,242
4246,등록하다,5070
4247,해마다,2027
4248,연기,4393
4249,영,4483
4250,여론,1562
4251,시들다,4929
4252,소비자,597
4253,우유,1627
4254,이야기,131
4255,점잖다,4126
4256,시인,691
4257,비로소,1216
4258,실제로,667
4259,타다,4401
4260,주제,650
4261,보도,1466
4262,눈길,1169
4263,창밖,1983
4264,천둥,5314
4265,놀이,919
4266,후춧가루,1794
4267,평화,1075
4268,치우다,5226
4269,합하다,4365
4270,기름,1495
4271,필름,4307
4272,짜다,5041
4273,문구,4331
4274,양쪽,2021
4275,산업,291
4276,김치찌개,5367
4277,입구,1706
4278,김,4518
4279,얼른,814
4280,코미디,4505
4281,자장면,3705
4282,감사하다,3655
4283,침실,4361
4284,핸드폰,5237
4285,편지,736
4286,학점,4452
4287,한겨울,5234
4288,스키,5008
4289,제작하다,2589
4290,등산,3674
4291,집단,417
4292,구속,1058
4293,인간성,3751
4294,특별,894
4295,어느덧,3630
4296,눈뜨다,4757
4297,키스,4139
4298,한글,988
4299,제거하다,2255
4300,영혼,2060
4301,가볍다,927
4302,휴지,4313
4303,냇물,4979
4304,글자,1243
4305,농업,555
4306,얄밉다,4855
4307,놓이다,1031
4308,감정,659
4309,동물,1008
4310,보호하다,1302
4311,분필,5447
4312,자신감,3076
4313,어서,1204
4314,마이크,2974
4315,교과서,2313
4316,튀다,3083
4317,이끌다,986
4318,소재,1184
4319,집안,948
4320,예컨대,2022
4321,조절하다,3000
4322,맛,289
4323,귀,654
4324,반영하다,1751
4325,잃어버리다,2083
4326,연락하다,3167
4327,크다,2187
4328,영업,2619
4329,킬로,5140
4330,신체,944
4331,우표,5312
4332,고민,1387
4333,방해하다,3618
4334,피해,815
4335,십이월,1106
4336,놔두다,4322
4337,두드러지다,2293
4338,각종,631
4339,남쪽,1270
4340,시대,69
4341,활짝,3304
4342,닷새,5334
4343,해결,1551
4344,생명,162
4345,몰래,1840
4346,눕다,761
4347,송아지,4777
4348,넥타이,4465
4349,정장,4796
4350,작아지다,4795
4351,입국,5340
4352,해당되다,2814
4353,볼펜,5088
4354,짐작,3907
4355,심각해지다,5010
4356,가사,3405
4357,셋째,3691
4358,이별,4119
4359,추진하다,1100
4360,연애,3583
4361,원래,915
4362,한둘,5147
4363,독일어,5321
4364,기여하다,2394
4365,덕,2363
4366,감옥,2695
4367,남동생,4978
4368,가요,4407
4369,원숭이,4599
4370,정해지다,2352
4371,연기되다,5025
4372,들여다보다,1378
4373,내외,3781
4374,개선되다,3545
4375,터미널,4813
4376,비타민,4257
4377,소개,2719
4378,아쉽다,2461
4379,보고하다,3022
4380,비교,2075
