,ko,en,word_count,source,filepath,zipf,word,frequency,level
717,신화,myth,1,SNU,서울대 한국어 4B,4.8,신화,1250.0,intermediate
485,비용,"cost, expense",1,topik,TOPIK Essential Vocab 1000 (Intermediate),4.8,비용,912.0,intermediate
340,운동부족,the lack of exercise,1,hanyang,Hanyang Workbook - 중급 1,4.8,,,intermediate
454,떨어지다,to be far apart,1,sogang,Sogang Korean 3B (w,4.8,떨어지다,219.0,intermediate
132,비용,expense; cost,1,integrated,Integrated Korean Intermediate 2 - First Edition,4.8,비용,912.0,intermediate
905,종류,"a kind, variety, sort (not 가...)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.8,종류,753.0,intermediate
31,회사에 들어오다,to enter a company as employee,2,sogang,Sogang 3A vocabulary,4.8,,,intermediate
1185,변화,Change,1,sungkyunkwan,성균관 어학 4급,4.8,변화,214.0,intermediate
822,비용,Cost,1,sungkyunkwan,성균관어학 3급,4.8,비용,912.0,intermediate
393,홍보부,a publicity department,1,hanyang,한양대 중급2,4.8,,,intermediate
70,멀리하다,"to avoid, to keep away from, to abstain, to swear off (not 피.., 꺼..)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.8,,,intermediate
18,즐기다,enjoy,1,hanyang,한양대 중급2,4.8,즐기다,526.0,intermediate
749,자료,material,1,other,가나다 intermediate 2,4.8,자료,383.0,intermediate
801,변화,change; transition,1,hanyang,Hanyang Workbook - 중급 1,4.8,변화,214.0,intermediate
37,인기가 높아지다,to become popular,2,hanyang,Hanyang Workbook - 중급 1,4.8,,,intermediate
85,비용,cost,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.8,비용,912.0,intermediate
643,떨어지다,to fall; drop,1,other,Seoul National University Korean Level 4,4.8,떨어지다,219.0,intermediate
504,즐기다,to enjoy,1,hanyang,Hanyang Workbook - 중급 1,4.8,즐기다,526.0,intermediate
83,비교적,comparatively,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.8,비교적,1311.0,intermediate
1730,당시,At that time,1,sungkyunkwan,성균관 어학 4급,4.8,당시,195.0,intermediate
276,당시,at that time; in those days,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.8,당시,195.0,intermediate
530,꿈이 현실이 되다,"a dream becomes reality, a dream comes true",3,sogang,Sogang 4B,4.8,,,intermediate
1277,자료,Data,1,sungkyunkwan,성균관 어학 4급,4.8,자료,383.0,intermediate
784,프로그램,a program,1,hanyang,Hanyang Workbook - 중급 1,4.8,프로그램,266.0,intermediate
230,규칙적,regular,1,sogang,Sogang Korean 3B (w,4.8,규칙적,3185.0,intermediate
39,미디어,media,1,hanyang,한양대 중급2,4.8,미디어,2056.0,intermediate
1151,종류,kind,1,other,2000 Essential Korean Words - Intermediate,4.8,종류,753.0,intermediate
0,떨어지다,to be out,1,other,가나다 intermediate 2,4.8,떨어지다,219.0,intermediate
712,프로그램,program,1,other,Seoul National University Korean Level 4,4.8,프로그램,266.0,intermediate
89,즐기다,1. to enjoy one's time 2. to enjoy a sport 3. to enjoy food or drinks,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.8,즐기다,526.0,intermediate
1653,이기적인,Selfishly,1,sungkyunkwan,성균관 어학 4급,4.8,,,intermediate
1809,시간은 금,time is as valuable as gold,2,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.8,,,intermediate
977,개봉하다,to premiere,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.8,,,intermediate
1016,미디어,media,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.8,미디어,2056.0,intermediate
1567,자료,Data,1,sungkyunkwan,성균관 어학 4급,4.8,자료,383.0,intermediate
688,자료,materials,1,other,2000 Essential Korean Words - Intermediate,4.8,자료,383.0,intermediate
118,매,counter for number of sheets of paper (not 장),1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.8,매,3945.0,intermediate
540,자료,"material, data",1,hanyang,한양대 중급2,4.8,자료,383.0,intermediate
2090,비용,"costs, expenses (not 지..)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.8,비용,912.0,intermediate
238,신화,legend,1,sogang,Sogang 4A,4.8,신화,1250.0,intermediate
538,즐기다,to enjoy,1,sogang,Sogang 4A,4.8,즐기다,526.0,intermediate
380,즐기다,to enjoy,1,other,가나다 intermediate 2,4.8,즐기다,526.0,intermediate
534,변화,"change/alteration 환경, 모습, 상황",1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.8,변화,214.0,intermediate
359,즐기다,to enjoy,1,integrated,Integrated Korean Intermediate 1,4.8,즐기다,526.0,intermediate
349,프로그램,television program,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.8,프로그램,266.0,intermediate
730,당시,that very day/ the day of,1,other,2000 Essential Korean Words - Intermediate,4.8,당시,195.0,intermediate
1238,종류,Kind,1,sungkyunkwan,성균관 어학 4급,4.8,종류,753.0,intermediate
127,자료,data,1,sogang,Sogang Korean 3B (w,4.8,자료,383.0,intermediate
279,비용,cost,1,sogang,Sogang 4B,4.8,비용,912.0,intermediate
419,종류,"kind, sort, variety",1,kiip,KIIP 중급1 (Level 3),4.8,종류,753.0,intermediate
960,떨어지다,"to separate from; to get worse, decline; to fall; to fail (a test), lose (an election); to lack",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.8,떨어지다,219.0,intermediate
1,멀리하다,to be distant from someone,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.8,,,intermediate
590,나이 차이가 적다,a small age difference,3,kiip,KIIP 중급1 (Level 3),4.8,,,intermediate
70,변화하다,to transform,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.8,변화하다,1558.0,intermediate
1722,겸하다,"to combine, unite, to include, to possess both, to hold two posts",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.8,,,intermediate
55,떨어지다,To fall,1,sungkyunkwan,성균관어학 3급,4.8,떨어지다,219.0,intermediate
486,떨어지다,to fail (an exam),1,other,가나다 intermediate 2,4.8,떨어지다,219.0,intermediate
394,변화하다,to change (not 바꾸다),1,kiip,KIIP 4 - 2016,4.8,변화하다,1558.0,intermediate
1127,종류,Kind,1,sungkyunkwan,성균관 어학 4급,4.8,종류,753.0,intermediate
690,변화,Change,1,sungkyunkwan,성균관 어학 4급,4.8,변화,214.0,intermediate
505,즐기다,To enjoy,1,yonsei,Yonsei 3-1 연세 한국어,4.8,즐기다,526.0,intermediate
730,언제 시간이 괜찮으세요?,“What time works for you?”,3,sogang,Sogang 4B,4.8,,,intermediate
23,자라다,to grow up,1,kiip,KIIP 중급1 (Level 3),4.8,자라다,591.0,intermediate
259,해결 방법,a solution (a method of resolving some problem),2,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.8,,,intermediate
234,변화,Change,1,sungkyunkwan,성균관 어학 4급,4.8,변화,214.0,intermediate
818,프로그램,program,1,other,2000 Essential Korean Words - Intermediate,4.8,프로그램,266.0,intermediate
390,비용,"cost, expense, charge",1,kiip,KIIP 4 - 2016,4.8,비용,912.0,intermediate
1102,변화,a change,1,other,2000 Essential Korean Words - Intermediate,4.8,변화,214.0,intermediate
1023,당시,"at that time, in those days, then",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.8,당시,195.0,intermediate
513,개봉하다,to release a movie,1,hanyang,Hanyang Workbook - 중급 1,4.8,,,intermediate
530,매다,tie up,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.8,매다,3098.0,intermediate
352,규칙적,regular,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.8,규칙적,3185.0,intermediate
680,멀리,far,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.8,멀리,773.0,intermediate
153,자라다,"to grow up, be raised",1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.8,자라다,591.0,intermediate
707,비용,a cost,1,other,2000 Essential Korean Words - Intermediate,4.8,비용,912.0,intermediate
165,첫인상,a first impression,1,hanyang,Hanyang Workbook - 중급 1,4.79,,,intermediate
926,집중하다,to concentrate,1,hanyang,Hanyang Workbook - 중급 1,4.79,집중하다,5040.0,intermediate
253,첫인상,first impression,1,hanyang,Hanyang Workbook - 중급 1,4.79,,,intermediate
2254,맨발,Bare Foot,1,sungkyunkwan,성균관 어학 4급,4.79,,,intermediate
1995,안정시키다,To stablize,1,sungkyunkwan,성균관 어학 4급,4.79,,,intermediate
651,뇌,brain,1,SNU,서울대 한국어 4B,4.79,뇌,2198.0,intermediate
718,집중하다,to focus; concentrate,1,other,Seoul National University Korean Level 4,4.79,집중하다,5040.0,intermediate
52,방문하다,to visit,1,hanyang,Hanyang Workbook - 중급 1,4.79,방문하다,1530.0,intermediate
2056,규칙적이다,To be regular,1,sungkyunkwan,성균관 어학 4급,4.79,,,intermediate
1237,뇌,a brain,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.79,뇌,2198.0,intermediate
347,방문,visit,1,integrated,Integrated Korean Intermediate 2 - First Edition,4.79,방문,3372.0,intermediate
454,뇌,the brain,1,sogang,Sogang 4B,4.79,뇌,2198.0,intermediate
1340,순위,"order, ranking, standing, precedence (not ...서)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.79,순위,4106.0,intermediate
755,집중하다,"to focus, concentrate",1,yonsei,Yonsei 3-2 연세 한국어,4.79,집중하다,5040.0,intermediate
1114,교육을 시키다,to give a training; education; to educate,2,hanyang,Hanyang Workbook - 중급 1,4.79,,,intermediate
52,방문하다,to visit,1,sogang,Sogang 3A vocabulary,4.79,방문하다,1530.0,intermediate
678,첫인상,first impression,1,topik,TOPIK Essential Vocab 1000 (Intermediate),4.79,,,intermediate
1550,투표함에 넣다,to put (the ballot) into the ballot box,2,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.79,,,intermediate
199,침대,bed,1,integrated,Integrated Korean Intermediate 1,4.79,침대,1326.0,intermediate
675,첫인상,first impression,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.79,,,intermediate
139,그럴 리가요,no way,2,yonsei,Yonsei 3-2 연세 한국어,4.79,,,intermediate
801,침대,Bed,1,sungkyunkwan,성균관어학 3급,4.79,침대,1326.0,intermediate
825,뇌,brain,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.79,뇌,2198.0,intermediate
128,알을 낳다,to lay eggs,2,SNU,서울대 한국어 4B,4.79,,,intermediate
540,집중하다,to concentrate; focus,1,other,Seoul National University Korean Level 4,4.79,집중하다,5040.0,intermediate
632,집중하다,"to concentrate, to focus",1,sogang,Sogang 4A,4.79,집중하다,5040.0,intermediate
202,집중하다,to concentrate,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.79,집중하다,5040.0,intermediate
340,파일,1. file (office) 2. electronic file ,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.79,파일,2657.0,intermediate
816,규칙적이다,to be regular,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.79,,,intermediate
725,도대체,What on earth,1,sungkyunkwan,성균관 어학 4급,4.79,도대체,904.0,intermediate
1451,첫인상,first impression,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.79,,,intermediate
618,도대체,why/what/how in the world,1,SNU,서울대 한국어 4B,4.79,도대체,904.0,intermediate
538,개봉되다,to be released,1,other,Seoul National University Korean Level 4,4.79,,,intermediate
858,상관없다,have nothing to do with,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.79,상관없다,3069.0,intermediate
736,파리,a fly,1,hanyang,Hanyang Workbook - 중급 1,4.79,파리,3763.0,intermediate
104,첫인상,first impression,1,yonsei,Yonsei 3-1 연세 한국어,4.79,,,intermediate
1882,상관없다,to not matter (ns),1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.79,상관없다,3069.0,intermediate
1027,방문하다,visit,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.79,방문하다,1530.0,intermediate
429,첫인상,first impression,1,sogang,Sogang 3A vocabulary,4.79,,,intermediate
711,똥,dung; poop,1,hanyang,Hanyang Workbook - 중급 1,4.79,,,intermediate
563,손님은 겪다,to entertain guests,2,yonsei,Yonsei 3-2 연세 한국어,4.79,,,intermediate
560,집중,focus,1,other,2000 Essential Korean Words - Intermediate,4.79,집중,1776.0,intermediate
292,매를 들다,to spank ,2,yonsei,연세 한국어 4-1 [Yonsei Korean 4-1],4.79,,,intermediate
661,도대체,"at all, how on earth",1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.79,도대체,904.0,intermediate
568,집중하다,to concentrate,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.79,집중하다,5040.0,intermediate
63,도대체,at all; ever,1,other,가나다 intermediate 2,4.79,도대체,904.0,intermediate
423,방문,"a visit, a (informal) drop by, a call",1,kiip,KIIP 중급1 (Level 3),4.79,방문,3372.0,intermediate
31,집중하다,concentrate on,1,topik,TOPIK 필수어위 1000 중급,4.79,집중하다,5040.0,intermediate
67,방문하다,to visit (formally),1,other,Korean Vocabulary Practice (INTERMEDIATE),4.79,방문하다,1530.0,intermediate
26,첫인상,first impression,1,kiip,KIIP 4 - 2016,4.79,,,intermediate
395,다만,"but, however",1,sogang,Sogang 4A,4.79,다만,549.0,intermediate
458,집중하다,"to focus, to concentrate",1,topik,TOPIK Essential Vocab 1000 (Intermediate),4.79,집중하다,5040.0,intermediate
625,상관없다,"to have nothing to do (with), bear no relation, be unrelated",1,yonsei,Yonsei 3-2 연세 한국어,4.79,상관없다,3069.0,intermediate
852,상관없다,"for there to be no connection between, regardless of, to not care",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.79,상관없다,3069.0,intermediate
2274,첫인상,first impression,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.79,,,intermediate
31,옛날이야기,an old tale,1,sogang,Sogang Korean 3B (w,4.79,옛날이야기,4937.0,intermediate
2217,다만,"only, simply, merely, just (not 오.., 단, 고.., 뿐, 불...)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.79,다만,549.0,intermediate
743,검은 돌,black stone,2,sogang,Sogang 4B,4.79,,,intermediate
2457,산 교육,Real life education,2,sungkyunkwan,성균관 어학 4급,4.79,,,intermediate
2363,도대체,"in the world, under the sun, the heck, the hell",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.79,도대체,904.0,intermediate
271,개봉되다,be released,1,hanyang,한양대 중급2,4.79,,,intermediate
1005,방문,a visit,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.79,방문,3372.0,intermediate
397,규칙적이다,be regular,1,yonsei,Yonsei 3-1 연세 한국어,4.79,,,intermediate
817,파일,file,1,other,2000 Essential Korean Words - Intermediate,4.79,파일,2657.0,intermediate
354,집중,Concentration,1,sungkyunkwan,성균관 어학 4급,4.79,집중,1776.0,intermediate
687,파일,a file,1,hanyang,Hanyang Workbook - 중급 1,4.79,파일,2657.0,intermediate
745,상관없다,"to not matter, to have nothing to do with something",1,other,Korean Vocabulary Practice (INTERMEDIATE),4.79,상관없다,3069.0,intermediate
586,첫인상,first impression,1,kiip,KIIP 4 - 2016,4.79,,,intermediate
1363,뇌,Brain,1,sungkyunkwan,성균관 어학 4급,4.79,뇌,2198.0,intermediate
1358,도대체,"On earth, just why",1,sungkyunkwan,성균관 어학 4급,4.79,도대체,904.0,intermediate
1023,바람을 느끼다,Have a good feeling,2,sungkyunkwan,성균관 어학 4급,4.79,,,intermediate
378,침대,bed,1,sogang,Sogang 3A vocabulary,4.79,침대,1326.0,intermediate
118,멀리서,from far away (a distance),1,yonsei,Yonsei 3-2 연세 한국어,4.79,,,intermediate
522,시작이 반이라고 하잖아요,People say that starting is half the battle,3,sogang,Sogang Korean 3B (w,4.79,,,intermediate
1025,규칙적이다,To be regular,1,sungkyunkwan,성균관 어학 4급,4.79,,,intermediate
255,순위,Ranking,1,sungkyunkwan,성균관 어학 4급,4.79,순위,4106.0,intermediate
1122,비경제적이다,to be uneconomical,1,other,Korean Vocabulary Practice (INTERMEDIATE),4.79,,,intermediate
0,꾼만 같다,to seem like a dream,2,other,Seoul National University Korean Level 4,4.79,,,intermediate
354,집중,Concentration,1,topik,TOPIK Essential Vocab 1000 (Intermediate),4.79,집중,1776.0,intermediate
1368,일반계,general (school type),1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.79,,,intermediate
542,방문하다,to visit (a place),1,sogang,Sogang 4A,4.79,방문하다,1530.0,intermediate
1674,집을 구하다,to look for a house,2,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.79,,,intermediate
1211,맨발,bare foot,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.79,,,intermediate
333,뇌,brain,1,topik,TOPIK Essential Vocab 1000 (Intermediate),4.79,뇌,2198.0,intermediate
264,인상에 남다,To leave an impression,2,sungkyunkwan,성균관 어학 4급,4.79,,,intermediate
627,옛날이야기,fairy tale,1,other,가나다 intermediate 2,4.79,옛날이야기,4937.0,intermediate
521,도대체,1. in the world 2. at all,1,other,2000 Essential Korean Words - Intermediate,4.79,도대체,904.0,intermediate
266,규칙적이다,to be regular,1,integrated,Integrated Korean Intermediate 2 - First Edition,4.79,,,intermediate
912,후회,Regret,1,sungkyunkwan,성균관어학 3급,4.78,후회,4681.0,intermediate
35,실제로,actually,1,yonsei,Yonsei 3-2 연세 한국어,4.78,실제로,667.0,intermediate
11,권리,"right (eg. civil, human)",1,yonsei,Yonsei Korean 4-2 (Units 6-10) + Proverbs,4.78,권리,1140.0,intermediate
1093,수고하다,to give oneself trouble; to work hard,1,hanyang,Hanyang Workbook - 중급 1,4.78,수고하다,4532.0,intermediate
592,나이 차이가 많다,a large age difference,3,kiip,KIIP 중급1 (Level 3),4.78,,,intermediate
911,중심,"the center, the focus, the core, the main",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,중심,227.0,intermediate
16,발생,"occurrence, out break, genesis, birth, origination",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,발생,2219.0,intermediate
1161,실제로,In reality,1,sungkyunkwan,성균관 어학 4급,4.78,실제로,667.0,intermediate
1423,피해,harm damage,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.78,피해,815.0,intermediate
61,제품,manufactured products,1,sogang,Sogang Korean 3B (w,4.78,제품,389.0,intermediate
42,직업,"occupation, job",1,kiip,KIIP 중급1 (Level 3),4.78,직업,1252.0,intermediate
43,직업,"a job, an occupation",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,직업,1252.0,intermediate
1460,덜다,1. to lessen something in quantity or volume 2. to lighten,1,other,2000 Essential Korean Words - Intermediate,4.78,덜다,2640.0,intermediate
79,발생하다,"to occur, happen",1,kiip,KIIP 4 - 2016,4.78,발생하다,577.0,intermediate
391,실제로,In reality,1,sungkyunkwan,성균관어학 3급,4.78,실제로,667.0,intermediate
207,제품,"good, product",1,yonsei,Yonsei Korean 4-2 (Units 6-10) + Proverbs,4.78,제품,389.0,intermediate
616,실제로,really,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.78,실제로,667.0,intermediate
1269,탓,"fault, blame, reason, ground, cause",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,탓,959.0,intermediate
302,직업,"profession, job, occupation",1,integrated,Integrated Korean Intermediate 2 - First Edition,4.78,직업,1252.0,intermediate
1020,발생하다,happen,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.78,발생하다,577.0,intermediate
450,만약에 네가 나라면,If you were me,3,yonsei,Yonsei 3-2 연세 한국어,4.78,,,intermediate
503,제품,a product,1,hanyang,Hanyang Workbook - 중급 1,4.78,제품,389.0,intermediate
486,들리다,hear,1,topik,TOPIK 필수어위 1000 중급,4.78,들리다,674.0,intermediate
1708,대기업,major company,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.78,대기업,1915.0,intermediate
424,들리다,be heard,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.78,들리다,674.0,intermediate
937,들리다,To be audible,1,sungkyunkwan,성균관어학 3급,4.78,들리다,674.0,intermediate
153,상관,"concerned with, related to",1,yonsei,Yonsei Korean 4-2 (Units 6-10) + Proverbs,4.78,상관,3482.0,intermediate
891,후회하다,To regret,1,sungkyunkwan,성균관어학 3급,4.78,후회하다,3768.0,intermediate
464,인상을 쓰다,To frown,2,sungkyunkwan,성균관어학 3급,4.78,,,intermediate
192,들리다,to hear,1,topik,TOPIK Essential Vocab 1000 (Intermediate),4.78,들리다,674.0,intermediate
301,전달하다,"to deliver, convey, communicate, notify (longer)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,전달하다,1931.0,intermediate
1474,권리,"right, claim",1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.78,권리,1140.0,intermediate
5,실제로,Actually,1,sungkyunkwan,성균관 어학 4급,4.78,실제로,667.0,intermediate
15,후회하다,to regret,1,topik,TOPIK Essential Vocab 1000 (Intermediate),4.78,후회하다,3768.0,intermediate
192,덜다,reduce,1,topik,TOPIK 필수어위 1000 중급,4.78,덜다,2640.0,intermediate
386,권리,"Right, privilege",1,sungkyunkwan,성균관 어학 4급,4.78,권리,1140.0,intermediate
282,피해 ,"harm/damage (verbs used with 피해: 입다, 주다, 보다)",2,yonsei,연세 한국어 4-1 [Yonsei Korean 4-1],4.78,,,intermediate
586,덜,less,1,hanyang,Hanyang Workbook - 중급 1,4.78,덜,1697.0,intermediate
1788,대기업,conglomerate,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.78,대기업,1915.0,intermediate
1890,피해,Damage,1,sungkyunkwan,성균관 어학 4급,4.78,피해,815.0,intermediate
808,제품,"product, manufactured goods (not 상...)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,제품,389.0,intermediate
136,들리다,to be heard,1,other,2000 Essential Korean Words - Intermediate,4.78,들리다,674.0,intermediate
289,제품,product,1,SNU,서울대 한국어 4B,4.78,제품,389.0,intermediate
811,피해,"damage, harm, injury (not 손..)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,피해,815.0,intermediate
915,피해,damage,1,other,2000 Essential Korean Words - Intermediate,4.78,피해,815.0,intermediate
373,스타일,style,1,integrated,Integrated Korean Intermediate 1,4.78,스타일,1772.0,intermediate
814,전달,"delivery, transmission",1,other,2000 Essential Korean Words - Intermediate,4.78,전달,3390.0,intermediate
28,발생하다,to break out; happen,1,other,Seoul National University Korean Level 4,4.78,발생하다,577.0,intermediate
163,한겨울,Mid-winter,1,sungkyunkwan,성균관어학 3급,4.78,한겨울,5234.0,intermediate
21,실제로,actually; in reality,1,other,Seoul National University Korean Level 4,4.78,실제로,667.0,intermediate
1098,발생,an occurrence,1,other,2000 Essential Korean Words - Intermediate,4.78,발생,2219.0,intermediate
531,사회생활,social life,1,other,Seoul National University Korean Level 4,4.78,사회생활,4386.0,intermediate
943,제품,a product,1,other,2000 Essential Korean Words - Intermediate,4.78,제품,389.0,intermediate
15,실제로,"actually, really",1,kiip,KIIP 4 - 2016,4.78,실제로,667.0,intermediate
666,올해,this year,1,other,Seoul National University Korean Level 4,4.78,올해,539.0,intermediate
931,집중적,Intensively,1,sungkyunkwan,성균관 어학 4급,4.78,집중적,3451.0,intermediate
708,성우,voice actor,1,other,Seoul National University Korean Level 4,4.78,,,intermediate
1408,중심,"the center, the focus, the core, the main",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,중심,227.0,intermediate
875,덜,Less,1,sungkyunkwan,성균관어학 3급,4.78,덜,1697.0,intermediate
736,실제로,actually,1,other,가나다 intermediate 2,4.78,실제로,667.0,intermediate
762,집중이 되다,To concentrate,2,sungkyunkwan,성균관어학 3급,4.78,,,intermediate
62,후회하다,regret,1,topik,TOPIK 필수어위 1000 중급,4.78,후회하다,3768.0,intermediate
195,실제로,actually,1,other,2000 Essential Korean Words - Intermediate,4.78,실제로,667.0,intermediate
72,올해,this year,1,sogang,Sogang 4A,4.78,올해,539.0,intermediate
89,후회하다,to regret,1,yonsei,Yonsei 3-1 연세 한국어,4.78,후회하다,3768.0,intermediate
323,덜,less,1,sogang,Sogang Korean 3B (w,4.78,덜,1697.0,intermediate
448,네 가슴이 시키는 데로해,follow your heart,4,yonsei,Yonsei 3-2 연세 한국어,4.78,,,intermediate
1,실제로,"in reality, actually, in fact (not 사.., 현..)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,실제로,667.0,intermediate
2067,대학에 지원하다,To apply for college,2,sungkyunkwan,성균관 어학 4급,4.78,,,intermediate
556,대기업,major company,1,hanyang,한양대 중급2,4.78,대기업,1915.0,intermediate
536,귀,Ear,1,sungkyunkwan,성균관어학 3급,4.78,귀,654.0,intermediate
666,전달,"transmit, convey, deliver",1,kiip,KIIP 중급1 (Level 3),4.78,전달,3390.0,intermediate
418,덜,less,1,hanyang,Hanyang Workbook - 중급 1,4.78,덜,1697.0,intermediate
842,피해,"harm, damage",1,kiip,KIIP 4 - 2016,4.78,피해,815.0,intermediate
470,상관,relation,1,sogang,Sogang Korean 3B (w,4.78,상관,3482.0,intermediate
1968,왕자,Prince,1,sungkyunkwan,성균관 어학 4급,4.78,왕자,3632.0,intermediate
1159,덜다,"1. to lessen, to lighter 2. to take back, to lessen",1,other,Korean Vocabulary Practice (INTERMEDIATE),4.78,덜다,2640.0,intermediate
196,후회하다,to regret,1,sogang,Sogang Korean 3B (w,4.78,후회하다,3768.0,intermediate
662,자연의 미,natural beauty,2,yonsei,Yonsei 3-2 연세 한국어,4.78,,,intermediate
1565,민주화,democratization,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,4.78,민주화,1465.0,intermediate
1315,전달하다,deliver,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),4.78,전달하다,1931.0,intermediate
514,전달하다,pass; deliver,1,topik,TOPIK 필수어위 1000 중급,4.78,전달하다,1931.0,intermediate
213,피해,"harm, damage",1,kiip,KIIP 4 - 2016,4.78,피해,815.0,intermediate
35,스타일,a style,1,other,2000 Essential Korean Words - Intermediate,4.78,스타일,1772.0,intermediate
1683,발생하다,To occur,1,sungkyunkwan,성균관 어학 4급,4.78,발생하다,577.0,intermediate
627,전달하다,"to pass along, to forward, to deliver",1,topik,TOPIK Essential Vocab 1000 (Intermediate),4.78,전달하다,1931.0,intermediate
1307,섹시하다,To be sexy,1,sungkyunkwan,성균관 어학 4급,4.78,섹시하다,5192.0,intermediate
1157,대기업,"big business, conglomerate",1,other,Korean Vocabulary Practice (INTERMEDIATE),4.78,대기업,1915.0,intermediate
355,후회하다,to regret,1,other,Seoul National University Korean Level 4,4.78,후회하다,3768.0,intermediate
9,사회생활,social life,1,hanyang,Hanyang Workbook - 중급 1,4.78,사회생활,4386.0,intermediate
565,후회하다,"to regret, be sorry (penitent) for, suffer remorse over (not 서..., 섭...)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,4.78,후회하다,3768.0,intermediate
565,탓,a fault,1,other,2000 Essential Korean Words - Intermediate,4.78,탓,959.0,intermediate
448,권리,"right, claim",1,kiip,KIIP 4 - 2016,4.78,권리,1140.0,intermediate
134,덜,less,1,topik,TOPIK 필수어위 1000 중급,4.78,덜,1697.0,intermediate
195,후회,regret,1,sogang,Sogang Korean 3B (w,4.78,후회,4681.0,intermediate
35,권리 ,rights ,2,yonsei,연세 한국어 4-1 [Yonsei Korean 4-1],4.78,,,intermediate
543,실제로,actually,1,topik,TOPIK 필수어위 1000 중급,4.78,실제로,667.0,intermediate
316,올해,this year,1,integrated,Integrated Korean Intermediate 1,4.78,올해,539.0,intermediate
