,ko,en,word_count,source,filepath,zipf,word,frequency,level
532,이,Tooth,1,sungkyunkwan,성균관어학 3급,7.49,이,5117.0,intermediate
2194,이,teeth,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,7.49,이,5117.0,intermediate
223,이,tooth,1,integrated,Integrated Korean Intermediate 2 - First Edition,7.49,이,5117.0,intermediate
39,은,silver,1,other,2000 Essential Korean Words - Intermediate,7.2,은,4439.0,intermediate
1150,다,"all, everything (not 전...)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,7.11,다,3271.0,intermediate
1083,도,a degree (temperature),1,other,2000 Essential Korean Words - Intermediate,6.98,도,2972.0,intermediate
21,한,approximately (=약),1,SNU,서울대 한국어 4B,6.91,한,2922.0,intermediate
1127,게,a crab,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.9,게,3547.0,intermediate
1267,지,"the time since, from the time when",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.87,지,527.0,intermediate
1110,해,Sun,1,sungkyunkwan,성균관 어학 4급,6.82,해,5052.0,intermediate
283,해,"harm/damage (verbs used: 입다, 입히다, 주다)",1,yonsei,연세 한국어 4-1 [Yonsei Korean 4-1],6.82,해,5052.0,intermediate
398,해,the sun,1,sogang,Sogang Korean 3B (w,6.82,해,5052.0,intermediate
61,(이)나,or,1,integrated,Integrated Korean Intermediate 2 - First Edition,6.79,,,intermediate
162,요,korean style mattress used as a bed on the floor,1,other,Korean Vocabulary Practice (INTERMEDIATE),6.74,요,4546.0,intermediate
134,들다,"1. to cost, to need, to require 2. to join, to enter",1,other,Korean Vocabulary Practice (INTERMEDIATE),6.73,들다,2504.0,intermediate
710,들다,To lift up,1,sungkyunkwan,성균관어학 3급,6.73,들다,2504.0,intermediate
1958,들다,"to suit one's taste / one's fancy, to be pleased with something; to carry, to have; to be hit by (a thought); to age, to grow older",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.73,들다,2504.0,intermediate
245,들다,to cost/ join/ eat (hon.)/ carry/ lift,1,yonsei,Yonsei 3-1 연세 한국어,6.73,들다,2504.0,intermediate
422,들다,hold,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.73,들다,2504.0,intermediate
453,들다,To join/ to be included,1,yonsei,Yonsei 3-1 연세 한국어,6.73,들다,2504.0,intermediate
323,다들,everyone,1,yonsei,Yonsei 3-1 연세 한국어,6.73,,,intermediate
970,들다,To lift,1,sungkyunkwan,성균관어학 3급,6.73,들다,2504.0,intermediate
362,다하다,"to do, to make",1,topik,TOPIK Essential Vocab 1000 (Intermediate),6.69,다하다,1191.0,intermediate
456,다하다,do; make,1,topik,TOPIK 필수어위 1000 중급,6.69,다하다,1191.0,intermediate
51,다하다,to carry out (fully),1,other,2000 Essential Korean Words - Intermediate,6.69,다하다,1191.0,intermediate
996,나다,grow,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.68,나다,233.0,intermediate
618,나다,"to occur, happen, grow, arise, start (not 생..., 나타...)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.68,나다,233.0,intermediate
185,(이)요,It is [noun].,1,integrated,Integrated Korean Intermediate 1,6.67,,,intermediate
12,면,side (of something),1,yonsei,Yonsei Korean 4-2 (Units 6-10) + Proverbs,6.64,면,3867.0,intermediate
1539,면,"an aspect, a side, a phase",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.64,면,3867.0,intermediate
8,면,cotton,1,yonsei,연세 한국어 4-1 [Yonsei Korean 4-1],6.64,면,3867.0,intermediate
77,면,noodles,1,sogang,Sogang 4B,6.64,면,3867.0,intermediate
64,면,face; side,1,other,Seoul National University Korean Level 4,6.64,면,3867.0,intermediate
377,면,a newspaper column,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,6.64,면,3867.0,intermediate
60,면,"newspaper section (eg business, sports)",1,yonsei,Yonsei Korean 4-2 (Units 6-10) + Proverbs,6.64,면,3867.0,intermediate
304,면,part,1,topik,TOPIK Essential Vocab 1000 (Intermediate),6.64,면,3867.0,intermediate
391,22도,22 degrees,1,sogang,Sogang Korean 3B (w,6.62,,,intermediate
800,내,throughout,1,other,Seoul National University Korean Level 4,6.61,내,343.0,intermediate
2279,내,"the inside, within (not 안, 속)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.61,내,343.0,intermediate
450,나들이,outing,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.57,나들이,4412.0,intermediate
593,나들이,an excursion,1,other,2000 Essential Korean Words - Intermediate,6.57,나들이,4412.0,intermediate
1294,나들이,"a trip, outing, excursion",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.57,나들이,4412.0,intermediate
1998,한해,"damage from drought, damage from cold weather",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.56,,,intermediate
562,한 해,one year,2,sogang,Sogang Korean 3B (w,6.56,,,intermediate
216,말,horse,1,sogang,Sogang 4A,6.55,말,2101.0,intermediate
214,야,Hey,1,yonsei,Yonsei 3-2 연세 한국어,6.55,야,637.0,intermediate
168,야!,wow! oh! good heavens!,1,integrated,Integrated Korean Intermediate 2 - First Edition,6.55,,,intermediate
398,가면,a partial mask (does not cover whole head),1,kiip,KIIP 중급1 (Level 3),6.53,,,intermediate
414,내다,to take out 나다(to come out) causative N을/를,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,6.49,내다,122.0,intermediate
2162,내다,"to make, emit (e.g. sound, light) build; to pay (money); to submit",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.49,내다,122.0,intermediate
501,내다,to submit,1,other,가나다 intermediate 2,6.49,내다,122.0,intermediate
1013,내다,give,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.49,내다,122.0,intermediate
1441,-제,"a system, an organization, an institution (suffix)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.47,,,intermediate
423,말고,not A but B,1,integrated,Integrated Korean Intermediate 1,6.46,,,intermediate
271,수,the number,1,sogang,Sogang Korean 3B (w,6.45,수,4531.0,intermediate
1010,해지다,to harm,1,other,2000 Essential Korean Words - Intermediate,6.44,,,intermediate
86,되다,"to function, work",1,integrated,Integrated Korean Intermediate 1,6.44,되다,3.0,intermediate
1740,만,western age,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.43,만,4835.0,intermediate
1044,만,one's age in full,1,other,2000 Essential Korean Words - Intermediate,6.43,만,4835.0,intermediate
111,보고,report on,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.42,보고,2341.0,intermediate
822,보고,report/ brief,1,kiip,KIIP 4 - 2016,6.42,보고,2341.0,intermediate
422,들어 있다,to contain,2,sogang,Sogang Korean 3B (w,6.42,,,intermediate
176,들어 있다,to contain,2,integrated,Integrated Korean Intermediate 1,6.42,,,intermediate
403,보고,to (a person),1,integrated,Integrated Korean Intermediate 2 - First Edition,6.42,보고,2341.0,intermediate
16,들어 있다,to be inside,2,sogang,Sogang Korean 3B (w,6.42,,,intermediate
672,보고,a report,1,other,2000 Essential Korean Words - Intermediate,6.42,보고,2341.0,intermediate
37,말이다,Do you mean?,1,yonsei,Yonsei 3-1 연세 한국어,6.41,,,intermediate
648,이만,now,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.39,,,intermediate
217,아/야,vocative suffix,1,integrated,Integrated Korean Intermediate 1,6.39,,,intermediate
706,나들이 가다,to go on an outing or day trip,2,sogang,Sogang 4B,6.38,,,intermediate
291,저,When you cannot think of what to say or have to say smth difficult,1,other,가나다 intermediate 2,6.37,저,4665.0,intermediate
206,"-이,가 지나다",to be overdue,2,sogang,Sogang 3A vocabulary,6.36,,,intermediate
49,와,wow,1,integrated,Integrated Korean Intermediate 1,6.34,와,3818.0,intermediate
620,의면하다,to turn away,1,topik,TOPIK Essential Vocab 1000 (Intermediate),6.34,,,intermediate
180,과,department,1,sogang,Sogang 3A vocabulary,6.33,과,2482.0,intermediate
42,서,west,1,integrated,Integrated Korean Intermediate 1,6.32,,,intermediate
706,인,stamp (도장),1,kiip,KIIP 중급1 (Level 3),6.32,인,2302.0,intermediate
1115,저가,"a low price, cheap price",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.31,,,intermediate
1387,적,"the time (when), the occasion; an experience",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.31,적,2136.0,intermediate
89,저가,low price,1,yonsei,Yonsei Korean 4-2 (Units 6-10) + Proverbs,6.31,,,intermediate
1127,저가,cheap price,1,other,Korean Vocabulary Practice (INTERMEDIATE),6.31,,,intermediate
58,잘도,(also) well,1,integrated,Integrated Korean Intermediate 2 - First Edition,6.3,,,intermediate
3,하자,defect,1,yonsei,연세 한국어 4-1 [Yonsei Korean 4-1],6.29,,,intermediate
1228,하자,"flaw, defect",1,other,Korean Vocabulary Practice (INTERMEDIATE),6.29,,,intermediate
391,-여,"-around, about (ie. around -a thousand dollars)",1,sogang,Sogang 4B,6.28,,,intermediate
40,이만하다,to be this big,1,sogang,Sogang 4A,6.28,,,intermediate
102,-여,"more than, over, and more, in excess of, odd",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.28,,,intermediate
1366,더하다,to add,1,other,2000 Essential Korean Words - Intermediate,6.26,더하다,1420.0,intermediate
2379,어이가 없다,To be absurd,2,sungkyunkwan,성균관 어학 4급,6.26,,,intermediate
358,시,"poetry, poem",1,sogang,Sogang 4B,6.26,시,2129.0,intermediate
885,시,"poetry, a poem",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.26,시,2129.0,intermediate
281,고3,high school senior,1,integrated,Integrated Korean Intermediate 2 - First Edition,6.26,,,intermediate
525,더하다,to add,1,other,Korean Vocabulary Practice (INTERMEDIATE),6.26,더하다,1420.0,intermediate
956,안기다,To be hugged,1,sungkyunkwan,성균관어학 3급,6.25,안기다,3578.0,intermediate
152,안기다,"to be held, hugged",1,other,2000 Essential Korean Words - Intermediate,6.25,안기다,3578.0,intermediate
725,안기다,to be hugged,1,hanyang,Hanyang Workbook - 중급 1,6.25,안기다,3578.0,intermediate
1676,안기다,"to be hugged, to cuddle",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.25,안기다,3578.0,intermediate
33,안기다,to be held (안다) passive 이/가,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,6.25,안기다,3578.0,intermediate
1612,생각,"a thought, an idea",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.25,생각,45.0,intermediate
1487,안기다,hug,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.25,안기다,3578.0,intermediate
35,안되다,be not allowed; do not,1,topik,TOPIK 필수어위 1000 중급,6.24,안되다,4594.0,intermediate
887,안되다,"to not do well, to not work",1,other,2000 Essential Korean Words - Intermediate,6.24,안되다,4594.0,intermediate
106,안되다,to be sorry; to to work,1,hanyang,Hanyang Workbook - 중급 1,6.24,안되다,4594.0,intermediate
115,없어지다,"to disappear, become missing",1,integrated,Integrated Korean Intermediate 1,6.23,없어지다,808.0,intermediate
154,없어지다,to go missing,1,other,2000 Essential Korean Words - Intermediate,6.23,없어지다,808.0,intermediate
698,과하다,To be excessive,1,sungkyunkwan,성균관어학 3급,6.23,,,intermediate
165,만으로,Only,1,yonsei,Yonsei 3-2 연세 한국어,6.22,,,intermediate
480,보기,example,1,yonsei,Yonsei 3-1 연세 한국어,6.22,,,intermediate
25,못하다,to be worse off,1,other,Korean Vocabulary Practice (INTERMEDIATE),6.22,못하다,3065.0,intermediate
263,뭐,something,1,integrated,Integrated Korean Intermediate 1,6.2,뭐,252.0,intermediate
537,뭐,something,1,yonsei,Yonsei 3-2 연세 한국어,6.2,뭐,252.0,intermediate
362,오고 가다,to come and go,2,sogang,Sogang 3A vocabulary,6.18,,,intermediate
1724,들어주다,To decrease,1,sungkyunkwan,성균관 어학 4급,6.17,들어주다,5172.0,intermediate
695,들어주다,to grant,1,other,Seoul National University Korean Level 4,6.17,들어주다,5172.0,intermediate
426,들어주다,grant,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.17,들어주다,5172.0,intermediate
945,들어주다,to grand a request; to answer a person's prayer,1,hanyang,Hanyang Workbook - 중급 1,6.17,들어주다,5172.0,intermediate
435,우리들,we,1,sogang,Sogang Korean 3B (w,6.17,,,intermediate
1609,들어주다,"to grant, accede to (formal)",1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,6.17,들어주다,5172.0,intermediate
513,생각하다,"to think, to consider, to reflect",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.16,생각하다,31.0,intermediate
371,보기에는,In my opinion,1,sungkyunkwan,성균관 어학 4급,6.16,,,intermediate
1151,생각하다,think,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.16,생각하다,31.0,intermediate
319,생각하다,"to consider, think",1,integrated,Integrated Korean Intermediate 2 - First Edition,6.16,생각하다,31.0,intermediate
2363,다 못해,Not to mention,2,sungkyunkwan,성균관 어학 4급,6.15,,,intermediate
1919,전,"all, whole, total (e.g. all students... etc.)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.14,전,548.0,intermediate
295,전,korean pancake,1,sogang,Sogang Korean 3B (w,6.14,전,548.0,intermediate
205,너,you (plain form),1,integrated,Integrated Korean Intermediate 1,6.13,너,63.0,intermediate
639,중이다,to be doing (in the middle of),1,yonsei,Yonsei 3-2 연세 한국어,6.12,,,intermediate
1304,잘되다,go on well,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.12,잘되다,1099.0,intermediate
15,받다,"to receive, to accept (not 얻..., 접....)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.12,받다,23.0,intermediate
635,잘되다,to go well,1,topik,TOPIK Essential Vocab 1000 (Intermediate),6.12,잘되다,1099.0,intermediate
335,받다,to receive (stress),1,yonsei,Yonsei 3-1 연세 한국어,6.12,받다,23.0,intermediate
522,잘되다,go well,1,topik,TOPIK 필수어위 1000 중급,6.12,잘되다,1099.0,intermediate
1440,잘되다,to go well,1,other,2000 Essential Korean Words - Intermediate,6.12,잘되다,1099.0,intermediate
737,잘 되다,to go well,2,other,가나다 intermediate 2,6.12,,,intermediate
2426,더하기,addition,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.12,,,intermediate
611,생각이 들다,"to think of something, it occurs to one",2,sogang,Sogang 4B,6.11,,,intermediate
363,생각이 들다,"to get the idea, to occur to one",2,sogang,Sogang 4A,6.11,,,intermediate
41,생각나다,to remember,1,other,Korean Vocabulary Practice (INTERMEDIATE),6.11,생각나다,1626.0,intermediate
2309,생각나다,To remember,1,sungkyunkwan,성균관 어학 4급,6.11,생각나다,1626.0,intermediate
884,생각나다,"to come to mind, to be reminded of (ㅅ)",1,other,2000 Essential Korean Words - Intermediate,6.11,생각나다,1626.0,intermediate
204,생각나다,think of,1,topik,TOPIK 필수어위 1000 중급,6.11,생각나다,1626.0,intermediate
322,하기로 했다,...decided to do,2,yonsei,Yonsei 3-2 연세 한국어,6.1,,,intermediate
220,전하다,To deliver,1,sungkyunkwan,성균관어학 3급,6.07,전하다,615.0,intermediate
784,전하다,"to convey, to send",1,other,Korean Vocabulary Practice (INTERMEDIATE),6.07,전하다,615.0,intermediate
1185,전하다,"to convey, tell, deliver (message, thing, etc.)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.07,전하다,615.0,intermediate
212,전하다,"to deliver, convey, communicate",1,kiip,KIIP 중급1 (Level 3),6.07,전하다,615.0,intermediate
1317,전하다,deliver,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.07,전하다,615.0,intermediate
702,말을 잘하다,to speak well,2,other,Seoul National University Korean Level 4,6.07,,,intermediate
25,전하다,"to tell, convey",1,integrated,Integrated Korean Intermediate 1,6.07,전하다,615.0,intermediate
293,오는 22일,the coming 22nd,2,sogang,Sogang 3A vocabulary,6.06,,,intermediate
693,할 만한,worthwhile,2,yonsei,Yonsei 3-2 연세 한국어,6.06,,,intermediate
361,개다,to clear up ,1,yonsei,연세 한국어 4-1 [Yonsei Korean 4-1],6.05,개다,4821.0,intermediate
792,개다,to clear up; to become clear; to stop,1,hanyang,Hanyang Workbook - 중급 1,6.05,개다,4821.0,intermediate
102,개다,to fold,1,other,Korean Vocabulary Practice (INTERMEDIATE),6.05,개다,4821.0,intermediate
200,개다,To cease,1,sungkyunkwan,성균관어학 3급,6.05,개다,4821.0,intermediate
223,개다,clear up,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.05,개다,4821.0,intermediate
398,들이받다,"to run into, to hit, to ram",1,sogang,Sogang 4B,6.05,,,intermediate
551,개다,to clear up,1,other,가나다 intermediate 2,6.05,개다,4821.0,intermediate
289,애,child; anxiety; anxious,1,topik,TOPIK 필수어위 1000 중급,6.03,애,3285.0,intermediate
87,애,"child, anxiety",1,topik,TOPIK Essential Vocab 1000 (Intermediate),6.03,애,3285.0,intermediate
366,애,a child,1,other,2000 Essential Korean Words - Intermediate,6.03,애,3285.0,intermediate
482,말도 안 되다,to be out of the question,3,other,Seoul National University Korean Level 4,6.02,,,intermediate
1136,두다,put,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),6.01,두다,241.0,intermediate
2121,두다,"to have, keep; to give weight to; to put, place, set, deposit; to be placed",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,6.01,두다,241.0,intermediate
428,두다,to put/ to play (Baduk),1,yonsei,Yonsei 3-1 연세 한국어,6.01,두다,241.0,intermediate
1942,두다,To place,1,sungkyunkwan,성균관 어학 4급,6.01,두다,241.0,intermediate
333,줄,line,1,sogang,Sogang Korean 3B (w,6.0,줄,941.0,intermediate
574,잘해 주다,"to be good to, to treat someone well",2,sogang,Sogang 4B,6.0,,,intermediate
1175,잘해주다,to be nice to,1,hanyang,Hanyang Workbook - 중급 1,6.0,,,intermediate
222,위,stomach,1,integrated,Integrated Korean Intermediate 2 - First Edition,5.99,위,4725.0,intermediate
906,위,stomach,1,other,Korean Vocabulary Practice (INTERMEDIATE),5.99,위,4725.0,intermediate
1057,위,a rank,1,other,2000 Essential Korean Words - Intermediate,5.99,위,4725.0,intermediate
92,위,stomach,1,yonsei,연세 한국어 4-1 [Yonsei Korean 4-1],5.99,위,4725.0,intermediate
1069,군,"Mister, Mr.",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.99,군,3721.0,intermediate
433,위,a stomach,1,hanyang,Hanyang Workbook - 중급 1,5.99,위,4725.0,intermediate
897,위,"rank, position, grade",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.99,위,4725.0,intermediate
122,날,day,1,sogang,Sogang Korean 3B (w,5.99,날,91.0,intermediate
11,위,stomache,1,other,가나다 intermediate 2,5.99,위,4725.0,intermediate
723,날,a day (ㄴ),1,other,2000 Essential Korean Words - Intermediate,5.99,날,91.0,intermediate
253,위,stomach,1,sogang,Sogang Korean 3B (w,5.99,위,4725.0,intermediate
436,애들,guys,1,sogang,Sogang Korean 3B (w,5.98,,,intermediate
31,맞다,to fit,1,other,2000 Essential Korean Words - Intermediate,5.97,맞다,1227.0,intermediate
329,맞다,"to be correct, right",1,integrated,Integrated Korean Intermediate 2 - First Edition,5.97,맞다,1227.0,intermediate
21,맞다,to be correct,1,integrated,Integrated Korean Intermediate 1,5.97,맞다,1227.0,intermediate
272,걸다,to hang; to dial the phone; to hit on someone,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.97,걸다,551.0,intermediate
140,줄다,to decrease,1,other,가나다 intermediate 2,5.97,줄다,2256.0,intermediate
1084,맞다,1. get rained on or snowed on 2. to get a score,1,other,2000 Essential Korean Words - Intermediate,5.97,맞다,1227.0,intermediate
141,걸다,to hang,1,other,Seoul National University Korean Level 4,5.97,걸다,551.0,intermediate
388,맞다,to be right,1,sogang,Sogang Korean 3B (w,5.97,맞다,1227.0,intermediate
526,줄다,to decrease,1,kiip,KIIP 4 - 2016,5.97,줄다,2256.0,intermediate
229,걸다,"hang, bet",1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),5.97,걸다,551.0,intermediate
428,맞다,"to meet; to have (a birthday, a holiday, a guest)",1,integrated,Integrated Korean Intermediate 2 - First Edition,5.97,맞다,1227.0,intermediate
311,맞다,"to fit, suit",1,integrated,Integrated Korean Intermediate 2 - First Edition,5.97,맞다,1227.0,intermediate
416,맞다,to fit,1,integrated,Integrated Korean Intermediate 1,5.97,맞다,1227.0,intermediate
1374,줄다,to decrease,1,other,2000 Essential Korean Words - Intermediate,5.97,줄다,2256.0,intermediate
501,맞다,"1. to answer a question correctly 2. to get a certain score 3. to welcome, to greet 4. to undergo a bad experience 5. to get a shot",1,other,Korean Vocabulary Practice (INTERMEDIATE),5.97,맞다,1227.0,intermediate
285,줄다,to doze,1,other,가나다 intermediate 2,5.97,줄다,2256.0,intermediate
234,맞다,"to be correct, to fit (not 알.., 걸..); to agree with; to be exposed to (e.g. rain)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.97,맞다,1227.0,intermediate
948,걸다,To hang,1,sungkyunkwan,성균관어학 3급,5.97,걸다,551.0,intermediate
400,줄다,"to diminish, get smaller, reduce, shrink",1,kiip,KIIP 중급1 (Level 3),5.97,줄다,2256.0,intermediate
96,줄다,To decrease,1,sungkyunkwan,성균관어학 3급,5.97,줄다,2256.0,intermediate
913,줄다,"to decrease, to diminish",1,other,Korean Vocabulary Practice (INTERMEDIATE),5.97,줄다,2256.0,intermediate
23,줄다,to decrease,1,hanyang,Hanyang Workbook - 중급 1,5.97,줄다,2256.0,intermediate
172,줄다,to decrease (spoken),1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,5.97,줄다,2256.0,intermediate
1001,날다,fly,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),5.96,날다,1765.0,intermediate
1128,그중에서,Among them,1,sungkyunkwan,성균관 어학 4급,5.96,,,intermediate
403,잘 생각하다,to think hard; to think carefully,2,hanyang,Hanyang Workbook - 중급 1,5.96,,,intermediate
1524,날다,to fly,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.96,날다,1765.0,intermediate
110,두고 가다,to put something somewhere and leave it,2,sogang,Sogang 3A vocabulary,5.96,,,intermediate
585,-대,an age,1,hanyang,Hanyang Workbook - 중급 1,5.95,,,intermediate
75,대,level; line,1,other,Seoul National University Korean Level 4,5.95,대,4983.0,intermediate
52,대,versus,1,other,2000 Essential Korean Words - Intermediate,5.95,대,4983.0,intermediate
191,말 못할,hard to say,2,yonsei,Yonsei 3-2 연세 한국어,5.94,,,intermediate
349,-게 해 주세요,“Please let me (do -)”,3,sogang,Sogang 4A,5.94,,,intermediate
500,5과,Lesson 5,1,kiip,KIIP 중급1 (Level 3),5.94,,,intermediate
482,시간 내다,to make time for smth,2,other,가나다 intermediate 2,5.93,,,intermediate
690,분,Honorific of 사람,1,sungkyunkwan,성균관어학 3급,5.93,분,373.0,intermediate
625,-분,an amount,1,hanyang,Hanyang Workbook - 중급 1,5.93,,,intermediate
86,제시간,on time,1,topik,TOPIK 필수어위 1000 중급,5.92,,,intermediate
82,제시간,"the proper time, on time",1,sogang,Sogang 4A,5.92,,,intermediate
523,제시간,on time,1,topik,TOPIK Essential Vocab 1000 (Intermediate),5.92,,,intermediate
95,대다,to touch,1,other,가나다 intermediate 2,5.92,대다,556.0,intermediate
976,제시간,Scheduled time,1,sungkyunkwan,성균관어학 3급,5.92,,,intermediate
130,길,"way, street",1,integrated,Integrated Korean Intermediate 1,5.92,길,115.0,intermediate
361,제 시간,(in) time,2,integrated,Integrated Korean Intermediate 2 - First Edition,5.92,,,intermediate
183,대다,"to put, place, lay, apply",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.92,대다,556.0,intermediate
711,대다,to touch,1,other,가나다 intermediate 2,5.92,대다,556.0,intermediate
436,제시간,in time; on time,1,hanyang,Hanyang Workbook - 중급 1,5.92,,,intermediate
182,제시간,"the scheduled time, the appropriate time",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.92,,,intermediate
1114,대다,"touch, supply",1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),5.92,대다,556.0,intermediate
226,시간제,part-time/ hourly-paid worker,1,yonsei,Yonsei 3-1 연세 한국어,5.92,,,intermediate
635,시간이 내다,"to make time for, arrange time",2,kiip,KIIP 중급1 (Level 3),5.92,,,intermediate
2347,명에,"Order, will",1,sungkyunkwan,성균관 어학 4급,5.92,,,intermediate
61,하나도,(not) at all,1,integrated,Integrated Korean Intermediate 1,5.91,,,intermediate
19,시간을 내다,make time for,2,hanyang,한양대 중급2,5.91,,,intermediate
368,시간을 내다,To make time,2,sungkyunkwan,성균관 어학 4급,5.91,,,intermediate
873,날로,day by day,1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,5.91,,,intermediate
718,하나도,Nothing at all,1,sungkyunkwan,성균관 어학 4급,5.91,,,intermediate
211,그냥,just because,1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.91,그냥,222.0,intermediate
16,그냥,1. as it is 2. just 3. nothing more than,1,other,Korean Vocabulary Practice (INTERMEDIATE),5.91,그냥,222.0,intermediate
417,시간을 내다,to make time,2,yonsei,Yonsei 3-1 연세 한국어,5.91,,,intermediate
183,이런,like this/ this sort of,1,yonsei,Yonsei 3-1 연세 한국어,5.91,이런,53.0,intermediate
615,시간을 내다,to make time for,2,hanyang,Hanyang Workbook - 중급 1,5.91,,,intermediate
510,시간을 내다,to make/arrange time for,2,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,5.91,,,intermediate
182,그냥,as it is,1,hanyang,Hanyang Workbook - 중급 1,5.91,그냥,222.0,intermediate
172,시간을 내다,to make time for,2,kiip,KIIP 4 - 2016,5.91,,,intermediate
643,제시간에,on time,1,other,가나다 intermediate 2,5.9,,,intermediate
65,명하다,To order,1,sungkyunkwan,성균관 어학 4급,5.9,,,intermediate
269,좋았겠다,that must have been great,1,sogang,Sogang 3A vocabulary,5.9,,,intermediate
826,시간이 되다,time goes by; time passes,2,hanyang,Hanyang Workbook - 중급 1,5.9,,,intermediate
1376,집다,pick up,1,topik,쏙쏙 TOPIK 한국어 어휘 중급 (day by day),5.89,집다,1394.0,intermediate
544,집다,to pick up,1,sogang,Sogang 4B,5.89,집다,1394.0,intermediate
669,집다,to pick up,1,other,Korean Vocabulary Practice (INTERMEDIATE),5.89,집다,1394.0,intermediate
393,집다,to pick up,1,integrated,Integrated Korean Intermediate 2 - First Edition,5.89,집다,1394.0,intermediate
756,보지도 못했다,I could barely seedidn't even look,2,yonsei,Yonsei 3-2 연세 한국어,5.88,,,intermediate
20,죽,porridge,1,yonsei,Yonsei 3-1 연세 한국어,5.87,죽,4799.0,intermediate
187,시간적,"temporal, timely, chronic",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.87,,,intermediate
461,죽,rice porridge,1,other,2000 Essential Korean Words - Intermediate,5.87,죽,4799.0,intermediate
636,죽,the rice porridge,1,hanyang,Hanyang Workbook - 중급 1,5.87,죽,4799.0,intermediate
133,말할 것도 없다,no doubt,3,yonsei,Yonsei 3-1 연세 한국어,5.86,,,intermediate
1856,이제,"now, from now on (not 지...)",1,topik,TOPIK in 30 Days+ Intermediate Vocabulary,5.86,이제,273.0,intermediate
405,살아 있다,to be alive,2,sogang,Sogang Korean 3B (w,5.86,,,intermediate
159,죽다,to die (spoken),1,kiip,KIIP 2016 Level 4 ~ 중급2 NO TYPING,5.85,죽다,4358.0,intermediate
322,끝,the edge,1,hanyang,Hanyang Workbook - 중급 1,5.85,끝,247.0,intermediate
