,0,1
0,국물,broth
1,젓가락,chopstick
2,사용하다,to use
3,뜨겁다,to be hot
4,말리다,to dry
5,상하다,to be spoiled
6,낙타,camel
7,양,sheep
8,동물,animal
9,기대가 되다,to be excited
10,뒤품이,the afterparty (social meeting after the main party)
11,동창,fellow alumnus
12,음악회,music concert
13,후배,junior
14,청첨장,wedding invitation card
15,연세,age
16,서두르다,to hurry
17,별로,not much
18,외식,eating out
19,블라인드,blind
20,커튼,curtain
21,고민,worry
22,집들이,housewarming party
23,동료,co-worker
24,적다,to jot down
25,따로,separately
26,결정하다,to decide
27,뷔페,buffet
28,이해하다,to understand
29,모든,all
30,파티,party
31,초대하다,to invite
32,잊다,to forget
33,꼭,must/ certainly
34,악기,musical instrument
35,보석,jewelry
36,농수산물,agricultural and marine product
37,한약,oriental medicine
38,광경,scene
39,주차장,parking lot
40,신선하다,to be fresh
41,특별하다,to be special
42,핸드백,purse/ handbag
43,튼튼하다,to be strong
44,더러워지다,to become dirty
45,가죽,leather
46,찢어지다,to be torn
47,깎다,to cut (the price)
48,제품,product
0,산후,after childbirth
1,도우미,helper
2,산모,woman in childbed
3,예전,long ago
4,전문적,professional
5,육아,childcare
6,간병인,caregivers
7,장을 보다,to go food shopping
8,쇼퍼,Shopper
9,심부름,errand
10,전등,electric light
11,애완동물,pet
12,배이킹 소다,baking soda
13,은제품,silverware
14,머리를 감다,to wash hair
15,헹구다,to rinse out
16,머릿결,hair (feeling of texture)
17,발,foot
18,냄새,smell
0,돌아다니다,"to wander about, to go around"
1,현금,cash
2,영수증,receipt
3,쇼핑몰,shopping mall
4,디자이너,designer
5,모양,shape
6,블라우스,blouse
7,이상,over
8,약도,sketch map
9,보이다,"to be seen, visible"
10,똑바로,"directly, straight"
11,사거리,intersection
12,쭉,"straight, continuously"
13,방송,broadcast
14,양보하다,to yield
15,구간,"section, zone"
16,과천,Gwacheon
17,반대,opposite
18,승강장,platform
19,요금,fare
20,역무원,station master
21,내다,to pay
22,여러분,all of you
23,분당,Bundang area
24,경복궁역,Gyeongbokgung station
25,한,around
26,보통,normally
27,출퇴근,going to and coming from the office
28,정도,about
29,점,point/ aspect
30,남산 도서관,Namsan library
31,서울 타워,Seoul Tower
32,놀이 공원,amusement park
33,번,"number, time"
34,충무로,Chungmu-ro
35,호선,subway line
36,갈아타다,"to change, transfer"
37,돌잔치,first-year birthday
38,금반지,gold ring
39,거품,bubbles
40,의미,meaning
41,시험에 붙다,to pass an exam
42,낚시하다,to go fishing
43,종일,whole day
44,토끼,rabbit
45,잡다,to catch
46,살아나다,to be alive
47,승진,promotion
0,자연,nature
1,알래스카,Alaska
2,북극해,Arctic Ocean
3,로키산맥,Rocky Mountains
4,고래,whale
5,북극곰,polar bear
6,대회,competition
7,열리다,to take place
8,차갑다,to be cold
9,시간을 보내다,to spend time
10,생각나다,(something) to come to mind
11,발레,ballet
12,소설가,novelist
13,수도,capital city
14,올림픽,Olympic
15,쌀국수,Vietnam rice noodle
16,우선,firstly
17,끓이다,to boil
18,돼지고기,pork
19,썰다,to chop
20,간,degree of saltiness
21,맞추다,to adjust
22,굽다,to grill
23,튀기다,to fry
24,볶다,to stir-fry
25,다지다,to chop in thin slices or dice
26,요리법,recipe
27,설명하다,to explain
28,고기,meat
29,카레,curry
30,오리,duck
31,토마토,tomato
32,전병,pancake
33,요구르트,yogurt
34,껍질,skin
35,갈비찜,steamed beef rib
36,면,noodles
37,돈가스,pork cutlet
38,부드럽다,to be soft
0,전통,tradition
1,옛날,old days
2,특별하다,to be special
3,나누다,to share
4,잔치,"feast, party"
5,떡국,rice-cake soup
6,송편,rice-cake steamed on a layer of pine needles
7,이사,"moving home, changing residence"
8,이웃 사람,neighbor
9,제사를 지내다,to perform ancestral rites
10,붉다,to be red-colored
11,간식,"snack, food eaten between regular meals"
12,팔다,to sell
13,호랑이,tiger
14,나타나다,to appear
15,잡아먹다,to slaughter and eat
16,살리다,to save
17,윗사람,the elders
18,다른,other
19,예절,"manners, etiquette"
20,들다,to lift
21,양손,both hands
22,내려놓다,to put something down
23,냄비,pot
24,식탁,dinner table
25,코,nose
26,풀다,to blow (one's nose)
27,소리,sound
28,내다,to make
29,마치다,to finish
30,실수,mistake
31,된장,soy paste
32,찹쌀가루,sticky rice flour
33,장독,jar of soy sauce
34,냄새,smell
35,없애다,to get rid of
36,구수하다,to taste and smell good
37,발효 식품,fermented food
0,궁중,royal
1,끓다,"to boil, simmer"
2,데치다,to parboil
3,빼다,"to take out, to drain"
4,바르다,to apply
5,가늘다,to be thin
6,양념장,sauce
7,순서대로,in order
8,재료,ingredient
9,익다,to be cooked
10,양념,seasoning
11,표고버섯,pyogo (mushroom)
12,설탕,sugar
13,참기름,sesame oil
14,후춧가루,black pepper powder
15,당근,carrot
16,피망,pimiento
17,양파,onion
18,파,long green onion
19,붉은 고추,red pepper
20,마늘,garlic
21,깨,sesame seed
22,식용유,cooking oil
23,분식집,snack-bar shop
24,메뉴,menu
25,어묵,fish cake
26,숟가락,spoon
27,마지막,last
28,하늘색,sky blue
29,하얗다,to be white
30,어울리다,to suit
31,갈아입다,to change
32,치수,size
33,분홍색,pink
34,계산,calculation
35,봉투,"envelope, paper bag"
36,서명하다,to sign
37,직접,directly/ in person
38,배달하다,to deliver
39,노인,elders
40,세일하다,to sale
41,바구니,basket
42,마음에 들다,(something) to suit one's taste
43,감자,potato
44,전자사전,electronic dictionary
45,콤비네이션 피자,combination pizza
46,디지털 카메라,digital camera
47,스팀 청소기,vacuum machine with steam/wet vacuum
48,서비스,"service, free gift"
49,생수,mineral water
50,햄,ham
51,MP3 플레이어,MP3 player
52,비누,soap
53,군만두,fried dumpling
0,풍습,custom
1,국수,noodle
2,먹이다,to let someone eat
3,계속,continuously
4,설명하다,to explain
5,대접하다,to treat
6,부끄러워하다,to be shy
7,새해,new year
8,포도알,balls of grapes
9,장학금,scholarship
10,행사,events
11,정장,suit
12,고르다,to select
13,배낭,knapsack
14,서류 가방,briefcase
15,매장,store
0,다녀오다,to visit
1,시골,country
2,경치,scenery
3,섬,island
4,관광지,a tourist spot
5,유적지,Historical site
6,바닷가,beach
7,하나도,none (emphasis)
8,자녀,descendant
9,초,degree in kinship
10,설렁탕,beef and rice soup
11,파,spring onion
12,말다,to put (something) into soup
13,반찬,side dish
14,접시,plate
15,덜다,to take food
16,넣다,Put in
17,뿌리다,sprinkle; spread
18,비비다,mix
19,찍다,to dip in
20,담다,to put something in
21,참기름,sesame oil
22,나물,cooked vegetable
23,놓다,to put on
24,계란프라이,fried egg
25,샤브샤브,ShabuShabu
26,고추장,red pepper paste
27,오래되다,"to be aged, to be old"
28,캠퍼스,campus
29,멀티미디어실,multimedia room
30,음악감상실,"music listening room, music hall"
31,건강센터,health center
32,가까이,"close by, nearby"
