,0,1
0,단군신화,The legend of Tangun
1,유지하다,To maintain
2,환절기라,Change of the seasons
3,역할,Role
4,곤란하다,To have difficulty
5,실제로,Actually
6,무시하다,To ignore or disregard
7,출석률,Attendance
8,심각하다,To be serious or grave
9,그만두다,To stop
10,네 말도 일리가 있지만,Whilst this is right it is different to what I think
11,찬성하다,To support
12,반대하다,To oppose
13,칭찬하다,To praise
14,거절하다,To refuse
15,해결하다,To resolve
16,영업,Sales
17,만약,"If, finally"
18,인사,Human affairs
19,홍보,"Promotions, Marketing"
20,재정,Finance
21,소원을 빌다,To make a wish
22,맡다,To take charge (of smth)
23,마침내,Finally
24,참을성이 있다,To have patience
25,조건을 갖춰다,To come with conditions
26,자리를 잡다,To take your place
27,간절하게 원하다,To look forward to something you want
28,관용,Tolerance
29,입맛을 잃다,To lose one's appetite
30,입맛이 되실아나다,To regain one's appetite
31,입맛이 쓰다,To have a sour taste after a bad event
32,입맛을 다시다,To lick someone's lips
33,입맛을 떨어지다,To lose one's appetite 2
34,입맛을 살아나다,To regain one's appetite 2
35,뜻대로,As you like it
36,표정,Facial expression
37,장래희망,Job you want to have in the future
38,갈등,Conflict
39,고치다,To fix
40,얼굴이 어둡다,To have a dark face (because of mood)
41,얼굴이 밝다,To have a bright face (because of a good event)
42,얼굴이 환하다,To have a bright face (because of a good event) 2
43,얼굴이 두껍다,To be oblivious
44,얼굴을 고치다,To fix one's face (because of an event)
45,얼굴이 반쪽이 되다,To have a thin face (because of illness)
46,눈에 불을 겨다,To have wide eyes (because of surprise or anger)
47,철판,Sheet metal
48,깔다,To lay
49,가스불,Gas
50,선크림을 바르다,To apply suncream
51,행위,Act
52,쑥,Mugwort
53,완전히,Completely
54,말다툼,Argument
55,충전기,Charger
56,간절하다,To be desperate
57,간청하다,To entreat
58,감동하다,To be impressed
59,갖추다,To have
60,고통스럽다,To be painful
61,다스리다,To rule
62,동굴,Cave
63,뛰쳐나가다,To storm out
64,맡아보다,To be in charge of
65,명하다,To order
66,비로소,It wasn't until
67,빌다,To beg
68,소원,Wish
69,신선,Fresh
70,신성하다,To be sacred
71,신시,City of god
72,신하,A subject
73,우사,Rain God
74,운사,Cloud God
75,풍백,Wind God
76,잠시,Spell
77,제도,System
78,지도자,Leader
79,참을성,Patience
80,천부인,Stamp of God
81,허락,Permission
82,혼인하다,To get married
0,관찰하다,To observe
1,속이 쓰리다,To feel sick
2,담임선생님,Homeroom Teacher
3,연구실,Lab
4,치통,Toothache
5,불꽃놀이,Fireworks
6,시장하다,Hon 고프다
7,두통,Headache
8,요통,Back pain
9,생리통,Menstrual Pain
10,의도,Intention
11,입원하다,To be hospitalised
12,쓰러지다,To collapse
13,면접시험,Interview exam
14,흘리다,To spill
15,옥상,Roof
16,주로,Mainly
17,돈을 벌다,To earn money
18,의심스럽다,To be questionable
19,감탄하다,To be wonderful
20,기르다,To raise
21,개업,Open
22,바람을 피우다,To have an affair
23,비활동,Inactivity
24,부적절하다,To be inappropriate
25,시체놀리,To play dead (be inactive)
26,적절하다,To be appropriate
27,식사를 거르다,To skip a meal 2
28,과석,To overeat
29,야식,Midnight meal
30,아침결식,To skip breakfast
31,잦은 간식,Frequent snacks
32,질병관리본부,Korea Centers for Disease Control and Prevention
33,몸에 배다,To be accustomed to
34,버릇,Habit 3
35,심장병,Heart Disease
36,당뇨병,Diabetes
37,고치다,To fix
38,일간지,Daily
39,보도하다,To report (findings)
40,심장학,Cardiology
41,극소수,Minority
42,줄이다,To reduce
43,암환자,Cancer Patient
44,암,Cancer
45,여부,Whether or not
46,식습관,Eating Habit
47,진행속도,Process speed
48,여전히,Still
49,절반,Half
50,사망률,Mortality rate
51,유방암,Breast cancer
52,연구결과,Study results
53,충분하다,To be enough
54,금연하다,To reduce smoking
55,통보하다,To give stern advice
56,개선하다,To make improvements
57,충고,Advice 3
58,확실하다,To be certain
59,진단을 받다,To receive a diagnosis
60,섭취량,Intake Quantity
61,신철하다,To put into practice
62,거식증,Annorexia
63,깡마르다,To be scrawney
64,섭취하다,To ingest
65,너 나 할 것 없이,Everybody
66,대부분,Mostly
67,협박,Threat
68,성장,Growth
69,호르몬,Hormone
70,습관을 버리다,To break a habit
71,심하다,To be a lot
72,분비되다,To be secreted
73,오히려,Rather
74,원,Expression for surprise
75,숙면,Deep sleep
76,위쪽,Upper
77,상대적,To be relative
78,침실,Room for sleeping
79,복통,Abdominal Pain
80,심적,Mentally 2
0,농촌,Rural
1,공해가 심하다,Strong pollution
2,지구온난화,Global warming
3,출시하다,To be released
4,판매량,Sales rate
5,흡연,Smoking
6,악영향,Adverse effect
7,남매이다,To be brother and sister
8,반성하다,To reflect
9,마니아,Mania
10,골프,Golf
11,굶다,To starve
12,교대 근무자,Shift worker
13,긴장감,Tension
14,보약,Care
15,비만 환자,Obese patient
16,신경질,Nervousness
17,앵커,Anchor
18,없애다,To delete
19,예로부터,From ancient times
20,졸림증,Sleepiness
21,짜증,Petulance
22,채팅,Chatting
23,학업 능력,Academic ability
24,승용차,Saloon car
25,흡연자,Smoker
0,가치관,Value
1,갈등,Conflict
2,계기,Motive
3,고래,Whale
4,고비,Crucial Moment
5,골치가 아프다,To be troubled with a problem
6,나무라다,"To blame, scold"
7,낭비,Waste
8,다리 역할,Mediator
9,사실은,In fact
10,상당히,Considerably
11,새우,Shrimp
12,승낙하다,To consent
13,알뜰하다,To be thrifty
14,입맛이 없다,To have no appetite
15,책장,Bookcase
16,터지다,To burst
17,화해시키다,To reconcile
18,흡연실,Smoking room
19,막,Just (time)
20,직전,Right before
21,고부 갈등,Fight between mother and daughter in law
22,장인어른,Father in law (wife's side)
23,장서 갈등,Fight between father and son in law
24,고래 싸움에 새우 들 터진다,An innocent bystander gets hurt in a fight
0,반박하다,To refute
1,트럭,Truck
2,골목,Alley
3,개성이 있다,To lack individuality
4,패션감각이 뛰어나다,To be fashionable
5,성형을 하다,To mould
6,계약서,Contract
7,꿈 개!,Dream on!
8,개구쟁이,"Rogue, bad guy"
9,제공하다,To provide
10,체육대회,Athletic competition
11,사무놀이,Traditional Quartet
12,예매,Reservation
13,광화문,Gwanghwamun
14,예술대학,Arts university
15,대표적,Representative
16,공연,Performance
17,신나다,To be exciting
18,리듬,Rhythm
19,변화,Change
20,인기,Popularity
21,시내,Downtown
22,여성스럽다,To be feminine
23,남자답다,To be manly
24,해외 공연,Overseas Performance
25,난타,Pommeling
26,세종문화회관,Sejong Centre for the Performing Arts
