상당하다	相當―; 1) to be considerable, quite (2) to be equivalent to
상반되다	相反―; to run counter, conflict with
상이하다	相異―; to be different
상징	象徵; symbol, icon
상체	上體; upper body
생성	生成; creation, formation, genesis
생존	生存; survival
서술하다	敍述-; to describe (+ 어 = predicate)
서식지	棲息地; habitat
선뜻	readily, willingly
선사하다	膳賜―; to present
선언	宣言; announcement, pronouncement
선정	選定; selection, choice
선행	先行; precedence, precede
설립하다	設立-; to establish, set up
