등을 돌리다	to turn one's back on/to
말꼬리를 흐리다	to mumble or slur the end of ones sentences
머리를 맞대다	to put (our) heads together
물불을 가리지 않다	to go through fire and water
바람을 일으키다	to cause a stur or bring a sensation
박차를 가하다	to put spurs to, expedite, accelerate
순풍에 돛을 단 배	to go well
숨이 트이다	breathe a little easier
시치미를 떼다	to pretend not to know, put on a poker face
이를 악물다	to grit one's teeth
입을 모으다	in chorus, with one mouth
자리를 잡다	to settle down, become stable
죽기 살기로 하다	do-or-die attitude
줄행랑을 놓다	do a runner, escape from somebody or a place
진땀을 빼다	to be/get in a sweat about something
