섬세하다	纖細―; to be delicate, exquisite
성곽	城郭; castle, fortress
성금	誠金; donation, contribution
성능	性能; performance
성실하다	誠實; to be faithful, sincere
성향	性向; tendency, inclination
소득	所得; income
소신	所信; belief, conviction
소양	素養; knowledge, refinement
소외	疏外; alienation
소요	所要 (시간); the time required
소인	消印; postmark, brand
소정	所定; small
소지	1) to be controversial, misleading (2) possession
소홀	疏忽; indifference, negligence
