무성하다	茂盛―; to be thick, overgrown
무수히	無數―; in countless numbers, beyond count
무의식적	無意識的; blindly, thoughtlessly
무인	無人; manless, unmanned
무작정	無酌定; blindly, thoughtlessly
문명	文明; civilization
문헌	文獻; literature (on smt), i.e. 성경 문헌
묻히다	1) to be buried (2) to smear, coat
미미하다	微微―; to be slight, insignificant
미생물	微生物; microorganism, microbe
미세하다	微細-; to be minute, tiny
미적	美的; esthetic, aesthetic
미지	未知; unknown
미처	yet
미해결	未解決; unsettled, unsolved
