정면	正面; front, in front of, façade
정밀하다	精密-; to be precise, accurate
정의	定義; definition
정작	actually, really
정착	定着; settlement, settle (down)
제자리걸음	mark time, going round in circle
조급하다	躁急―; to be impatient
조기	早期; early
조상	祖上; ancestor, statue
조작	操作; operation, manipulation
조화	調和; harmony, balance (of/between)
종사자	從事者; people who work in a certain field (spec. attached before this word)
종전	從前; previous
좌우	左右; left and right, from side to side
주기	週期; period, cycle
