,0,1
0,다치다,to be hurt
1,기침이 나다,to cough
2,다 낫다,to be completely recovered
3,마사지를 받다,to get a massage
4,목이 붓다,to have a swollen throat
5,몸이 안 좋다,to not be feeling well
6,몸이 약하다,to be weak
7,소화가 안 되다,to have digestion problems
8,어깨가 아프다,to have a pain in shoulders
9,잠이 안 오다,to have trouble falling asleep
10,허리가 아프다,to have back pain
11,그래야 할 것 같아요,I may have to do that
12,시간이 안 나다,I don't have time
13,멀미하다,to have motion sickness
14,씹다,to chew
15,조심하다,to be careful
16,딱딱하다,to be hard
17,과일,fruit
18,상담 선생님,counselor
19,상추,lettuce
20,식초,vinegar
21,음료수,beverage
22,낮잠을 자다,to take a nap
23,땀을 흘리다,to sweat
24,소금물로 양치칠하다,to gargle with salt water
25,스트레칭을 하다,to stretch
26,에어컨을 켜다,to turn on an air conditioner
27,오랫동안,for a long time
28,옷을 두껍게 입다,to wear thick clothing
29,잠이 오다,to feel sleepy
30,가수,singer
31,소프라노,soprano
32,진행자,host
33,천천히,slowly
34,특별히,especially
35,건강을 지키는 방법,way to stay healthy
36,마사지를 하다,to give a massage
37,스트레스를 받다,to be stressed out
38,피로가 풀리다,to be relieved of one's fatigue
39,하루에 여덟 시간씩 자다,to sleep 8 hours everyday
40,그렇군요,"Oh, I see"
41,나와 주셔서 감사합니다,Thanks for joining us
0,닮다,to look alike
1,착하다,to be nice
2,경찰,police officer
3,고모,father's sister
4,교수,professor
5,기자,news reporter
6,요리사,chef
7,작은누나,man's youngest older sister
8,작은아버지,married younger brother of father
9,작은형,man's youngest older brother
10,주부,housewife
11,큰누나,man's oldest sister
12,큰아버지,married older brother of father
13,큰형,man's oldest brother
14,마음이 넓다,to be generous
15,어렸을 때,in one's childhood
16,연세가 어떻게 되세요?,how old are you?
17,감동하다,to be touched emotionally
18,뛰어가다,to run
19,불평하다,to complain
20,줍다,to pick up
21,동네,neighborhood
22,딸,daughter
23,밑,under
24,새엄마,stepmother
25,선녀,Korean female angel
26,잔치,feast
27,잔칫집,house holding a feast
28,다리를 건너다,to cross a bridge
29,물에 빠지다,to fall into water
30,빛이 나다,to shine
31,일을 시키다,to make someone work
32,신발이 딱 맞아요,the shoes fit perfectly
33,부르다,to call someone something
34,셋째 딸,third daughter
35,외삼촌,mother's younger brother
36,첫째 이모,mother's oldest sister
37,개인 사업을 하다,to run a private business
0,고생하다,to have a hard time
1,도시,city
2,맥주,beer
3,바닷가,beach
4,여권,passport
5,기차를 잘못 타다,to take a wrong train
6,도둑맞다,to have something stolen
7,말이 통하다,to be able to communicate with each other
8,배탈이 나다,to suffer from diarrhea
9,공기가 깨끗해요,the air is clean
10,교통이 편리해요,the transportation is convenient
11,물가가 싸요,the prices are cheap
12,무슨 일이 있었어요?,Did something happen to you?
13,어떠셨어요,How was
14,음식이 입에 맞아요,I like the food
15,민박하다,to lodge at a private residence
16,신기하다,to be amazing
17,도자기,pottery
18,술잔,small cup for drinking liquor
19,전통 놀이,traditional game
20,전통 문화,traditional culture
21,탈춤 공연,mask dance performance
22,다 같이,all together
23,직접,by oneself
24,들르다,to stop by a place
25,정하다,to decide
26,남해,South coast
27,동해,East coast
28,역사,history
29,섬,island
30,신선한 회를 먹다,to eat fresh sashimi
31,아직 못 정했어요,I haven't decided yet
32,한 3~4일 쯤 생각하고 있어요,I am thinking about 3 or 4 days
0,승진하다,to be promoted
1,약혼하다,to be engaged
2,축하하다,to congratulate
3,취직하다,to get a job
4,편찮으시다,to be sick (hon)
5,마음이 무겁다,to be depressed
6,월급이 오르다,to get one's pay raised
7,같이 식사 한번 해요,let's have a meal together sometime
8,걱정되겠어요,They must be very worried
9,그럴게요,I will do that
10,좋으시겠어요,You must be happy
11,축하해 주셔서 감사합니다,Thank you for your congratulations
12,한턱 낼게요,It will be my treat
13,뜻하다,to mean
14,죽다,to die
15,표시하다,to mark
16,건물,building
17,까치,magpie
18,돼지,pig
19,떡국,rice cake soup
20,비누 거품,suds
21,설날,New Year's Day
22,집들이,housewarming party
23,층,"floor, layer"
24,한자,Chinese characters
25,휴지,toilet paper
26,꿈을 꾸다,to dream
27,다리를 떨다,to shake one's leg
28,돈을 벌다,to earn money
29,돈이 생기다,to get money
30,반가운 손님,welcomed guest
31,복이 나가다,to lose good fortune
32,이가 빠지다,to lose a tooth
33,놓다,to put on
34,집다,to pick up
35,금반지,gold ring
36,돌잔치,1st birthday feast
37,물건,thing
38,상,Korean low style table
39,실,thread
40,아기,baby
41,장난감,toy
0,공연,performance entertaining an audience
1,사진 전시회,photo exhibition
2,연극,play
3,표,ticket
4,거리를 구경하다,to look around a street
5,그냥텔레비전 보고 있어,I'm just watching TV
6,바람이 불어요,It's windy
7,밖이 더워요,It's hot outside
8,밖이 추워요,It's cold outside
9,비가 오면 어때,I don't care even if it rains
10,자리가 없어요,There are no seats available
11,계산하다,to pay
12,세일하다,to be on sale
13,세차하다,to wash a car
14,지나가다,to pass by
15,팔다,to sell
16,느리다,to be slow
17,더럽다,to be dirty
18,비슷하다,to be similar
19,속상하다,to be upset
20,필요없다,to be unnecessary
21,가지고 나어다,to bring along
22,가지고 다니다,to carry around
23,성적이 나쁘다,to have poor grades at school
24,시험에 나오다,to be asked on the test
25,시험을 보다,to take an exam
26,10만 원짜리,"thing worth 100,000 won"
27,오랜만에,after a long time
28,운이 없다,to be unlucky
29,줄에 서다,to stand in line
30,버스가 지나가요,A bus passes by
31,데려오다,to go get a person
32,비밀,secret
33,앨범,album
34,음료수,beverage
35,케이크,cake
36,기억에 남다,to be memorable
37,그게 좋을 것 같아,That sounds good
38,좋은 생각이야!,That's a good idea!
0,수리하다,to repair
1,싸우다,to fight
2,화를 내다,to get angry
3,우울하다,to be depressed
4,이상하다,to be strange
5,아직 안,not yet
6,항상,always
7,고민이 있다,to have worries
8,다른 데에 가다,to go to another place
