,0,1
0,감소하다,to decrease (not 줄어들다)
1,경쟁률,competition rate
2,내리다,to go down
3,~는 것으로 나타나다,to appear (as a~)
4,늘어나다,to increase/grow
5,~다고 응답하다,to response (that~)
6,~다는 대답이 ~을 차지하다,to (have responses that say~) take the position of
7,비율,"ratio, proportion"
8,오르다,to go up
9,~는지에 대해 질문하다,to ask about (whether)
10,~을 대상으로 조사하다,to survey/study (something)
11,인상되다,to be raised/increased
12,인상률,rate of increase
13,인하되다,to be lowered
14,줄어들다,to decrease (not 감소하다)
15,확률,probability
16,환율,exchange rate
17,쾌활하다,to be cheerful
18,기름값,oil/gas prices
19,엄하다,to be strict
20,시간 가는 줄 모르다,to have time pass without knowing
21,한,approximately (=약)
22,만만치 않다,to not be trivial
23,씀씀이,expenditures:spending
24,인건비,personnel expenses;payroll
25,의대,medical school
26,법대,law school
27,가정,"family (not 가족), home, household"
28,부담이 늘다,to have an increase in burden
29,자격증을 따다,to get a certificate/license
30,돌아다니다,"to go around, to roam"
31,고아원,orphanage
32,제대로,properly
33,안정적이다,to be stable
34,조화를 이루다,to achieve harmony
35,피하다,to avoid
36,현실,reality
37,반영하다,to reflect
38,인상(이) 깊다,to have  a deep impression
39,일반적이다,to be normal/regular
40,꼽다,to count
41,존댓말,honorific language
42,웃어른,elder neighbor
43,공경하다,to respect/honor
44,문화재,cultural treasure
45,인상을 받다,to get/receive an impression
46,미인형,beautiful type for women
47,미남형,handsome type for men
48,신체 구조,body structure
49,계산하다,to calculate
50,배꼽,bellybutton
51,위치,location
52,재다,to measure
53,가로,horizontal
54,세로,vertical
55,이상적이다,to be ideal
56,합창단,"chorus, choir"
57,구성,"composition, makeup"
58,소프라노,soprano
59,알토,alto
60,테너,tenor
61,베이스,bass
62,포털 사이트,portal site
63,상당수,a considerable number
64,복수 응답,plural response
65,지식을 쌓다,to accumulate knowledge
66,사회성을 기르다,to cultivate social skills
67,순,order
68,동그랗다,to be circular/spherical
69,박자에 맞추다,to follow the rhythm
70,표시하다,to mark/indicate
71,길이 엇갈리다,to miss each other on the way
72,종잇조각,piece of paper
73,부담스럽다,to be burdensome
74,다이아몬드,diamond
75,미역국,Korean seaweed soup
76,환상,fantasy
0,관리가 힘들다,to be difficult to manage
1,경쟁심,competitiveness
2,동정심,sympathy
3,멸종되다,to become extinct/die out
4,번거롭다,(of watering) to be bothersome (물 주기가~)
5,번식하다,"to reproduce, breed, propagate"
6,애국심,patriotism
7,외로움을 달래다,to lessen lonliness
8,인내심,patience
9,정서적으로 안정되다,to become emotionally stable
10,진화하다,to evolve
11,지저분해지다,(of a house) to become dirty/messy
12,학대하다,"to abuse, mistreat"
13,호기심,curiosity
14,훈련시키다,"to train (someone, animals)"
15,불경기,bad economy
16,유령,"ghost, specter"
17,애완동물,pet
18,맞아 주다,to come out to meet
19,배설물,excrement
20,털,"fur, hairs"
21,짖다,to bark/howl
22,화초,"flowers, flowering plant"
23,앵무새,parrot
24,먹이,"food, feed, prey, fodder"
25,챙겨주다,to get something for someone
26,베란다,balcony
27,무궁화,hibiscus
28,국화,national flower
29,자식,sons and daughters
30,노약자,the elderly and frail
31,임산부,pregnant women
32,진돗개,the native dog of Jindo
33,원산지,place of origin
34,황색,yellow (not 노란색)
35,대담하다,to be bold
36,용감하다,to be brave
37,집을 지키다,to watch a house
38,사냥개,hunting dog
39,발휘하다,to show a skill or ability
40,충성심,loyalty
41,이름이 높다,to be highly regarded/renowned
42,줄기,stem; stalk
43,과거,the highest-level state examination for recruiting officials during the Goryeo and Joseon Dynasty
44,다홍색,scarlet
45,꽂다,to put in/ pin on
46,명예롭다,to be honorable
47,훈장,"medal, badge"
48,밥상,dining table
49,닭장,chicken coop
50,갇히다,to be trapped
51,알을 낳다,to lay eggs
52,병아리,chick
53,시각 장애인,visually impaired (=맹인)
54,맹인 안내견,guide dog
55,평생,lifetime long
56,본능,instinct
57,애완견,pet god
58,고통을 주다,to inflict pain
59,타조,ostrich
60,펭귄,penguin
61,도도새,Dodo bird
62,인도양,Indian Ocean
63,모리셔스,an island in the Indian Ocean ( Republic of Mauritius)
64,차츰,gradually
65,위협하다,to threaten
66,비행 능력,flying ability
67,포르트칼,Portugal
68,평화롭다,to be peaceful
69,위기,crisis
70,마구,indiscriminately
71,항해,voyage
72,신선하다,to be fresh
73,참고로,for reference
74,바보,fool; idiot
75,모피,"fur; (생가죽) hide, pelt"
76,서커스,circus
77,식물원,botanical garden
78,수족관,aquarium
79,해몽,dream interpretation
80,속다,to be deceived
81,열을 식히다,to cool heat
82,뿔,horn
83,곤충,insect
84,암컷,female (for animals)
85,수컷,male (for animals)
86,새기다,to carve
87,흘리다,"to drop, shed (눈물을~) sweat (땀을~)"
88,엎지르다,to spill
89,물이 묻다,to become wet
90,망가지다,to be ruined
91,우울하다,to be depressed
92,말썽을 부리다,to cause trouble
93,인기에 힘입다,to owe to popularity
94,신경 쓰다,to give thought
95,어색하다,to be awkward
96,방면,field; direction
97,충동구매,impulse purchase
98,불평하다,to complain
99,무작정,"blindly, without thought"
100,억지로,unwillingly
101,눈을 붙이다,to close one's eyes to sleep / take a nap
102,맞장구치다,to respond agreeably
103,살피다,to examine
104,고집하다,"to insist, stick to"
105,책임이 무겁다,to have heavy responsibility
106,충고,advice
107,목숨을 살리다,to save a life
108,발 벗고 나서다,"to roll up one's sleeves, stick one's neck out for others"
109,조류,birds
110,진흙땅,mud
111,단단하다,to be solid
112,재빨리,very quickly
113,햇볕이 잘 들다,to have good sunlight
114,열대 지방,the tropics
115,몰리다,to flock
116,혜택,benefit
0,가슴이 뻥 뚫리다,to feel liberated
1,기분이 상쾌해지다,to feel refreshed
2,꽃으로 가득하다,to be filled with flowers
3,끊임없이,ceaselessly
4,끝없이,endlessly
5,끝없이 펼쳐지다,to be endlessly spread out
6,마음이 차분해지다,to be calm minded/composed
7,말없이,without a word
8,머리가 맑아지다,to have one's mind become clear
9,바람에 날리다,to flap in the wind
10,밤낮없이,night and day
11,빨갛게 물들다,to be dyed red/colored crimson
12,수없이,innumerably
13,줄지어 서 있다,to be standing in lines
14,별,special; particular(~로)
15,반하다,to be enamored;to have a crush on
16,활짝,broad; wide
17,풍경,scenery
18,올레길,hiking trail in Jeju-do
19,강원도,provinces in northeastern South Korea
20,설악산,a mountain in Gangwon Province
21,동해안,East Sea Shore
22,장면,"view, scene"
23,김빠지다,to go flat
24,관람객,spectator; viewer
25,진정하다,"to be true, genuine/ calm down"
26,우체통,postbox
27,무조건,unconditionally
28,요구하다,to request
29,여유로움,leeway
30,광화문,front gate of Gyeongbok Palace
31,돌다리,stone bridge
32,짐승,animal; beast
33,조각되다,to be carved
34,천록,a mythical animal
35,생동감이 있다,"to feel alive, to have sense of liveliness"
36,메롱,children's teasing  word
37,내밀다,to stick out
38,궁궐,palace
39,근정전,main throne hall
40,칠조룡,seven toed dragon
41,고궁박물관,National Palace Museum of Korea
42,둘이 먹다가 하나가 죽어도 모르다,"If one of us died while eating, the other one would not know if (because the food is so delicious)"
43,항구,port
44,통영,a city in South Gyeongsang Province
45,갈매기,seagull
46,고깃배,fishing boat
47,명물,specialty (in a certain area)
48,충무김밥,a special regional gimbap in 충무
49,꿀빵,honey bread
50,미륵산,a mountain in Tongyeong
51,예술인,artist
52,소매물도,an island near Tongyeong
53,일출,sunrise
54,일몰,sunset
55,여객선,passenger boat
56,민박집,private lodging
57,펜션,pension
58,오징어무침,seasoned squid
59,무김치,radish kimchi
60,별미,delicacy
61,휴양 여행,a trip for relaxation
62,수학여행,school field trip
63,엠티,MT
64,약자,abbreviation
65,수평선,horizon
66,보물,treasure
67,몰두하다,to be absorbed/devoted
68,지식이 풍부하다,to have abundant knowledge
69,꼽히다,to be considered
70,급여,wage
71,염색하다,to dye
0,낭비하다,"to waste (water, time)"
1,대기 오염,air pollution
2,매연,"exhaust,"
3,버리다,"to throw away (a can, trash)"
4,환경,environment
5,보호하다,to protect (the environment)
6,수질 오염,water pollution
7,종이,paper
8,아끼다,"to conserve (paper, water, time)"
9,오염되다,to be polluted
10,이상 기후,abnormal climate
11,일회용품,single-use product
12,재활용하다,to reuse/recycle (a glass bottle)
13,음식물 쓰레기,food scraps
14,줄이다,to reduce
15,중단되다,to be cut-off/suspended
16,지구 온난화,global warming
17,토양 오염,ground/soil pollution
18,파괴되다,to be destroyed
19,폐수,waste water
20,취소하다,to be canceled
21,해결되다,to be solved
22,환경 오염,environmental pollution
23,제품,product
24,붙잡다,"to hold onto, to grab"
25,덮이다,to be covered
26,정전이 되다,to power to go out
27,전쟁이 나다,to have a war begin
28,사용법,way to use
29,낡다,"to be old, shabby, worn out"
30,멀쩡하다,to be intact
31,쓰레기,trash
32,더미,pile (of something)
33,저절로,on its own
34,쌓아 두다,to pile up and leave (something)
35,지저분하다,to be messy
36,양,amount
37,의심하다,to be suspicious of
38,강물,river water
39,비바람,(wind and) rain storm
40,마비되다,to be paralyzed
41,캠페인,campaign
42,비닐봉지,plastic bag
43,장바구니,shopping basket
44,썩다,"to decay, rot"
45,자가용,(one's own) car
46,오염시키다,to make something polluted
47,인체,human boy
48,해롭다,to be harmful
49,성분,component
50,숲,woods
51,온천,hot spring
52,주민,citizen
53,시위를 벌이다,to have a protest break out
54,생활 하수,sewage
55,식수,drinking water
56,환경 단체,environmental organization
57,흘러 들어가다,to flow into
58,북극,Arctic
59,남극,Antarctic
60,생물,organism; life
61,두께,thickness
62,빙하,glacier
63,녹다,to melt
64,물개,fur seal
65,북극곰,polar bear
66,반사하다,to reflect
67,흡수하다,to absorb
68,해수면,sea level
69,해안 도시,ocean-side city
70,잠기다,to sink
71,중고품,used item
72,시민 단체,citizens' organization
73,기증받다,to receive donations
74,운영하다,to run/operate
75,농작물,agricultural crop
76,농약,pesticide (~뿌리다)
77,뿌리다,to spray (농약을 ~)
78,호흡기,respiratory
79,질환,"disorder, illness"
80,자원,resource
81,검사하다,to inspect
82,물질,"material, matter, substance"
83,시위하다,to hold a demonstration
84,격려하다,to encourage
85,마음잡다,to regain one's composure/settle down
86,월급을 올려 주다,to raise someone's monthly pay
87,손전등,flashlight
88,진지하다,to be serious
89,잔소리가 많다,to be nagging
90,관람객,spectator
91,선반,shelf
92,답 메일,reply mail
93,눈치를 채다,"to realize compare, become aware of, take hint of"
94,수돗물,tap water
95,실업,unemployment
96,발명하다,to invent
97,도둑이 들다,to be robbed
0,동생을 내쫓다,to kick out a younger sibling
1,도깨비,Korean goblin
2,헝겊으로 묶다,to tie with a piece of cloth
3,박,gourd
4,보물,treasure
5,다리를 부러뜨리다,to break a leg
6,보물이 쏟아지다,to have treasures pour out
7,박이 열리다,to have a gourd opened
8,의태어,mimetic word
9,빙빙,round and round
10,슬근슬근,softly
11,제비,swallow (a bird)
12,주렁주렁,"in clusters (for grapes, apples, etc.)"
13,터덜터덜,ploddingly
14,톱,saw
15,훨훨,fluttering
16,떠들다,to make noise
17,짜증이 나다,to get annoyed
18,추첨,"raffle, lottery"
19,문화 상품권,gift certificate
20,사진집,collection of photographs
21,마음씨가 고약하다,to be wicked hearted
22,차지하다,to occupy
23,불평 없이,without inconvenience
24,온갖,all kinds
25,버럭,abruptly
26,뻔뻔하다,to be shameless/brazen
27,마당을 쓸다,to sweep the yard
28,형님,older brother
29,오두막집,hut
30,자루,sack
31,뜨끈뜨끈하다,"to be hot (steaming, burning hot)"
32,굽실거리다,to bow before/crawl to/ creep and crawl
33,빗자루,broom
34,밥주걱,rice scoop
35,뺨,cheek
36,형수님,sister-in-raw (for older brother's wife)
37,처마,eaves
38,지붕,roof
39,다급하다,to be urgent
40,물다,to bite
41,심다,to plant
42,정성스럽다,"to be earnest, to do one's utmost"
43,싹,sprout
44,통,counter for round nouns (수박-watermelon 두 ᄐ)
45,비단,silk
46,하루아침에,in one morning
47,한걸음에,without a break
48,흥분하다,to get excited
49,마크,"mark, logo"
50,신발장,shoe closet
51,제공하다,to provide
0,관심이 생기다,to become interested
1,골치가 아프다,to have a headache; to be annoyed
2,부정확하다,to be inaccurate/imprecise
3,불가능하다,to be impossible
4,불공평하다,to be unfair
5,불규칙하다,to be irregular
6,불확실하다,to be uncertain
7,신비롭게 느껴지다,to come to feel that something is marvelous
8,실제로 존재하다,to actually exist
9,원리가 궁금하다,to wonder about a principle
10,이론적으로 가능하다,to be possible theoretically
11,이유가 밝혀지다,to have a reason become known
12,현실적으로 불가능하다,to be impossible in reality
13,흥미가 없다,to be of no interest/uninteresting
14,꾸준히,"persistently, steadily"
15,벌,bee
16,인류,humanity
17,쌍둥이,twins
18,산모,pregnant woman (not 임산부)
19,생모,biological mother
20,괴물,monster
21,외계인,alien
22,지구인,people living on the earth
23,유지,maintenance; keeping
24,체중,body weight
25,이어지다,to get connected
26,존재하다,to exist
27,목격하다,to witness
28,투명 인간,invisible person
29,망토,cape
30,개발하다,to develop
31,뚫다,to make a hole
32,굴절시키다,to refract
33,운석,a meteoric stone
34,투표,"ballot, vote"
35,선출되다,to be elected
36,영양소,unutrient
37,운영자,operator
38,유전,heredity
39,물려받다,to inherit
40,전달되다,to pass on/convey
41,현상,phenomenon
42,곱슬머리,curly hair
43,직모,straight hair
44,우성,dominant (gene)
45,혀,tongue
46,말다,to roll
47,형태,form; shape
48,신체적,physical
49,타고나다,to be born with
50,보조개,dimple
51,쌍꺼풀,double eyelid
52,굿불,earlobe
53,주근깨,freckle
54,상식,"common knowledge, common sense"
55,무심코,carelessly; thoughtlessly
56,지나치다,to pass by
57,의심하다,to doubt
58,욕조,bathtub
59,세면대,washstand
60,빠져나가다,to get out/sleep through
61,빙빙 돌다,to turn in circles
62,적도,equator
63,기준,basis of comparison
64,구불구불하다,to be winding/ curly
65,단백질,protein
66,결합되다,to combine/connect
67,일정하다,"to be fixed, steady"
68,유지하다,to maintain
69,적용되다,to be applied
70,마찰력,friction force
71,신기하다,to be marvelous
72,탄생하다,to be born
73,공상,"daydream, fantasy, (literary ) reverie"
74,공상 과학 영화,science fiction film
75,공상 과학 소설,science fiction novel
76,마우스,computer mouse
77,감탄하다,to exclaim
78,터치하다,to touch
79,실감나다,to feel real
80,그림자,shadow
81,항아리,large Korean jar
82,흘러나오다,to flow out
83,시각,"time, hour"
84,종이 울리다,"to (a bell) ring, chime"
85,귀신,ghost
86,두려움,fear
87,순간,moment
88,실현하다,"to materialize, realize, fulfill"
89,목적지,destination
90,집착,obsession
91,사냥하다,to hunt
92,염색체,chromosome
93,성별,gender
94,품질,quality
95,소비자,consumer
0,가슴속에 간직하다,to keep in one's heart
1,기억이 생생하다,to have a vivid memory
2,너무 변해서 못 알아보다,to be unrecognizable because of having changed so much
3,몰라보게 달라지다,to be changed beyond recognition
4,무소식이 희소식이다,no news is good news
5,세상이 참 좁다,to have the world be really small
6,세월이 쏜살같다,to have have time fly like an arrow
7,손꼽아 기다리다,to look forward to/count down to
8,예전 그대로이다,to be just as it had been
9,예전만 못하다,to be not as good as it was
10,옷깃만 스쳐도 인연이다,to even brush past a person is fate/karma
11,좋은 추억으로 남다,to remain as good memory
12,처음 만난 게 엊그제 같다,it seems like we only first met yesterday
13,하나도 안 변하다,to have not changed at all
14,규모,"scale, scope, size"
15,들여다보다,to look in
16,사업가,entrepreneur
17,하긴,as a matter of fact
18,삼행시,three-line poem
19,짓다,"to write (a poem, a name), build (a house)"
20,이벤트,event
21,당첨되다,to win a prize
22,당첨자,prize winner
23,고급,high-level
24,식사권,meal ticket
25,최우수,the best
26,허가,permission
27,발걸음이 무겁다,to have heavy steps
28,과연,"indeed, sure enough"
29,맴돌다,to linger/go around
30,미소,smile
31,긴강을 풀다,to relieve tension
32,대화를 나누다,to have a conversation/talk
33,마음이 놓이다,to ease one's mind
34,중간에,in the middle
35,포기하다,to give up
36,깜짝 놀라다,to be suddenly surprised
37,말이 안 통하다,to be unable to communicate
38,온,whole
39,그저,just
40,앞서다,to take precedence; to precede
41,치우다,"to clear, clean"
42,길을 나서다,to hit the road
43,한여름,mid-summer
44,그늘,shade
45,애를 쓰다,to make every effort
46,눈길,snowy road
47,문득,suddenly
48,쓸쓸하다,to feel lonely
49,허전하다,to feel empty
50,서운하다,to be hurt/sad/sorry
51,열중하다,to devote oneself
52,멋지다,to be handsome/stylish
53,고무신을 거꾸로 신다,to wear rubber shoes backwards/ dump somebody
54,씩씩하다,to be valiant/energetic
55,훈련을 받다,to receive training
56,이등병,private (a military term)
57,작사,writing lyrics
58,작곡,(musical) composition
59,훈련소,training center
60,큰절,deep bow/a deep curtsy (kneeling down to bow)
61,아쉬움,regret; frustration
62,풀,grass
63,포기,"head; root (of a Chinese cabbage, napa cabbage) (counting unit)"
64,새롭다,to be new
65,생,life
66,인생,(human)n life
67,저생,(in) previous life
68,열차,train
69,기적,train whistle
70,흘러가다,to flow along/fly along
71,촌스럽다,to be countrified
72,말을 걸다,to initiate conversation
73,변치 않다,to not change
74,여전히,"still, as ever"
75,단체 사진,group photograph
76,꾸미다,to decorate
77,손편지,handwritten letter
78,배려하다,to be considerate of
79,함부로,"rashly, thoughtlessly"
80,단짝,best friend
81,철이 없다,to lack maturity
82,밀리다,to be left unbone
0,상하다,"to (food) go bad, (feeling) offended"
1,기분이 상하다,to take offense
2,끊기다,to get disconnected
3,대화가 끊기다,to have a conversation stop
4,기억력,memory
5,상상력,imagination
6,이해력,ability to understand
7,오해가 생기다,to have a misunderstanding
8,욕을 하다,"to swear, curse"
9,욕을 해 대다,"to (pour) swear, curse words (a lot)"
10,외래어,loanword
11,유행어,language trends
12,따라 하다,to follow (language trends-유행어를~)
13,의사소통이 잘되다,to communicate well
14,줄임말,portmanteau word
15,써 버릇하다,to have a habit of using (줄임말을~)
16,친근하다,to be intimate
17,느낌이 들다,to feel a sense of (intimacy 친근한~)
18,표현,expression
19,풍부해지다,to have ample ability for (expression 표현이~)
20,표현력,ability to express
21,어린아이,young child
22,거짓말쟁이,liar
23,도대체,why/what/how in the world
24,소용이 없다,to be of no effect
25,사라지다,to disappear
26,옷차림,outfit
