,0,1
0,토요일,Saturday
1,시간이 있다,to have time
2,여름 일기,Summer Diary (movie title)
3,어때요?,How about ... ?
4,그래요,Okay
5,저녁,dinner
6,박물관,museum
7,그런데,however
8,약속,appointment
9,그러니까,so
10,안녕히 계세요,Good-bye
11,케이크,cake
12,월요일,Monday
13,화요일,Tuesday
14,수요일,Wednesday
15,목요일,Thursday
16,금요일,Friday
17,토요일,Saturday
18,일요일,Sunday
19,주말,weekend
20,전화를 걸다,to make a call
21,입다,to wear
22,일월,January
23,이월,February
24,삼월,March
25,사월,April
26,오월,May
27,유월,June
28,칠월,July
29,팔월,August
30,구월,September
31,시월,October
32,십일월,November
33,십이월,December
34,태권도,Taekwondo
35,배우다,to learn
36,수영하다,to swim
37,약속이 있다,to have an appointment
38,약속을 하다,to make an appointment
39,시간이 없다,to not have time
40,일이 있다,to have something to do
41,바쁘다,to be busy
42,피곤하다,to be tired
43,잠깐,for a moment
44,미안해요,I'm sorry
45,산책하다,to take a walk
46,여행을 가다,to go on a trip
47,만들다,to make
48,나가서 먹다,to eat out
49,커피숍,coffee shop
50,더,more
51,연극,play
52,산,mountain
53,바다,sea
54,안 돼요,Not okay
55,괜찮아요,Okay
56,수첩,schedule book
57,음악회,concert
58,꼭,for sure
59,제주도,Jeju Island
0,어서 오세요,Welcome
1,아저씨,mister
2,있다,to have
3,얼마예요?,How much is it?
4,뭘 드릴까요?,What can I get for you?
5,x 개,x items
6,콜라,coke
7,x 병,x bottles
8,주다,to give
9,여기 있어요.,Here it is.
10,과자,cookies; snack
11,주스,juice
12,휴지,tissue
13,모두,all
14,계란,egg
15,비누,soap
16,치약,toothpaste
17,칫솔,toothbrush
0,여보세요,Hello (only telephone calls)
1,댁,house (honorific)
2,부인,wife
3,그런데요,"Yes, it is"
4,계시다,to be (t)here (honorific)
5,잠깐만,just a moment
6,X 좀 바꿔 주세요,May I speak to X?
7,들어오다,to come in
8,아마,perhaps
9,글쎄요,Well
10,제가,I
11,다시,again
12,자주,"often, frequently"
13,잘,often
14,그 대신,instead
15,전화,telephone
16,이메일,e-mail
17,x에게서,from x
18,제,my (humble)
19,바로,right away
20,답장,reply
21,기쁘다,to be glad
22,사장님,president (of a company)
23,신라 호텔,The Shilla Hotel
24,삼성 전자,Samsung Electronics
25,엘지 전자,LG Electronics
26,국민 은행,Kookmin Bank
