,0,1
0,인수증,receipt
1,벽걸이 TV,wall tv 
2,규정,regulation 
3,하자,defect
4,흠,flaw
5,품질보증서,proof of warranty
6,상표,lit. trademark -- means the tag 
7,옷감,cloth; material 
8,면,cotton
9,택배 기사,delivery man 
10,상자 ,box 
11,지불하다,to make a payment 
12,수수료,fee
0,잠을 설치다,to sleep fitfully 
1,부스럭거리다 ,to rustle around 
2,분의 아니게 ,against one's will 
3,따지다 ,to discuss in a nitpicky way 
4,고발하다,to accuse/charge 
5,고소하다,to accuse 
6,부인하다,to deny
7,시인하다,to admit
8,목목하다,silent
9,금액,money sum
10,N에 시달리다,to suffer from N; to be pestered by N
11,공동,joint 
12,끙끙거리다,to groan and moan 
13,불평하다,to complain 
14,합의하다,to come to an agreement 
15,말다툼하다,to dispute
16,소음,noise; racket 
17,폭행죄,assault crime 
18,법원,court of law 
19,회원권,membership 
20,결재 ,approval; authorization 
21,공기 청정기 ,air purifier 
22,권리 ,rights 
23,회상하다,to look back; to reminisce 
0,느긋하다,carefree; easy going
1,명랑하다,cheerful
2,덜렁거리다,restless; hasty 
3,변덕스럽다 ,unpredictable; fickle 
4,꼼꼼하다,meticulous
5,참을성,patience 
6,기름 지다 ,to be oily
7,재주,talent
8,침착하다,calm; collected
9,간결하다,concise 
10,다방면,varied
11,귀사,"a formal greeting, lit. ""your esteemed company"""
12,영업,business sales
0,무술,martial arts
1,단련하다 ,to train/work out 
2,남단,southernmost
3,의지하다,to rely on
4,형성되다 ,to be developed 
5,밀집하다 ,to be concentrated/close together
6,상인,merchant
7,성당,cathedral
8,주재하다 ,to preside over 
9,미사 ,catholic mass 
10,사원,mosque 
11,화교 ,overseas Chinese 
12,운영하다,to manage/operate
0,도심 ,downtown; center of a city 
1,적응이 되다 ,to adapt; to adjust 
2,주택가 ,residential area 
3,도시 근교 ,"suburbs; lit. ""far from city"""
4,한적하다 ,tranquil; secluded 
5,번화하다 ,bustling; busy 
6,쾌적하다 ,pleasant 
7,중심가 ,main street 
8,주거 ,dwelling; abode 
9,간판,sign
10,시내 ,downtown
11,표지판 ,notice 
0,격려하다,to encourage; cheer up 
1,재촉하다,to rush/hurry someone/something 
2,비난하다,to criticize or reproach 
3,낙심하다,to be discouraged
4,지나치다,to be excessive 
5,짐승,animal (as in non-fish)
6,벼 ,rice crop 
7,독특하다,unusual; distinctive 
8,흉내를 내다 ,to imitate 
9,친밀감,sense of closeness
10,파과하다,to destroy 
0,식구,family member 
1,명상,meditation
2,타고나다,to be born with 
3,신체,physical 
4,간,liver 
5,혈관,blood vessel
6,위,stomach
7,췌장,pancreas
8,장,intestines 
9,간염,hepatitis 
10,위염,gastritis 
11,장염,entritis
12,치매 ,dementia 
13,뇌졸중,a stroke
14,동맥경화,artery hardening 
15,소화불량,indigestion 
16,질환,disease 
17,요법,treatment 
18,유전적이다,hereditary 
19,예방하다,to prevent
20,비만,obesity
21,씌우다,to cover 
22,위장병,stomach problems 
23,낙천적이다,optimistic 
24,모험심,sense of adventure 
25,심장마비,heart attack 
26,유방암,breast cancer 
0,영향을 끼치다 ,to cause influence 
1,초조하다 ,anxious; impatient 
2,공장,factory
3,장남/장녀,first born son/daughter 
4,회고록,memoir 
5,현명하다 ,wise 
6,자상하다 ,thoughtful; considerate 
7,기름 때 ,oil stain 
0,기후 ,climate 
1,차남/차녀 ,second son/daughter 
2,부유하다 ,wealthy
3,빈곤하다 ,poor 
4,서늘하다 ,chilly; cool
5,쌀쌀하다 ,nippy; chilly 
6,화창하다 ,clear; bright 
7,온화하다 ,mild; temperate 
8,너댓,about four or five 
9,열대,tropical climate 
10,한대 ,polar climate 
11,아열대 ,subtropical climate 
12,냉대,arctic climate
13,뚜렷하다 ,clear; distinct 
14,땀샘,sweat gland 
15,방지하다,to neglect
16,다소,somewhat 
17,경향,tendency 
18,끈기 ,endurance; tenacity 
19,온천,hot spring
20,활동적이다,active 
0,학벌,academic background 
1,단독주택,detached house 
2,구두 계약,verbal contract
3,농사 ,agriculture 
4,농사를 짓다 ,to farm 
5,상보상조,mutual aid; helping each other out 
6,계,a traditional private fund 
7,두레 ,farmers' cooperative group
