,0,1
0,건네다,To hand over
1,격려하다,"To encourage, stimulate"
2,기적,Miracle
3,난독증,Dyslexia
4,낭독하다,"To recite, read aloud"
5,눈보라,Snowstorm
6,달리기,"Race, run"
7,드러내다,To come into view
8,떠올리다,"To occur, come to mind"
9,마디,"Word, phrase"
10,무심코,Unintentionally
11,무심하다,To be unintentional
12,붓다,"To become bloated, swollen"
13,비료,"Manure, fertilizer"
14,성급하다,"To be hasty, quick"
15,성우,Radio actor
16,소프라노,Soprano
17,송두리째,"Completely, thoroughly"
18,식욕,Appetite
19,쑥스럽다,"To be shy, bashful"
20,쓰다듬다,"To stroke, caress"
21,연기,Performance
22,영향,Influence
23,우울하다,To be depressed
24,은사,Amnesty
25,이간하다,"To estrange, alienate"
26,이르다,To lead to
27,입사하다,To join a company
28,조절하다,"To regulate, control"
29,존경하다,To admire
30,종횡무진,"At will, freely"
31,주연배우,Leading role
32,지도하다,"To lead, instruct"
33,처지,"Situation, position"
34,틈틈이,At spare moments
35,폐렴,Pneumonia
36,포기,"Root, head"
37,헐리우드,Hollywood
38,화재,A fire
39,화초,Flowing plant
40,활약하다,To be active
41,천국,The blessed land
42,도박,Gambling
43,입술이 닳다,To run one's lips down
44,숙박하다,To lodge
45,종횡무진,Thoroughly
46,웬,What
47,단지,Flower plant
48,무심코하다,To do unintentionally
49,송두리째,Entirely
50,성우인,Voice actor
51,난독증,Dyslexia
52,낭독하다,To read aloud
53,낭독회,Recital
54,화초,"Only, just"
55,떠올리다,To recall
56,떠오르다,To rise
57,눈 깜짝할 사이,In the blink of an eye
58,자유한국당,Liberty Korea Party
59,소추,Prosecution
60,대통령 직무 정지,Suspension of presidential duties
61,조선로동당,The Worker's Party of North Korean
62,공화동,Republican
63,보수당,Conservative party
64,의회,Congress
65,선거,Election
66,임기,Term (of presidency)
67,만료,Expiration
68,선출하다,To elect
69,부여되다,To be awarded
70,건널목,Railroad crossing
71,정년퇴임,Retirement age
72,침묵,Silence
73,침묵 효과,"Effect of silence, mum effect"
74,부하직원,Subordinate staff
75,소수,Decimal numbes
76,분수,Fractional numbers
77,리콜,Recall
78,우주왕복선,Space shuttle
79,폭발하다,To explode
80,미국항공우주국,NASA
81,물리학자,Physicist
82,연구원,Researcher
83,조직문화,Corporate culture
84,금기시하다,To be taboo
85,항공업계,Aviation industry
86,자체,Itself
87,항공기,Aircraft
88,기장,Captain
89,승무원,Flight attendant
90,부기장,Advisor
91,추락하다,To fall
92,구성원,Organization Member
93,질책,Reprimand
94,상급자,Superior
95,독려하다,To urge
96,권위주의,Authoritarianism
97,비판적,Critical
98,본성,Original nature
99,회피하다,To evade
100,대응,Response
101,후속,Subsequent
102,직언,Outspoken comments
103,향유,Enjoyment
104,확산하다,To diffuse
105,문화융성위원회,Presidential Committee on Culture and Cultural Affairs
106,문화체육,Cultural sports
107,문턱,Threshold
108,관광부,The Ministry of Tourism
109,매마수,Culture day
110,문화시설,Cultural facilities
111,취향,Preference
112,성과의 숨,Breath of performance
113,돌파,Overcome
114,도심,Centre of town
115,국립현대미술관,National Museum of Contemporary Art
116,거듭하다,To repeat
117,제공하다,To provide
118,동참하다,To participate
119,공감,Empathy
120,접하다,To encounter
121,수치,Figure
122,야간개방,Night opening
123,총,Total
0,가라앉다,To calm down
1,격언,Proverb
2,괴성,Strange sound
3,근육,Muscles
4,기능,"Skill, ability"
5,기운차다,To have great physical strength
6,농담,Joke
7,뇌,Brain
8,당첨되다,"To draw a lucky number, win the lottery"
9,만족하다,To be satisfied
10,면역,Immunity
11,명령,"An order, command"
12,명약,Good medicine
13,무리하다,"To exceed, overdo"
14,바람직하다,To be desirable
15,방사능,Radioactivity
16,복,Good fortune
17,복권,Lottery ticket
18,분노,"Anger, resentment"
19,사투리,Dialect
20,상황,"Condition, situation"
21,생태계,Ecosystem
22,시청하다,To watch TV
23,신체,The body
24,심리,"Mental state, psychology"
25,열광,Wild enthusiasm
26,영장류,Primate
27,오랑우탄,Orangutan
28,우울하다,To be depressed
29,유인원,Anthropoid ape
30,의지하다,To depend on
31,일생,Lifetime
32,자연스럽다,To be natural
33,적대감,Hostility
34,지구,The earth
35,침팬지,Chimpanzee
36,코미디,Comedy
37,표현하다,To express
38,풀어지다,To feel better
39,풀이 죽다,"To be dejected, low in spirit"
40,혈액순환,Blood circulation
41,호흡량,Breathrate
42,확률,Probability
43,웃으면 복이 와요,If you laugh luck will come to you
44,중2병,Puberty (slang)
45,기운,"Energy, strength"
46,기운이 있다,"To have energy, strength"
47,기운이 없다,To be disheartened
48,기운이 나다,To feel invigorated
49,기운을 내다,To get up steam
50,기운이 약하다,To have weak energy
51,기운이 세다,To have strong energy
52,기운을 되찾다,"To recover strength, energy"
53,기운이 빠지다,"To lose energy, strength"
54,되찾다,To recover
55,확률,Probability
56,확률이 높다,To have high probability
57,확률이 낮다,To have low probability
58,확률이 높이다,To increase probability
59,확률이 낮추다,To decrease probability
60,육분위 일,1/6
61,삼분위 이,2/3
62,주사위를 던지다,To throw a dice
63,한 번 웃으면 한 번 더 젊어지고 한 번 화내면 한 번 더 늙는다,"If you laugh once you lose a year, get angry once and you gain a year"
64,친족관계어,Family related vocab
65,뻘,Likeness to close family member in age
66,아버지뻘,Close to father's age
67,엄마뻘,Close to mother's age
68,손자뻘,Close to grandchild's age
69,삼촌뻘,Close to uncle's age
70,이모뻘,Close to aunt's age
71,할아버지뻘,Close to grandfather's age
72,조카뻘,Close to nephew's age
73,자식뻘,Close to child's age
0,공청회,Public hearing
1,국가고시,State examination
2,기대하다,To anticipate
3,기원하다,To pray
4,능력,Skill
5,되풀이하다,To repeat
6,따끔거리다,"To sting, prick"
7,떠돌다,"To roam, wander"
8,마라톤,Marathon
9,모쪼록,In any way
10,문형,Sentence pattern
11,발음,Pronunciation
12,배려하다,To consider
13,부딪히다,To be bumped into
14,부정확하다,To be inaccurate
15,비결,"Secret, key"
16,사소하다,To be petty
17,어색하다,To be awkward
18,어학연수,Foreign language study in a foreign country
19,예민하다,"To be sharp, acute, sensitive"
20,옹알거리다,"To mumble, murmur"
21,완주하다,To run the whole distance
22,인라인 스케이트,Inline skater
23,재료,Material
24,좌절하다,To get frustrated
25,죽밥,Porridge
26,찬바람,Cold wind
27,출전하다,To take part in an athletic contest
28,칠순 잔치,A banquet for one's 70th birthday
29,학습자,Learner
30,한국어 능력 시험,TOPIK exam
31,향상,"Elevation, improvement"
32,황사,Yellow dust
33,유출,"Spillage, leak"
34,창가 쪽,Window seat
35,통로 쪽,Aisle seat
36,불구속,Unrestrained
37,구속하다,To be imprisoned
38,검찰,Prosecution
39,수갑,Handcuffs
40,수다스럽다,To be talkative
41,가뭄,Drought
42,되풀이하다,To repeat
43,되풀이되다,To be repeated
44,최소한,The minimum
45,최대한,The maximum
46,어쩌면,"Perhaps, maybe"
47,좌절되다,To suffer a setback
48,좌절을 겪다,To experience frustration
49,흥미,Interest
50,흥미가 있다,To have interest
51,흥미가 없다,To have no interest
52,흥미가 생기다,To become interested in
53,흥미를 느끼다,To feel interested
54,흥미를 붙이다,To kindle interest
55,흥미를 잃다,To lose interest
56,충분하다,To be enough
57,불충분하다,To be insufficient
58,후광효과,Halo effect
59,아내가 예쁘면 처갓집 말뚝 보고도 절을 한다,Proverb for the halo effect
60,전략,Strategy
61,임금,Wage
62,경향,Tendency
63,심리학,Psychology (academic)
64,심리학자,Psychologist
65,이론,Theory
66,가정생활,Domestic life
67,충실하다,To be faithful
68,소송,Litigation
69,혼효과,Horn effect
70,자사,Company
71,계약,Contract
72,해지하다,To cancel
73,광고를 내리다,To make an advertisement
74,손가락질을 당하다,To criticize
75,모피코트,Fur coat
76,인사 담당자,Personnel manager
77,신뢰성,Reliability
78,태도,Atittude
79,구직자,Work-seeker
80,대응책,Countermeasures
81,만만치 않다,"To be tough, a challenge"
82,중요시하다,To be very important
83,충고하다,To advise
84,인식하다,To recognize
85,경청하다,To listen attentively
86,목소리가 높아지다,To raise one's voice
87,기대어,"To rely on, lean on"
88,뷰티스토어,Beauty store
89,작문,Composition
90,다정하다,"To be kind, friendly"
91,사인,Signature 
92,이별하다,To part ways
0,가치,"Value, worth"
1,갇히다,To be locked up
2,감독,Director
3,감옥,"Prison, jail"
4,고개,Back of the neck
5,굳다,"To harden, become stiff"
6,규칙,"Rule, regulation"
7,꺼지다,To die out
8,끌어내다,To drag out
9,노선,"Route, course"
10,마당,"Place, ground, episode"
11,말투,Manner of speech
12,매,"Whip, rod, cane"
13,목숨,"Life, breath of life"
14,무르익다,"To become ripe, fully matured"
15,발칙하다,"To be rude, ill-mannered"
16,백년가약,Marriage vow
17,백성,The people
18,복원하다,To restore to original state
19,분부,"Order, command"
20,사또,Korean district magistrate in the Joseon dynasty
21,섬기다,"To serve, obey"
22,소감,One's impression
23,소동,"A disturbance, agitation"
24,송년회,Year-end party
25,수청,Bed service to a local magistrate
26,암행어사,Secret investigator in the Joseon Dynasty
27,압송하다,To transfer a person to prison
28,어기다,To go against
29,억울하다,To surrender
30,연주회,Concert
31,열녀,Virtuous woman
32,영상,"Image, reflection"
33,원성,Murmur of grievance
34,원전,Original text
35,유혹하다,"To tempt, lure"
36,의지,"Volition, purpose"
37,인근,Neighbourhood
38,인연,"Relation, ties"
39,자자하다,To be widely spead
40,자제,"Children, sons"
41,잔치,"Banquet, ceremonial feast"
42,절개,"Integrity, chastity"
43,줄거리,"Outline, plot"
44,지아비,One's husband
45,짐작하다,"To use one's discretion, guess, estimate"
46,천기,Humble Gisaeng
47,초면,"First meeting, seeing for the first time"
48,춘향전,Story of Chun-Hyang
49,출두,"Appearance, attendance"
50,충신,Loyal retainer
51,충실하다,To be rich in contents
52,취임하다,To inaugurate
53,퇴기,Retired concubine
54,판소리,Traditional Korean native song
55,평생,One's whole life
56,함성,Shouting
57,해괴하다,"To be strange, eccentric"
58,화면,A scene
59,비상구,Emergency exit
60,구별하다,To distinguish
61,퇴원,Discharge from hospital
62,부유하다,To be rich
63,무리 없이,Without difficulty
64,증거들,Evidence
65,짐작하다,To guess
66,충실하다,"To be faithful, substantial"
67,가정에 충실하다,To be faithful to one's family
68,질문에 충실하다,To be true to the question
69,내용이 충실하다,To have substantial contents
70,강의가 충실하다,To have a substantial lecture
71,대답이 충실하다,To have a substantial answer
72,대소사에 빠지다,Fall into a minor case
73,복원하다,To restore
74,옛 이야기를 복원하다,To restore an old story
