튼튼하다	to be strong, solid, steady
불길	a flame, a blaze
타오르다	to blaze, to rage, to flare up
후보	a candidate, a nominee
국민대통합	national unification
내걸다	to put up
행보	act, move
이어가다	to keep, to maintain, to continue
사사건건	everything, at every step
괴롭히다	to harass, to torment
수상하다	to be suspicious, strange
형사	(police) detective, investigator
파헤치다	to dig up, to expose
전달하다	to deliver, to convey
제시하다	to suggest, to propose
음주	drinking
찬반	yes or no
벌어지다	to happen, to take place
사회자	a chairman, a host, an MC
토론자	a debater
주의	care, caution, warning
눈치를 채다	to notice, to be aware
결정적	decisive, crucial, conclusive
찾아내다	to find, to discover, to locate
무관심	indifference, apathy
이겨내다	to overcome, to conquer 
뒤따르다	to follow, to ensue
기초	basics, a foundation
트집	a fault
기미	a sign, an indication
논란	a controversy, a dispute, an argument
센스	sense
