,0,1
0,까다롭다 ,To be picky
1,까다로워요,Picky (polite present)
2,까다로웠어요,Picky (polite past)
3,까다로울 거예요,Picky (polite future)
4,까다로우니까,Picky (question)
5,까다로워서,Picky (because)
6,까다로우면,Picky (if)
7,까다로우면,Picky (but)
0,광고문,a written advertisement
1,국가,a nation
2,국기,a national sport
3,꼭대기,1. the summit 2. the boss
4,동전,ditto
5,문자,a letter or character
6,민요,a folk song
7,바탕화면,a background image
8,발표하다,To make an announcement
9,볼링,Bowling
0,짜다,"Salty, Squeeze"
1,하지만,but
2,항상,Always
3,해수,Cough / Salt brine
0,간단하다,To be simple
1,고민,"anguish, trouble"
2,귀화 시험,the naturalization exam
3,그렇다,"so, like that"
4,노랗다,To be yellow
5,버튼,a button
6,복사기,a copier
7,복사하다,To make a copy
8,빨갛다,To be red
9,사용하다,To use
0,빨개요,Red (polite)
1,빨갰어요,Red (past polite)
2,빨갈 거예요,Red (future polite)
3,빨갛습니다,Red (present formal)
4,빨가서,Red (because)
5,그렇다,To be such
6,그래요,Such (present polite)
0,약속을 지키다,To make a promise
1,전세,Deposit Lease
2,매매,For Sale
3,월세,Monthly Lease
4,들다,필요하다
5,부당산,Impossible
6,갈 거예요,50%
7,기로 했어요,90%
8,건물,a building
9,경치,a landscape
0,일이 생기다,~ happens.
1,현미경,A microscope 
2,가루약,Powder medicine 
3,도통,A headache
4,물약,Liquid medicine 
5,바르다,Straight
6,사귀다,To make friends
7,설사약,Diarrea medicine
8,소화제,Digestive
9,식후,After a meal
10,알약,Medicine in pill form
11,용돈,Spending money
12,죽,Porridge 
13,증상,Symptoms
14,진통제,Pain-killer
0,걷다,To go on foot
1,계단,Staircase
2,곳,A place
3,바꾸다,To change
4,술,Alcoholic drink
5,습관,habit
0,편찮다,아프다
1,계시다,있다 (사람)
2,있시다,있다 (것)
3,주무시다,자다
4,게서,이/가
5,가시다,가다
0,직접,Directly
1,추천서,A letter of recommendation
2,취직,To find a job
3,필요하다,To need
4,학기,An academic term
5,다행이에요,It's nice
6,잘됐네요,Sounds Great
7,감상,One's thoughts
8,동전,A coin
9,모으다,To gather/collect
10,믿다,To be believable
11,심부름하다,To run an errand
12,치다,To strike/hit/roll like a wave
13,특별하다,To be special
0,그랬어요,Such (past polite)
1,그럴 거예요,Such (future polite)
2,그렇습니다,Such (present formal)
3,그래서,Such (because)
0,농담하다,"Joke, jest, scoff"
1,준비하다,Prepare
2,궁금하다,Anxious or  uneasy
3,우겨대다,Insist on
4,마르다,Dry
5,삼기다,Gulp
6,땅딸막하다,Stocky
7,건강한,Strong 
8,고정,Fixture
9,-아/어/여야껬다,I guess
10,언젠가,someday
11,뭔가,something
12,누구가 ,Someone
13,어딘가,somewhere
14,보험,Car insurance
15,미만,less than
16,이상,More than
17,소비하다,Spend
18,지불하다,Pay
19,거짓말쟁이,liar
20,수다쟁이,Chatterbox
0,읽기,Reading
1,잘하다,"To be skillful, to do well"
2,찜질방,A sauna
3,혼자,Alone
4,색장,Colored paper
5,벌싸,Already
6,떠들지,making noise
7,대회,Contest
8,하나도,No one
9,하나만,Only one
10,갑자기,Suddenly
11,과학,Science
12,그동안,This time
13,그림,Picture
14,미술,Art
0,분실물,a lost article
1,색깔,color
2,섬,a bag or sack (bags of rice)
3,세종대왕,King Sejong
4,아장아장,toddle
5,악가,musical instrument
6,일시,1. one time 2. a short time
7,저장되다,To be stored in
8,절,a temple
9,제목,a subject or a theme
0,규칙,A rule
1,바꾸다,To exchange 1
2,교환 하다,To exchange 2
3,환불하다,To exchange
4,쓰레기,Trash
5,일반,Household
6,담다,To put in
7,버리다,To throw out
8,지역,Region
9,병류,Glass recycling 
10,페트병류,Plastic recycling
11,캔류,Can recycling
12,종이류,Paper recycling
13,위하다,To do for the good of something
14,생활,"life, existence"
15,먼저,First of all
16,민간요법,A folk remedy
17,화상,A burn
18,대본을 쓰다,Write a script
19,작가,An author 
20,연극,Live theater
21,가수,Singer
22,광고,An announcement
23,공연,A public performance
0,가볍다,To be light
1,가벼워요,Light (polite present)
2,가벼웠어요,Light (polite past)
3,가벼울 거예요,Light (polite future)
4,가벼우니까,Light (question)
5,가벼워서,Light (because)
6,가벼우면,Light (if)
7,가볍지만,Light (but)
0,거리,1. Street 2. Distance
1,걸리다,1. hang 2. Catch
2,공놀이,Play ball
3,낮다,To be low
4,넓다,To be wide
5,답답하다,"To be narrow, stuff, or cramped"
6,마당,A yard
7,부동산,Realty
8,빌라,Villa
9,씩,At a time/together
0,소화 불량,소화가 안 돼요
1,성격이 좋다,성격이 나쁘다
2,성격이 급하다,느긋하다
3,친절하다,불친절하다
4,성실하다,불성실하다
5,찹쌀떤,중요한 시험이 있는 친수에게
6,만년필,졸업하는 동생에게
7,속옷,첫 월급을 받았을 때 부모님께
8,금반지,돌을 맞은 아기에게
9,세제,새로 이사 간 친구에게
0,맵다,To be spicy
1,매워요,Spicy (polite present)
2,매웠어요,Spicy (polite past)
3,매울 거예요,Spicy (polite future)
4,매우니까,Spicy (question)
5,매워서,Spicy (because)
6,매우면,Spicy (if)
7,맵지만,Spicy (but)
0,상사,"A person who out ranks another, an analogy, similarity"
1,상품,"Merchandise, a commodity"
2,선수,"The first move, the initiative"
3,설명하다,To explain
4,성,"Wrath, sex, a castle, "
5,속상하다,To feel depressed
6,시부모님,Husband's parents
7,실수하다,To make a mistake
8,쓰기,Writing
9,안개,"A mist, a fog"
10,앵무새,A parrot
11,어른,An adult
12,올림픽,Olympics
13,외롭다,To be lonely
14,유명하다,"To be famous, well-known, notorious"
0,노랗다,To be yellow
1,노래요,Yellow (polite)
2,노랬어요,Yellow (past polite)
3,노랄 거예요,Yellow (future polite)
4,노랗습니다,Yellow (formal)
5,노라서,Yellow (because)
6,빨갛다,To be red
0,모으다,"동전, 우표, 영화 표"
1,하다,"낚시, 등산, 축구"
2,치다,"기타, 피아노, 테니시"
3,타다,"자전거, 오토바이, 스케이트"
4,미술 시간,"그림, 스케치복, 크레파스"
5,음악 시간,"노래, 탬버린, 피아노"
6,체육 시간,"농구, 축구, 달리기"
7,떨리다,내일 귀화 시험이 있어서
8,부럽다,친구가 한국어를 잔해서
9,외롭다,모두 가고 혼자 남아서
10,속상하다,시험을 잘 못 봐서
11,두통,머리가 아파요
12,배탈,설사를 해요
13,눈병,눈이 빨개요
14,치통,이가 썩었어요
0,마르다,To be thirsty
1,말라요,Thirsty (polite present)
2,말랐어요,Thirsty (polite past)
3,마를 거예요,Thirsty (polite future)
4,마르니까,Thirsty (question)
5,말라서,Thirsty (because)
6,마르면,Thirsty (if)
7,마르지만,Thirsty (but)
0,상담하다,To give a consultation 
1,스캐너,a scanner
2,스캔하다,To make a scan
3,어떻다,To be how
4,월급,Monthly salary
5,저장하다,To save up
6,종이,paper
7,지원서,backup
8,출력하다,To output power
9,출장,1. a business trip 2. participation 
0,배,"Stomach, ship, pear"
1,보이다,"To be able to see, to show off"
2,새벽,A sunrise
3,스케치복,A sketchbook
4,씩씩하다,To be brave
5,이해하다,To understand
6,전통차,A traditional tea
7,존통찻집,A traditional Dr. Office
8,준비물,Supplies
9,참석하다,To attend in person
10,챙기다,To get oneself ready
11,처음,The start
12,체육,"Physical training, conditioning "
13,크레파스,Pastel crayons
14,탬버린,A tambourine
0,아파트,Apartment
1,엄마,Mom
2,이사하다,To move house
3,이삿짐센터,Movers
4,주택,House
5,칸,1. room 2. 36 sqf
6,편하다,To be comfortable
7,한욱,Traditional Korean House
8,화단,A flower bed
9,꽃을 키우다,Grow Flowers
0,처방전,A perscription
1,체하다,To have indigestion
2,치통,Toothache medicine
