항목	an article, a clause, a provision, an item
빈도수	frequency
횟수	number of times, frequency
거주	residence, habitation
추수 감사절	Thanksgiving Day
의상	clothing, dress, apparel, a costume
아오자이	ao dai (Vietnamese national costume)
씨름	wrestling
스모	sumo wrestling
휴양지	a vacation spot
푸켓	Phuket
입맛이 당기다	to have a good appetite
손에 익다	to be accustomed to, to be familiar with
나른하다	to be languid, drowsy, listless, weary, sluggish
체하다	to have an upset stomach
새콤하다	to be slightly sour
쌉쌀하다	to be slightly bitter
짭짤하다	to be slightly salty
얼큰하다	to be spicy (liquid-based food)
고소하다	to be nutty, savory
구수하다	to be tasty, pleasant, delicate
느끼하다	to be greasy, oily, fatty, rich
질기다	to be tough, leathery, durable
쫄깃쫄깃하다	to be chewy
말랑말랑하다	to be soft, spongy, tender
아삭아삭하다	to be crisp, crunchy (ex. a vegetable)
통째	whole, altogether, entirely
이열치열	"fight fire with fire"
진하다	to be thick, heavy, strong (a taste)
발효	fermentation
제철	the right/best season
수치	a numerical value, a figure
유전자 조작	gene manipulation, GMO
정제	refinement, purification
유기농	organic farming
재배	cultivation, culture, raising, growing
친환경	eco-friendly, green
화학조미료	artificial flavor enhancer
첨가	an addition (ex. in a recipe)
현미	brown rice, unpolished rice
잡곡	miscellaneous cereals/grains
성분	an ingredient, a component, a constitute
함량	(nutritional) content
첨가물	an additive
가공하다	to process, to manufacture
외부	the outside, the exterior
내부	the inside, the interior
깔끔하다	to be neat, tidy, sleek, clean
볼품없다	to not look nice, to have a bad appearance
아기자기하다	to be charming, cute, pretty
아늑하다	to be cozy, snug, comfortable
아담하다	to be neat, tidy, petite, quaint
허름하다	to be shabby, humble, worn-out
조리	preparation of food
노릇노릇	golden brown (food)
보글보글	boiling, simmering, bubbling
지글지글	sizzling, simmering
한가운데	the middle, the center, the heart
기와집	a tile-roofed house
기가 죽다	to be dejected, disheartened, crestfallen
낡다	to be old, worn, battered, beat-up, antique
대견하다	to be proud, admirable, praiseworthy
둘러보다	to have a look around, to browse
투박하다	to be rough, crude, coarse, unrefined
뚝배기	an earthen pot/bowl
깍두기	sliced/cubed radish kimchi
소박하다	to be simple (and honest), unsophisticated, naive
속을 채우다	to stuff, to fill (food)
입맛을 돋우다	to stimulate/whet one's appetite
속이 든든하다	to have a full stomach
단골손님	a regular customer
나날이	day by day, from day to day
달무리	the halo of the moon
살평상	a slat bed
별 돋다	to have the stars come out
들	a field, a plain
걸터앉다	to perch on (ex. a stool)
물씬	soft, tender, nicely scented
자욱하다	to be dense, thick, heavy (ex. fog)
김	a weed
부옇다	to be foggy, gray, murky, cloudy, misty
기와	a roof tile
추녀	a protruding corner of a roof eave
삐죽히	poutingly
가닥	a strand, a strip, a ply, a string
동아줄	a rope
지상	ground
입이 짧다	to have a small appetite
군침이 돌다	to make one's mouth water
간에 기별도 안 가다	to be insufficient (food)
