,0,1
0,미루다,To postpone
1,가득하다,To be full
2,꺼내다,To take out
3,착각하다,To mistakenly think
4,쏟아지다,To spill
5,(세탁기를) 돌리다,To do laundry
6,밟다,To step on
7,장난을 치다,To playfully tease
8,멈추다,To cease movement
9,빨래를 짜다,To wring out laundry
10,빨래를 널다,To put laundry away
11,정리하다,To put things in order
12,환기시키다,To change the air
13,챙기다,To pack up
14,사라지다,To disappear
15,갑자기,Suddenly
16,대충,Roughly
17,내내,Throughout
18,훨씬,A lot
19,줄겁다,To be joyful
20,귀찮다,To be tiresome
21,부럽다,To be envious
22,괴롭다,To be painful
23,지루하다,To be bored
24,지진,Earthquake
25,번역,Translation
26,논문,Thesis
27,제목,Title
28,관련된,Associated
29,교환하다,To exchange clothes
30,손 빨래를 하다,to hand wash
31,빨래를 걷다,To take in laundry
32,책꽂이,Book case
33,근육이 있다,To have muscles
34,먼지,Dust
35,꽂다,To place or stick
36,쓰레기통을 비우다,To empty the waste bin
37,옷을 개다,To fold clothes
38,걸레로 닦다,To wipe with a duster
39,세탁기로 빨래하다,To wash in a washing machine
40,서랍을 정리하다,To sort drawers
41,그릇을 닦다,To wash dishes
42,귀신,Ghost
43,청소기를 밀다,To vacuum 2
44,청소기를 돌리다,To vacuum
45,빗자루로 쓸다,To sweep with a broom
46,빗자루질하다,To sweep the floor
47,걸레질하다,To scrub
48,설거지를 하다,To do washing up
49,엉망이다,To be a mess
50,칫솔,Toothbrush
51,스타킹,Stocking
52,켜다,To turn on
53,목도리,Scarf
54,켜지다,To be turned on
55,떨어지다,To fall
56,떨다,To tremble or shake
57,액자,Frame
58,꺼지다,To be extinguished
59,끄다,To turn off
60,쑤시다,To poke
61,아무튼,Anyway
62,털다,To dust
63,밤,Chestnut
64,집안일의 종류,Types of housework
65,아이 돌보기,To take care of children
66,전등을 갈기,To change a light bulb
67,분리수거하기,To seperate waste
68,꽃과 나무에 물 주기,To water flowers and plants
69,컴퓨터 바이러스 체그 하기,To check a computer for viruses
70,고장난 TV 고치다,To fix a broken TV
71,집들이,Housewarming party
72,수리하다,To repair
73,왜냐하면,It is because
0,장점,Advantage
1,단점,Disadvantage
2,하품을 하다,To yawn
3,밤을 세우다,To stay up all night
4,절약하다,To conserve
5,배달되다,To be delivered
6,놓치다,To miss
7,넘다,To exceed
8,자랑하다,To boast
9,팔리다,To be on sale
10,후련하다,To be relieved
11,다양하다,To be diverse
12,자꾸,Continuously and often
13,몹시,Very
14,종종,Occasionally
15,주로,Often
16,꽤,Extremely
0,먹이다,To feed
1,보이다,To show
2,죽이다,To kill
3,속다,To be deceived
4,속이다,To deceieve
5,줄다,To decrease
6,줄이다,To decrease something
7,녹다,To melt
8,녹이다,To melt something
9,붙다,To stick
